CMDLINE /usr/bin/python3.5 cancamb_lens.py
MEM 253.519531 1558728571.0524
MEM 253.519531 1558728571.1529
MEM 253.777344 1558728571.2532
MEM 253.777344 1558728571.3536
MEM 253.777344 1558728571.4539
MEM 253.777344 1558728571.5543
MEM 253.777344 1558728571.6547
MEM 254.035156 1558728571.7552
MEM 254.035156 1558728571.8556
MEM 254.035156 1558728571.9559
MEM 255.582031 1558728572.0563
MEM 256.097656 1558728572.1567
MEM 257.128906 1558728572.2570
MEM 257.128906 1558728572.3574
MEM 257.128906 1558728572.4578
MEM 257.128906 1558728572.5582
MEM 257.128906 1558728572.6585
MEM 257.128906 1558728572.7589
MEM 257.128906 1558728572.8593
MEM 257.128906 1558728572.9597
MEM 257.128906 1558728573.0601
MEM 257.128906 1558728573.1604
MEM 257.128906 1558728573.2608
MEM 258.160156 1558728573.3612
MEM 258.675781 1558728573.4616
MEM 259.191406 1558728573.5619
MEM 259.191406 1558728573.6623
MEM 259.191406 1558728573.7627
MEM 259.191406 1558728573.8630
MEM 259.191406 1558728573.9634
MEM 259.191406 1558728574.0637
MEM 259.437500 1558728574.1641
MEM 259.437500 1558728574.2644
MEM 259.437500 1558728574.3648
MEM 259.988281 1558728574.4652
MEM 261.277344 1558728574.5655
MEM 261.535156 1558728574.6659
MEM 261.535156 1558728574.7663
MEM 261.535156 1558728574.8667
MEM 261.785156 1558728574.9670
MEM 261.785156 1558728575.0674
MEM 261.785156 1558728575.1678
MEM 261.785156 1558728575.2681
MEM 261.785156 1558728575.3685
MEM 261.785156 1558728575.4688
MEM 261.785156 1558728575.5694
MEM 261.785156 1558728575.6707
MEM 261.785156 1558728575.7711
MEM 261.828125 1558728575.8715
MEM 261.828125 1558728575.9719
MEM 261.828125 1558728576.0723
MEM 261.828125 1558728576.1727
MEM 261.828125 1558728576.2735
MEM 261.828125 1558728576.3741
MEM 261.828125 1558728576.4745
MEM 261.828125 1558728576.5751
MEM 261.828125 1558728576.6755
MEM 261.828125 1558728576.7758
MEM 261.828125 1558728576.8762
MEM 261.828125 1558728576.9766
MEM 261.828125 1558728577.0770
MEM 261.828125 1558728577.1774
MEM 261.828125 1558728577.2778
MEM 261.828125 1558728577.3782
MEM 261.828125 1558728577.4786
MEM 261.828125 1558728577.5796
MEM 261.828125 1558728577.6801
MEM 261.828125 1558728577.7805
MEM 261.828125 1558728577.8809
MEM 261.828125 1558728577.9813
MEM 261.828125 1558728578.0817
MEM 261.828125 1558728578.1822
MEM 261.828125 1558728578.2826
MEM 261.828125 1558728578.3830
MEM 261.828125 1558728578.4834
MEM 261.828125 1558728578.5838
MEM 261.828125 1558728578.6842
MEM 261.828125 1558728578.7846
MEM 261.828125 1558728578.8850
MEM 261.828125 1558728578.9854
MEM 261.828125 1558728579.0858
MEM 261.828125 1558728579.1861
MEM 261.828125 1558728579.2865
MEM 261.828125 1558728579.3869
MEM 261.828125 1558728579.4873
MEM 261.828125 1558728579.5877
MEM 261.828125 1558728579.6881
MEM 261.828125 1558728579.7884
MEM 261.828125 1558728579.8888
MEM 261.828125 1558728579.9892
MEM 261.828125 1558728580.0896
MEM 261.828125 1558728580.1900
MEM 261.828125 1558728580.2904
MEM 261.828125 1558728580.3907
MEM 261.828125 1558728580.4911
MEM 261.828125 1558728580.5915
MEM 261.828125 1558728580.6920
MEM 261.828125 1558728580.7923
MEM 261.828125 1558728580.8927
MEM 261.828125 1558728580.9932
MEM 261.828125 1558728581.0936
MEM 261.828125 1558728581.1940
MEM 261.828125 1558728581.2944
MEM 261.828125 1558728581.3948
MEM 261.828125 1558728581.4952
MEM 261.828125 1558728581.5957
MEM 261.828125 1558728581.6961
MEM 261.828125 1558728581.7966
MEM 261.828125 1558728581.8974
MEM 261.828125 1558728581.9979
MEM 261.828125 1558728582.0983
MEM 261.828125 1558728582.1988
MEM 261.828125 1558728582.2992
MEM 261.828125 1558728582.4002
MEM 261.828125 1558728582.5006
MEM 261.828125 1558728582.6010
MEM 261.828125 1558728582.7013
MEM 261.828125 1558728582.8016
MEM 261.828125 1558728582.9020
MEM 261.828125 1558728583.0023
MEM 261.828125 1558728583.1026
MEM 261.828125 1558728583.2030
MEM 261.828125 1558728583.3033
MEM 261.828125 1558728583.4036
MEM 261.828125 1558728583.5040
MEM 261.828125 1558728583.6043
MEM 261.828125 1558728583.7047
MEM 261.828125 1558728583.8051
MEM 261.828125 1558728583.9055
MEM 261.828125 1558728584.0059
MEM 261.828125 1558728584.1063
MEM 261.828125 1558728584.2067
MEM 261.828125 1558728584.3071
MEM 261.828125 1558728584.4083
MEM 261.828125 1558728584.5095
MEM 261.828125 1558728584.6099
MEM 261.828125 1558728584.7103
MEM 261.828125 1558728584.8106
MEM 261.828125 1558728584.9110
MEM 261.828125 1558728585.0113
MEM 261.828125 1558728585.1116
MEM 261.828125 1558728585.2120
MEM 261.828125 1558728585.3123
MEM 261.828125 1558728585.4127
MEM 261.828125 1558728585.5132
MEM 261.828125 1558728585.6136
MEM 261.828125 1558728585.7150
MEM 261.828125 1558728585.8155
MEM 261.828125 1558728585.9159
MEM 261.828125 1558728586.0163
MEM 261.828125 1558728586.1167
MEM 261.828125 1558728586.2172
MEM 261.828125 1558728586.3176
MEM 261.828125 1558728586.4180
MEM 261.828125 1558728586.5190
MEM 261.828125 1558728586.6194
MEM 261.828125 1558728586.7198
MEM 261.828125 1558728586.8202
MEM 261.828125 1558728586.9206
MEM 261.828125 1558728587.0210
MEM 261.828125 1558728587.1214
MEM 261.828125 1558728587.2219
MEM 261.828125 1558728587.3223
MEM 261.828125 1558728587.4227
MEM 261.828125 1558728587.5234
MEM 261.828125 1558728587.6238
MEM 261.828125 1558728587.7243
MEM 261.828125 1558728587.8247
MEM 261.828125 1558728587.9251
MEM 261.828125 1558728588.0255
MEM 261.828125 1558728588.1260
MEM 261.828125 1558728588.2263
MEM 261.828125 1558728588.3267
MEM 261.828125 1558728588.4270
MEM 261.828125 1558728588.5273
MEM 261.828125 1558728588.6277
MEM 261.828125 1558728588.7280
MEM 261.828125 1558728588.8284
MEM 261.828125 1558728588.9288
MEM 261.828125 1558728589.0291
MEM 261.828125 1558728589.1295
MEM 261.828125 1558728589.2299
MEM 261.828125 1558728589.3303
MEM 261.828125 1558728589.4306
MEM 261.828125 1558728589.5310
MEM 261.828125 1558728589.6314
MEM 261.828125 1558728589.7318
MEM 261.828125 1558728589.8324
MEM 261.828125 1558728589.9328
MEM 261.828125 1558728590.0332
MEM 261.828125 1558728590.1336
MEM 261.828125 1558728590.2340
MEM 261.828125 1558728590.3344
MEM 261.828125 1558728590.4348
MEM 261.828125 1558728590.5351
MEM 261.828125 1558728590.6355
MEM 261.828125 1558728590.7358
MEM 261.828125 1558728590.8362
MEM 261.828125 1558728590.9366
MEM 261.828125 1558728591.0370
MEM 261.828125 1558728591.1374
MEM 261.828125 1558728591.2378
MEM 261.828125 1558728591.3383
MEM 261.828125 1558728591.4387
MEM 261.828125 1558728591.5391
MEM 261.828125 1558728591.6395
MEM 261.828125 1558728591.7400
MEM 261.828125 1558728591.8404
MEM 261.828125 1558728591.9408
MEM 261.828125 1558728592.0412
MEM 261.828125 1558728592.1416
MEM 261.828125 1558728592.2421
MEM 261.828125 1558728592.3429
MEM 261.828125 1558728592.4433
MEM 261.828125 1558728592.5437
MEM 261.828125 1558728592.6442
MEM 261.828125 1558728592.7446
MEM 261.828125 1558728592.8451
MEM 261.828125 1558728592.9455
MEM 261.828125 1558728593.0459
MEM 261.828125 1558728593.1463
MEM 261.828125 1558728593.2467
MEM 261.828125 1558728593.3470
MEM 261.828125 1558728593.4474
MEM 261.828125 1558728593.5478
MEM 261.828125 1558728593.6482
MEM 261.828125 1558728593.7486
MEM 261.828125 1558728593.8490
MEM 261.828125 1558728593.9494
MEM 261.828125 1558728594.0499
MEM 261.828125 1558728594.1506
MEM 261.828125 1558728594.2512
MEM 261.828125 1558728594.3516
MEM 261.828125 1558728594.4521
MEM 261.828125 1558728594.5525
MEM 261.828125 1558728594.6528
MEM 261.828125 1558728594.7532
MEM 261.828125 1558728594.8537
MEM 261.828125 1558728594.9541
MEM 261.828125 1558728595.0545
MEM 261.828125 1558728595.1549
MEM 261.828125 1558728595.2553
MEM 261.828125 1558728595.3557
MEM 261.828125 1558728595.4570
MEM 261.828125 1558728595.5574
MEM 261.828125 1558728595.6584
MEM 261.828125 1558728595.7588
MEM 261.828125 1558728595.8592
MEM 261.828125 1558728595.9597
MEM 261.828125 1558728596.0601
MEM 261.828125 1558728596.1606
MEM 261.828125 1558728596.2611
MEM 261.828125 1558728596.3621
MEM 261.828125 1558728596.4626
MEM 261.828125 1558728596.5630
MEM 261.828125 1558728596.6634
MEM 261.828125 1558728596.7637
MEM 261.828125 1558728596.8641
MEM 261.828125 1558728596.9644
MEM 261.828125 1558728597.0647
MEM 261.828125 1558728597.1651
MEM 261.828125 1558728597.2654
MEM 261.828125 1558728597.3658
MEM 261.828125 1558728597.4662
MEM 261.828125 1558728597.5675
MEM 261.828125 1558728597.6679
MEM 261.828125 1558728597.7695
MEM 261.828125 1558728597.8699
MEM 261.828125 1558728597.9703
MEM 261.828125 1558728598.0707
MEM 261.828125 1558728598.1711
MEM 261.828125 1558728598.2716
MEM 261.828125 1558728598.3720
MEM 261.828125 1558728598.4723
MEM 261.828125 1558728598.5726
MEM 261.828125 1558728598.6730
MEM 261.828125 1558728598.7733
MEM 261.828125 1558728598.8736
MEM 261.828125 1558728598.9740
MEM 261.828125 1558728599.0744
MEM 261.828125 1558728599.1747
MEM 261.828125 1558728599.2751
MEM 261.828125 1558728599.3755
MEM 261.828125 1558728599.4759
MEM 261.828125 1558728599.5770
MEM 261.828125 1558728599.6774
MEM 261.828125 1558728599.7779
MEM 261.828125 1558728599.8783
MEM 261.828125 1558728599.9788
MEM 261.828125 1558728600.0792
MEM 261.828125 1558728600.1800
MEM 261.828125 1558728600.2803
MEM 261.828125 1558728600.3807
MEM 261.828125 1558728600.4811
MEM 261.828125 1558728600.5815
MEM 261.828125 1558728600.6818
MEM 261.828125 1558728600.7822
MEM 261.828125 1558728600.8826
MEM 261.828125 1558728600.9829
MEM 261.828125 1558728601.0833
MEM 261.828125 1558728601.1837
MEM 261.828125 1558728601.2841
MEM 261.828125 1558728601.3852
MEM 261.828125 1558728601.4856
MEM 261.828125 1558728601.5860
MEM 261.828125 1558728601.6864
MEM 261.828125 1558728601.7868
MEM 261.828125 1558728601.8873
MEM 261.828125 1558728601.9877
MEM 261.828125 1558728602.0882
MEM 261.828125 1558728602.1886
MEM 261.828125 1558728602.2890
MEM 261.828125 1558728602.3893
MEM 261.828125 1558728602.4896
MEM 261.828125 1558728602.5900
MEM 261.828125 1558728602.6903
MEM 261.828125 1558728602.7907
MEM 261.828125 1558728602.8910
MEM 261.828125 1558728602.9913
MEM 261.828125 1558728603.0916
MEM 261.828125 1558728603.1920
MEM 261.828125 1558728603.2925
MEM 261.828125 1558728603.3929
MEM 261.828125 1558728603.4933
MEM 261.828125 1558728603.5938
MEM 261.828125 1558728603.6941
MEM 261.828125 1558728603.7946
MEM 261.828125 1558728603.8950
MEM 261.828125 1558728603.9954
MEM 261.828125 1558728604.0958
MEM 261.828125 1558728604.1962
MEM 261.828125 1558728604.2966
MEM 261.828125 1558728604.3971
MEM 261.828125 1558728604.4975
MEM 261.828125 1558728604.5978
MEM 261.828125 1558728604.6982
MEM 261.828125 1558728604.7985
MEM 261.828125 1558728604.8988
MEM 261.828125 1558728604.9992
MEM 261.828125 1558728605.0996
MEM 261.828125 1558728605.2001
MEM 261.828125 1558728605.3005
MEM 261.828125 1558728605.4009
MEM 261.828125 1558728605.5013
MEM 261.828125 1558728605.6017
MEM 261.828125 1558728605.7021
MEM 261.828125 1558728605.8025
MEM 261.828125 1558728605.9029
MEM 261.828125 1558728606.0034
MEM 261.828125 1558728606.1037
MEM 261.828125 1558728606.2041
MEM 261.828125 1558728606.3044
MEM 261.828125 1558728606.4048
MEM 261.828125 1558728606.5052
MEM 261.828125 1558728606.6055
MEM 261.828125 1558728606.7060
MEM 261.828125 1558728606.8063
MEM 261.828125 1558728606.9067
MEM 261.828125 1558728607.0071
MEM 261.828125 1558728607.1075
MEM 261.828125 1558728607.2079
MEM 261.828125 1558728607.3083
MEM 261.828125 1558728607.4087
MEM 261.828125 1558728607.5091
MEM 261.828125 1558728607.6095
MEM 261.828125 1558728607.7099
MEM 261.828125 1558728607.8103
MEM 261.828125 1558728607.9107
MEM 261.828125 1558728608.0110
MEM 261.828125 1558728608.1114
MEM 261.828125 1558728608.2118
MEM 261.828125 1558728608.3125
MEM 261.828125 1558728608.4128
MEM 261.828125 1558728608.5135
MEM 261.828125 1558728608.6141
MEM 261.828125 1558728608.7146
MEM 261.828125 1558728608.8150
MEM 261.828125 1558728608.9154
MEM 261.828125 1558728609.0159
MEM 261.828125 1558728609.1163
MEM 261.828125 1558728609.2167
MEM 261.828125 1558728609.3173
MEM 261.828125 1558728609.4177
MEM 261.828125 1558728609.5181
MEM 261.828125 1558728609.6185
MEM 261.828125 1558728609.7189
MEM 261.828125 1558728609.8193
MEM 261.828125 1558728609.9196
MEM 261.828125 1558728610.0199
MEM 261.828125 1558728610.1202
MEM 261.828125 1558728610.2205
MEM 261.828125 1558728610.3209
MEM 261.828125 1558728610.4213
MEM 261.828125 1558728610.5217
MEM 261.828125 1558728610.6221
MEM 261.828125 1558728610.7225
MEM 261.828125 1558728610.8230
MEM 261.828125 1558728610.9234
MEM 261.828125 1558728611.0238
MEM 261.828125 1558728611.1242
MEM 261.828125 1558728611.2247
MEM 261.828125 1558728611.3251
MEM 261.828125 1558728611.4254
MEM 261.828125 1558728611.5258
MEM 261.828125 1558728611.6262
MEM 261.828125 1558728611.7266
MEM 261.828125 1558728611.8270
MEM 261.828125 1558728611.9274
MEM 261.828125 1558728612.0277
MEM 261.828125 1558728612.1281
MEM 261.828125 1558728612.2286
MEM 261.828125 1558728612.3295
MEM 261.828125 1558728612.4299
MEM 261.828125 1558728612.5304
MEM 261.828125 1558728612.6308
MEM 261.828125 1558728612.7312
MEM 261.828125 1558728612.8317
MEM 261.828125 1558728612.9321
MEM 261.828125 1558728613.0325
MEM 261.828125 1558728613.1328
MEM 261.828125 1558728613.2332
MEM 261.828125 1558728613.3336
MEM 261.828125 1558728613.4340
MEM 261.828125 1558728613.5344
MEM 261.828125 1558728613.6348
MEM 261.828125 1558728613.7353
MEM 261.828125 1558728613.8357
MEM 261.828125 1558728613.9361
MEM 261.828125 1558728614.0366
MEM 261.828125 1558728614.1372
MEM 261.828125 1558728614.2376
MEM 261.828125 1558728614.3381
MEM 261.828125 1558728614.4386
MEM 261.828125 1558728614.5395
MEM 261.828125 1558728614.6399
MEM 261.828125 1558728614.7403
MEM 261.828125 1558728614.8407
MEM 261.828125 1558728614.9411
MEM 261.828125 1558728615.0415
MEM 261.828125 1558728615.1419
MEM 261.828125 1558728615.2422
MEM 261.828125 1558728615.3426
MEM 261.828125 1558728615.4431
MEM 261.828125 1558728615.5435
MEM 261.828125 1558728615.6439
MEM 261.828125 1558728615.7443
MEM 261.828125 1558728615.8448
MEM 261.828125 1558728615.9460
MEM 261.828125 1558728616.0464
MEM 261.828125 1558728616.1469
MEM 261.828125 1558728616.2473
MEM 261.828125 1558728616.3477
MEM 261.828125 1558728616.4481
MEM 261.828125 1558728616.5486
MEM 261.828125 1558728616.6489
MEM 261.828125 1558728616.7493
MEM 261.828125 1558728616.8497
MEM 261.828125 1558728616.9501
MEM 261.828125 1558728617.0505
MEM 261.828125 1558728617.1509
MEM 261.828125 1558728617.2514
MEM 261.828125 1558728617.3524
MEM 261.828125 1558728617.4528
MEM 261.828125 1558728617.5533
MEM 261.828125 1558728617.6537
MEM 261.828125 1558728617.7541
MEM 261.828125 1558728617.8545
MEM 261.828125 1558728617.9549
MEM 261.828125 1558728618.0553
MEM 261.828125 1558728618.1557
MEM 261.828125 1558728618.2560
MEM 261.828125 1558728618.3570
MEM 261.828125 1558728618.4575
MEM 261.828125 1558728618.5585
MEM 261.828125 1558728618.6589
MEM 261.828125 1558728618.7593
MEM 261.828125 1558728618.8597
MEM 261.828125 1558728618.9601
MEM 261.828125 1558728619.0606
MEM 261.828125 1558728619.1610
MEM 261.828125 1558728619.2615
MEM 261.828125 1558728619.3619
MEM 261.828125 1558728619.4624
MEM 261.828125 1558728619.5628
MEM 261.828125 1558728619.6633
MEM 261.828125 1558728619.7637
MEM 261.828125 1558728619.8640
MEM 261.828125 1558728619.9643
MEM 261.828125 1558728620.0647
MEM 261.828125 1558728620.1650
MEM 261.828125 1558728620.2653
MEM 261.828125 1558728620.3656
MEM 261.828125 1558728620.4659
MEM 261.828125 1558728620.5663
MEM 261.828125 1558728620.6666
MEM 261.828125 1558728620.7670
MEM 261.828125 1558728620.8675
MEM 261.828125 1558728620.9679
MEM 261.828125 1558728621.0683
MEM 261.828125 1558728621.1686
MEM 261.828125 1558728621.2690
MEM 261.828125 1558728621.3693
MEM 261.828125 1558728621.4697
MEM 261.828125 1558728621.5701
MEM 261.828125 1558728621.6705
MEM 261.828125 1558728621.7708
MEM 261.828125 1558728621.8712
MEM 261.828125 1558728621.9716
MEM 261.828125 1558728622.0721
MEM 261.828125 1558728622.1726
MEM 261.828125 1558728622.2731
MEM 261.828125 1558728622.3734
MEM 261.828125 1558728622.4738
MEM 261.828125 1558728622.5742
MEM 261.828125 1558728622.6747
MEM 261.828125 1558728622.7751
MEM 261.828125 1558728622.8755
MEM 261.828125 1558728622.9758
MEM 261.828125 1558728623.0762
MEM 261.828125 1558728623.1765
MEM 261.828125 1558728623.2768
MEM 261.828125 1558728623.3773
MEM 261.828125 1558728623.4777
MEM 261.828125 1558728623.5787
MEM 261.828125 1558728623.6791
MEM 261.828125 1558728623.7795
MEM 261.828125 1558728623.8799
MEM 261.828125 1558728623.9803
MEM 261.828125 1558728624.0807
MEM 261.828125 1558728624.1811
MEM 261.828125 1558728624.2816
MEM 261.828125 1558728624.3820
MEM 261.828125 1558728624.4823
MEM 261.828125 1558728624.5827
MEM 261.828125 1558728624.6831
MEM 261.828125 1558728624.7835
MEM 261.828125 1558728624.8839
MEM 261.828125 1558728624.9843
MEM 261.828125 1558728625.0846
MEM 261.828125 1558728625.1850
MEM 261.828125 1558728625.2854
MEM 261.828125 1558728625.3857
MEM 261.828125 1558728625.4861
MEM 261.828125 1558728625.5865
MEM 261.828125 1558728625.6869
MEM 261.828125 1558728625.7873
MEM 261.828125 1558728625.8877
MEM 261.828125 1558728625.9881
MEM 261.828125 1558728626.0886
MEM 261.828125 1558728626.1890
MEM 261.828125 1558728626.2900
MEM 261.828125 1558728626.3904
MEM 261.828125 1558728626.4908
MEM 261.828125 1558728626.5912
MEM 261.828125 1558728626.6916
MEM 261.828125 1558728626.7920
MEM 261.828125 1558728626.8924
MEM 261.828125 1558728626.9938
MEM 261.828125 1558728627.0942
MEM 261.828125 1558728627.1946
MEM 261.828125 1558728627.2950
MEM 261.828125 1558728627.3953
MEM 261.828125 1558728627.4957
MEM 261.828125 1558728627.5961
MEM 261.828125 1558728627.6965
MEM 261.828125 1558728627.7968
MEM 261.828125 1558728627.8972
MEM 261.828125 1558728627.9976
MEM 261.828125 1558728628.0980
MEM 261.828125 1558728628.1984
MEM 261.828125 1558728628.2987
MEM 261.828125 1558728628.3991
MEM 261.828125 1558728628.4995
MEM 261.828125 1558728628.5999
MEM 261.828125 1558728628.7003
MEM 261.828125 1558728628.8007
MEM 261.828125 1558728628.9010
MEM 261.828125 1558728629.0014
MEM 261.828125 1558728629.1018
MEM 261.828125 1558728629.2022
MEM 261.828125 1558728629.3026
MEM 261.828125 1558728629.4030
MEM 261.828125 1558728629.5034
MEM 261.828125 1558728629.6038
MEM 261.828125 1558728629.7042
MEM 261.828125 1558728629.8046
MEM 261.828125 1558728629.9051
MEM 261.828125 1558728630.0061
MEM 261.828125 1558728630.1065
MEM 261.828125 1558728630.2069
MEM 261.828125 1558728630.3074
MEM 261.828125 1558728630.4078
MEM 261.828125 1558728630.5082
MEM 261.828125 1558728630.6086
MEM 261.828125 1558728630.7090
MEM 261.828125 1558728630.8093
MEM 261.828125 1558728630.9096
MEM 261.828125 1558728631.0100
MEM 261.828125 1558728631.1103
MEM 261.828125 1558728631.2108
MEM 261.828125 1558728631.3111
MEM 261.828125 1558728631.4116
MEM 261.828125 1558728631.5122
MEM 261.828125 1558728631.6126
MEM 261.828125 1558728631.7131
MEM 261.828125 1558728631.8135
MEM 261.828125 1558728631.9140
MEM 261.828125 1558728632.0144
MEM 261.828125 1558728632.1148
MEM 261.828125 1558728632.2153
MEM 261.828125 1558728632.3158
MEM 261.828125 1558728632.4162
MEM 261.828125 1558728632.5166
MEM 261.828125 1558728632.6185
MEM 261.828125 1558728632.7189
MEM 261.828125 1558728632.8193
MEM 261.828125 1558728632.9196
MEM 261.828125 1558728633.0200
MEM 261.828125 1558728633.1203
MEM 261.828125 1558728633.2207
MEM 261.828125 1558728633.3210
MEM 261.828125 1558728633.4214
MEM 261.828125 1558728633.5218
MEM 261.828125 1558728633.6222
MEM 261.828125 1558728633.7225
MEM 261.828125 1558728633.8229
MEM 261.828125 1558728633.9233
MEM 261.828125 1558728634.0238
MEM 261.828125 1558728634.1242
MEM 261.828125 1558728634.2246
MEM 261.828125 1558728634.3256
MEM 261.828125 1558728634.4260
MEM 261.828125 1558728634.5264
MEM 261.828125 1558728634.6269
MEM 261.828125 1558728634.7273
MEM 261.828125 1558728634.8277
MEM 261.828125 1558728634.9281
MEM 261.828125 1558728635.0285
MEM 261.828125 1558728635.1294
MEM 261.828125 1558728635.2298
MEM 261.828125 1558728635.3301
MEM 261.828125 1558728635.4305
MEM 261.828125 1558728635.5309
MEM 261.828125 1558728635.6313
MEM 261.828125 1558728635.7317
MEM 261.828125 1558728635.8321
MEM 261.828125 1558728635.9325
MEM 261.828125 1558728636.0328
MEM 261.828125 1558728636.1332
MEM 261.828125 1558728636.2336
MEM 261.828125 1558728636.3339
MEM 261.828125 1558728636.4344
MEM 261.828125 1558728636.5348
MEM 261.828125 1558728636.6352
MEM 261.828125 1558728636.7356
MEM 261.828125 1558728636.8360
MEM 261.828125 1558728636.9364
MEM 261.828125 1558728637.0367
MEM 261.828125 1558728637.1371
MEM 261.828125 1558728637.2374
MEM 261.828125 1558728637.3378
MEM 261.828125 1558728637.4382
MEM 261.828125 1558728637.5386
MEM 261.828125 1558728637.6390
MEM 261.828125 1558728637.7395
MEM 261.828125 1558728637.8399
MEM 261.828125 1558728637.9408
MEM 261.828125 1558728638.0412
MEM 261.828125 1558728638.1417
MEM 261.828125 1558728638.2421
MEM 261.828125 1558728638.3431
MEM 261.828125 1558728638.4441
MEM 261.828125 1558728638.5445
MEM 261.828125 1558728638.6448
MEM 261.828125 1558728638.7451
MEM 261.828125 1558728638.8454
MEM 261.828125 1558728638.9458
MEM 261.828125 1558728639.0461
MEM 261.828125 1558728639.1463
MEM 261.828125 1558728639.2467
MEM 261.828125 1558728639.3471
MEM 261.828125 1558728639.4474
MEM 261.828125 1558728639.5478
MEM 261.828125 1558728639.6483
MEM 261.828125 1558728639.7487
MEM 261.828125 1558728639.8497
MEM 261.828125 1558728639.9502
MEM 261.828125 1558728640.0507
MEM 261.828125 1558728640.1511
MEM 261.828125 1558728640.2519
MEM 261.828125 1558728640.3523
MEM 261.828125 1558728640.4527
MEM 261.828125 1558728640.5531
MEM 261.828125 1558728640.6536
MEM 261.828125 1558728640.7540
MEM 261.828125 1558728640.8544
MEM 261.828125 1558728640.9548
MEM 261.828125 1558728641.0552
MEM 261.828125 1558728641.1556
MEM 261.828125 1558728641.2560
MEM 261.828125 1558728641.3563
MEM 261.828125 1558728641.4567
MEM 261.828125 1558728641.5571
MEM 261.828125 1558728641.6574
MEM 261.828125 1558728641.7578
MEM 261.828125 1558728641.8582
MEM 261.828125 1558728641.9585
MEM 261.828125 1558728642.0589
MEM 261.828125 1558728642.1593
MEM 261.828125 1558728642.2597
MEM 261.828125 1558728642.3600
MEM 261.828125 1558728642.4604
MEM 261.828125 1558728642.5608
MEM 261.828125 1558728642.6612
MEM 261.828125 1558728642.7616
MEM 261.828125 1558728642.8619
MEM 261.828125 1558728642.9623
MEM 261.828125 1558728643.0626
MEM 261.828125 1558728643.1629
MEM 261.828125 1558728643.2632
MEM 261.828125 1558728643.3635
MEM 261.828125 1558728643.4638
MEM 261.828125 1558728643.5642
MEM 261.828125 1558728643.6645
MEM 261.828125 1558728643.7648
MEM 261.828125 1558728643.8652
MEM 261.828125 1558728643.9656
MEM 261.828125 1558728644.0660
MEM 261.828125 1558728644.1664
MEM 261.828125 1558728644.2668
MEM 261.828125 1558728644.3681
MEM 261.828125 1558728644.4685
MEM 261.828125 1558728644.5690
MEM 261.828125 1558728644.6696
MEM 261.828125 1558728644.7700
MEM 261.828125 1558728644.8710
MEM 261.828125 1558728644.9713
MEM 261.828125 1558728645.0717
MEM 261.828125 1558728645.1720
MEM 261.828125 1558728645.2724
MEM 261.828125 1558728645.3728
MEM 261.828125 1558728645.4732
MEM 261.828125 1558728645.5736
MEM 261.828125 1558728645.6741
MEM 261.828125 1558728645.7745
MEM 261.828125 1558728645.8750
MEM 261.828125 1558728645.9755
MEM 261.828125 1558728646.0759
MEM 261.828125 1558728646.1763
MEM 261.828125 1558728646.2768
MEM 261.828125 1558728646.3772
MEM 261.828125 1558728646.4776
MEM 261.828125 1558728646.5779
MEM 261.828125 1558728646.6783
MEM 261.828125 1558728646.7788
MEM 261.828125 1558728646.8792
MEM 261.828125 1558728646.9802
MEM 261.828125 1558728647.0806
MEM 261.828125 1558728647.1810
MEM 261.828125 1558728647.2814
MEM 261.828125 1558728647.3817
MEM 261.828125 1558728647.4821
MEM 261.828125 1558728647.5825
MEM 261.828125 1558728647.6830
MEM 261.828125 1558728647.7837
MEM 261.828125 1558728647.8841
MEM 261.828125 1558728647.9846
MEM 261.828125 1558728648.0850
MEM 261.828125 1558728648.1855
MEM 261.828125 1558728648.2859
MEM 261.828125 1558728648.3863
MEM 261.828125 1558728648.4867
MEM 261.828125 1558728648.5872
MEM 261.828125 1558728648.6876
MEM 261.828125 1558728648.7880
MEM 261.828125 1558728648.8883
MEM 261.828125 1558728648.9887
MEM 261.828125 1558728649.0890
MEM 261.828125 1558728649.1894
MEM 261.828125 1558728649.2897
MEM 261.828125 1558728649.3901
MEM 261.828125 1558728649.4904
MEM 261.828125 1558728649.5908
MEM 261.828125 1558728649.6912
MEM 261.828125 1558728649.7916
MEM 261.828125 1558728649.8919
MEM 261.828125 1558728649.9923
MEM 261.828125 1558728650.0927
MEM 261.828125 1558728650.1930
MEM 261.828125 1558728650.2934
MEM 261.828125 1558728650.3939
MEM 261.828125 1558728650.4943
MEM 261.828125 1558728650.5948
MEM 261.828125 1558728650.6951
MEM 261.828125 1558728650.7955
MEM 261.828125 1558728650.8959
MEM 261.828125 1558728650.9963
MEM 261.828125 1558728651.0966
MEM 261.828125 1558728651.1971
MEM 261.828125 1558728651.2975
MEM 261.828125 1558728651.3979
MEM 261.828125 1558728651.4983
MEM 261.828125 1558728651.5987
MEM 261.828125 1558728651.6991
MEM 261.828125 1558728651.7994
MEM 261.828125 1558728651.8998
MEM 261.828125 1558728652.0002
MEM 261.828125 1558728652.1006
MEM 261.828125 1558728652.2010
MEM 261.828125 1558728652.3015
MEM 261.828125 1558728652.4018
MEM 261.828125 1558728652.5022
MEM 261.828125 1558728652.6026
MEM 261.828125 1558728652.7029
MEM 261.828125 1558728652.8034
MEM 261.828125 1558728652.9037
MEM 261.828125 1558728653.0041
MEM 261.828125 1558728653.1045
MEM 261.828125 1558728653.2048
MEM 261.828125 1558728653.3052
MEM 261.828125 1558728653.4056
