CMDLINE /usr/bin/python3.5 cancamb_lens.py
MEM 351.503906 1558728517.4452
MEM 351.503906 1558728517.5455
MEM 351.503906 1558728517.6528
MEM 351.503906 1558728517.7608
MEM 351.503906 1558728517.8688
MEM 351.503906 1558728517.9692
MEM 351.503906 1558728518.0768
MEM 351.503906 1558728518.1772
MEM 351.503906 1558728518.2808
MEM 351.503906 1558728518.3888
MEM 351.503906 1558728518.4969
MEM 351.503906 1558728518.5973
MEM 351.503906 1558728518.6977
MEM 351.503906 1558728518.8008
MEM 351.503906 1558728518.9048
MEM 351.503906 1558728519.0052
MEM 351.503906 1558728519.1073
MEM 351.503906 1558728519.2110
MEM 351.503906 1558728519.3177
MEM 351.503906 1558728519.4184
MEM 351.503906 1558728519.5220
MEM 351.503906 1558728519.6257
MEM 351.503906 1558728519.7328
MEM 351.503906 1558728519.8408
MEM 351.503906 1558728519.9412
MEM 351.503906 1558728520.0415
MEM 351.503906 1558728520.1449
MEM 351.503906 1558728520.2488
MEM 351.503906 1558728520.3547
MEM 351.503906 1558728520.4550
MEM 351.503906 1558728520.5568
MEM 351.503906 1558728520.6608
MEM 351.503906 1558728520.7648
MEM 351.503906 1558728520.8688
MEM 351.503906 1558728520.9768
MEM 351.503906 1558728521.0839
MEM 351.503906 1558728521.1843
MEM 351.503906 1558728521.2894
MEM 351.503906 1558728521.3898
MEM 351.503906 1558728521.4907
MEM 351.503906 1558728521.5911
MEM 351.503906 1558728521.6915
MEM 351.503906 1558728521.7950
MEM 351.503906 1558728521.8954
MEM 351.503906 1558728521.9971
MEM 351.503906 1558728522.0977
MEM 351.503906 1558728522.1981
MEM 351.503906 1558728522.2985
MEM 351.503906 1558728522.4050
MEM 351.503906 1558728522.5089
MEM 351.503906 1558728522.6093
MEM 351.503906 1558728522.7097
MEM 351.503906 1558728522.8169
MEM 351.503906 1558728522.9173
MEM 351.503906 1558728523.0176
MEM 351.503906 1558728523.1180
MEM 351.503906 1558728523.2208
MEM 351.503906 1558728523.3249
MEM 351.503906 1558728523.4253
MEM 351.503906 1558728523.5256
MEM 351.503906 1558728523.6289
MEM 351.503906 1558728523.7328
MEM 351.503906 1558728523.8332
MEM 351.503906 1558728523.9490
MEM 351.503906 1558728524.0499
MEM 351.503906 1558728524.1503
MEM 351.503906 1558728524.2528
MEM 351.503906 1558728524.3538
MEM 351.503906 1558728524.4541
MEM 351.503906 1558728524.5546
MEM 351.503906 1558728524.6550
MEM 351.503906 1558728524.7554
MEM 351.503906 1558728524.8560
MEM 351.503906 1558728524.9564
MEM 351.503906 1558728525.0568
MEM 351.503906 1558728525.1573
MEM 351.503906 1558728525.2577
MEM 351.503906 1558728525.3582
MEM 351.503906 1558728525.4586
MEM 351.503906 1558728525.5594
MEM 351.503906 1558728525.6598
MEM 351.503906 1558728525.7602
MEM 351.503906 1558728525.8607
MEM 351.503906 1558728525.9612
MEM 351.503906 1558728526.0616
MEM 351.503906 1558728526.1621
MEM 351.503906 1558728526.2626
MEM 351.503906 1558728526.3631
MEM 351.503906 1558728526.4635
MEM 351.503906 1558728526.5639
MEM 351.503906 1558728526.6643
MEM 351.503906 1558728526.7648
MEM 351.503906 1558728526.8653
MEM 351.503906 1558728526.9659
MEM 351.503906 1558728527.0665
MEM 351.503906 1558728527.1669
MEM 351.503906 1558728527.2673
MEM 351.503906 1558728527.3678
MEM 351.503906 1558728527.4683
MEM 351.503906 1558728527.5687
MEM 351.503906 1558728527.6691
MEM 351.503906 1558728527.7696
MEM 351.503906 1558728527.8701
MEM 351.503906 1558728527.9705
MEM 351.503906 1558728528.0710
MEM 351.503906 1558728528.1714
MEM 351.503906 1558728528.2718
MEM 351.503906 1558728528.3723
MEM 351.503906 1558728528.4727
MEM 351.503906 1558728528.5733
MEM 351.503906 1558728528.6737
MEM 351.503906 1558728528.7747
MEM 351.503906 1558728528.8751
MEM 351.503906 1558728528.9755
MEM 351.503906 1558728529.0760
MEM 351.503906 1558728529.1764
MEM 351.503906 1558728529.2769
MEM 351.503906 1558728529.3773
MEM 351.503906 1558728529.4779
MEM 351.503906 1558728529.5783
MEM 351.503906 1558728529.6788
MEM 351.503906 1558728529.7793
MEM 351.503906 1558728529.8890
MEM 351.503906 1558728530.0000
MEM 351.503906 1558728530.1007
MEM 351.503906 1558728530.2064
MEM 351.503906 1558728530.3115
MEM 351.503906 1558728530.4125
MEM 351.503906 1558728530.5136
MEM 351.503906 1558728530.6148
MEM 351.503906 1558728530.7180
MEM 351.503906 1558728530.8191
MEM 351.503906 1558728530.9199
MEM 351.503906 1558728531.0209
MEM 351.503906 1558728531.1219
MEM 351.503906 1558728531.2228
MEM 351.503906 1558728531.3238
MEM 351.503906 1558728531.4276
MEM 351.503906 1558728531.5316
MEM 351.503906 1558728531.6345
MEM 351.503906 1558728531.7358
MEM 351.503906 1558728531.8367
MEM 351.503906 1558728531.9380
MEM 351.503906 1558728532.0416
MEM 351.503906 1558728532.1448
MEM 351.503906 1558728532.2475
MEM 351.503906 1558728532.3515
MEM 351.503906 1558728532.4594
MEM 351.503906 1558728532.5734
MEM 351.503906 1558728532.6743
MEM 351.503906 1558728532.7747
MEM 351.503906 1558728532.8788
MEM 351.503906 1558728532.9796
MEM 351.503906 1558728533.0800
MEM 351.503906 1558728533.1826
MEM 351.503906 1558728533.2860
MEM 351.503906 1558728533.3899
MEM 351.503906 1558728533.4905
MEM 351.503906 1558728533.5910
MEM 351.503906 1558728533.6916
MEM 351.503906 1558728533.7953
MEM 351.503906 1558728533.8986
MEM 351.503906 1558728533.9992
MEM 351.503906 1558728534.0996
MEM 351.503906 1558728534.2032
MEM 351.503906 1558728534.3069
MEM 351.503906 1558728534.4112
MEM 351.503906 1558728534.5152
MEM 351.503906 1558728534.6160
MEM 351.503906 1558728534.7202
MEM 351.503906 1558728534.8221
MEM 351.503906 1558728534.9230
MEM 351.503906 1558728535.0240
MEM 351.503906 1558728535.1250
MEM 351.503906 1558728535.2260
MEM 351.503906 1558728535.3268
MEM 351.503906 1558728535.4278
MEM 351.503906 1558728535.5314
MEM 351.503906 1558728535.6408
MEM 351.503906 1558728535.7474
MEM 351.503906 1558728535.8483
MEM 351.503906 1558728535.9503
MEM 351.503906 1558728536.0523
MEM 351.503906 1558728536.1538
MEM 351.503906 1558728536.2547
MEM 351.503906 1558728536.3610
MEM 351.503906 1558728536.4662
MEM 351.503906 1558728536.5669
MEM 351.503906 1558728536.6679
MEM 351.503906 1558728536.7689
MEM 351.503906 1558728536.8700
MEM 351.503906 1558728536.9709
MEM 351.503906 1558728537.0791
MEM 351.503906 1558728537.1799
MEM 351.503906 1558728537.2809
MEM 351.503906 1558728537.3821
MEM 351.503906 1558728537.4831
MEM 351.503906 1558728537.5868
MEM 351.503906 1558728537.6880
MEM 351.503906 1558728537.7889
MEM 351.503906 1558728537.8898
MEM 351.503906 1558728537.9909
MEM 351.503906 1558728538.0954
MEM 351.503906 1558728538.1964
MEM 351.503906 1558728538.3007
MEM 351.503906 1558728538.4020
MEM 351.503906 1558728538.5033
MEM 351.503906 1558728538.6042
MEM 351.503906 1558728538.7078
MEM 351.503906 1558728538.8111
MEM 351.503906 1558728538.9117
MEM 351.503906 1558728539.0121
MEM 351.503906 1558728539.1126
MEM 351.503906 1558728539.2160
MEM 351.503906 1558728539.3173
MEM 351.503906 1558728539.4216
MEM 351.503906 1558728539.5250
MEM 351.503906 1558728539.6261
MEM 351.503906 1558728539.7270
MEM 351.503906 1558728539.8278
MEM 351.503906 1558728539.9293
MEM 351.503906 1558728540.0308
MEM 351.503906 1558728540.1348
MEM 351.503906 1558728540.2375
MEM 351.503906 1558728540.3387
MEM 351.503906 1558728540.4396
MEM 351.503906 1558728540.5454
MEM 351.503906 1558728540.6466
MEM 351.503906 1558728540.7470
MEM 351.503906 1558728540.8474
MEM 351.503906 1558728540.9479
MEM 351.503906 1558728541.0483
MEM 351.503906 1558728541.1530
MEM 351.503906 1558728541.2539
MEM 351.503906 1558728541.3548
MEM 351.503906 1558728541.4707
MEM 351.503906 1558728541.5717
MEM 351.503906 1558728541.6963
MEM 351.503906 1558728541.7972
MEM 351.503906 1558728541.8976
MEM 351.503906 1558728541.9980
MEM 351.503906 1558728542.0986
MEM 351.503906 1558728542.1990
MEM 351.503906 1558728542.2994
MEM 351.503906 1558728542.4000
MEM 351.503906 1558728542.5063
MEM 351.503906 1558728542.6137
MEM 351.503906 1558728542.7208
MEM 351.503906 1558728542.8269
MEM 351.503906 1558728542.9304
MEM 351.503906 1558728543.0342
MEM 351.503906 1558728543.1348
MEM 351.503906 1558728543.2353
MEM 351.503906 1558728543.3396
MEM 351.503906 1558728543.4467
MEM 351.503906 1558728543.5484
MEM 351.503906 1558728543.6494
MEM 351.503906 1558728543.7571
MEM 351.503906 1558728543.8591
MEM 351.503906 1558728543.9596
MEM 351.503906 1558728544.0600
MEM 351.503906 1558728544.1604
MEM 351.503906 1558728544.2610
MEM 351.503906 1558728544.3614
MEM 351.503906 1558728544.4618
MEM 351.503906 1558728544.5628
MEM 351.503906 1558728544.6638
MEM 351.503906 1558728544.7647
MEM 351.503906 1558728544.8656
MEM 351.503906 1558728544.9665
MEM 351.503906 1558728545.0675
MEM 351.503906 1558728545.1688
MEM 351.503906 1558728545.2698
MEM 351.503906 1558728545.3708
MEM 351.503906 1558728545.4718
MEM 351.503906 1558728545.5728
MEM 351.503906 1558728545.6738
MEM 351.503906 1558728545.7748
MEM 351.503906 1558728545.8758
MEM 351.503906 1558728545.9767
MEM 351.503906 1558728546.0777
MEM 351.503906 1558728546.1788
MEM 351.503906 1558728546.2815
MEM 351.503906 1558728546.3859
MEM 351.503906 1558728546.4867
MEM 351.503906 1558728546.5958
MEM 351.503906 1558728546.7012
MEM 351.503906 1558728546.8019
MEM 351.503906 1558728546.9024
MEM 351.503906 1558728547.0058
MEM 351.503906 1558728547.1115
MEM 351.503906 1558728547.2128
MEM 351.503906 1558728547.3151
MEM 351.503906 1558728547.4161
MEM 351.503906 1558728547.5173
MEM 351.503906 1558728547.6182
MEM 351.503906 1558728547.7191
MEM 351.503906 1558728547.8199
MEM 351.503906 1558728547.9211
MEM 351.503906 1558728548.0221
MEM 351.503906 1558728548.1230
MEM 351.503906 1558728548.2239
MEM 351.503906 1558728548.3251
MEM 351.503906 1558728548.4260
MEM 351.503906 1558728548.5270
MEM 351.503906 1558728548.6280
MEM 351.503906 1558728548.7289
MEM 351.503906 1558728548.8299
MEM 351.503906 1558728548.9307
MEM 351.503906 1558728549.0317
MEM 351.503906 1558728549.1327
MEM 351.503906 1558728549.2337
MEM 351.503906 1558728549.3348
MEM 351.503906 1558728549.4375
MEM 351.503906 1558728549.5388
MEM 351.503906 1558728549.6397
MEM 351.503906 1558728549.7408
MEM 351.503906 1558728549.8421
MEM 351.503906 1558728549.9439
MEM 351.503906 1558728550.0448
MEM 351.503906 1558728550.1457
MEM 351.503906 1558728550.2468
MEM 351.503906 1558728550.3481
MEM 351.503906 1558728550.4491
MEM 351.503906 1558728550.5496
MEM 351.503906 1558728550.6507
MEM 351.503906 1558728550.7512
MEM 351.503906 1558728550.8517
MEM 351.503906 1558728550.9521
MEM 351.503906 1558728551.0529
MEM 351.503906 1558728551.1533
MEM 351.503906 1558728551.2538
MEM 351.503906 1558728551.3547
MEM 351.503906 1558728551.4551
MEM 351.503906 1558728551.5556
MEM 351.503906 1558728551.6562
MEM 351.503906 1558728551.7566
MEM 351.503906 1558728551.8570
MEM 351.503906 1558728551.9574
MEM 351.503906 1558728552.0579
MEM 351.503906 1558728552.1583
MEM 351.503906 1558728552.2588
MEM 351.503906 1558728552.3592
MEM 351.503906 1558728552.4605
MEM 351.503906 1558728552.5620
MEM 351.503906 1558728552.6631
MEM 351.503906 1558728552.7645
MEM 351.503906 1558728552.8650
MEM 351.503906 1558728552.9659
MEM 351.503906 1558728553.0663
MEM 351.503906 1558728553.1667
MEM 351.503906 1558728553.2672
MEM 351.503906 1558728553.3683
MEM 351.503906 1558728553.4687
MEM 351.503906 1558728553.5692
MEM 351.503906 1558728553.6696
MEM 351.503906 1558728553.7700
MEM 351.503906 1558728553.8704
MEM 351.503906 1558728553.9717
MEM 351.503906 1558728554.0721
MEM 351.503906 1558728554.1725
MEM 232.781250 1558728554.2729
MEM 232.781250 1558728554.3733
MEM 232.781250 1558728554.4737
MEM 232.781250 1558728554.5742
MEM 232.781250 1558728554.6746
MEM 233.550781 1558728554.7750
MEM 236.148438 1558728554.8754
MEM 236.148438 1558728554.9758
MEM 238.328125 1558728555.0763
MEM 243.558594 1558728555.1767
MEM 243.753906 1558728555.2781
MEM 243.949219 1558728555.3794
MEM 244.089844 1558728555.4799
MEM 244.343750 1558728555.5803
MEM 244.566406 1558728555.6807
MEM 244.566406 1558728555.7811
MEM 246.710938 1558728555.8822
MEM 246.710938 1558728555.9826
MEM 246.710938 1558728556.0831
MEM 246.710938 1558728556.1835
MEM 246.710938 1558728556.2839
MEM 246.710938 1558728556.3843
MEM 246.710938 1558728556.4847
MEM 246.710938 1558728556.5851
MEM 247.066406 1558728556.6855
MEM 247.066406 1558728556.7859
MEM 247.066406 1558728556.8863
MEM 247.066406 1558728556.9883
MEM 247.066406 1558728557.0887
MEM 247.066406 1558728557.1891
MEM 247.359375 1558728557.2894
MEM 247.359375 1558728557.3897
MEM 247.359375 1558728557.4900
MEM 247.359375 1558728557.5904
MEM 247.359375 1558728557.6908
MEM 247.359375 1558728557.7911
MEM 247.359375 1558728557.8915
MEM 247.359375 1558728557.9919
MEM 247.359375 1558728558.0922
MEM 247.359375 1558728558.1926
MEM 247.359375 1558728558.2930
MEM 247.359375 1558728558.3933
MEM 247.359375 1558728558.4937
MEM 247.359375 1558728558.5940
MEM 247.359375 1558728558.6944
MEM 247.359375 1558728558.7947
MEM 247.359375 1558728558.8951
MEM 247.359375 1558728558.9955
MEM 247.359375 1558728559.0958
MEM 247.359375 1558728559.1962
MEM 247.359375 1558728559.2966
MEM 247.359375 1558728559.3970
MEM 247.359375 1558728559.4973
MEM 247.359375 1558728559.5977
MEM 247.359375 1558728559.6981
MEM 247.359375 1558728559.7984
MEM 247.359375 1558728559.8988
MEM 247.359375 1558728559.9992
MEM 247.359375 1558728560.0995
MEM 247.359375 1558728560.2048
MEM 247.671875 1558728560.3052
MEM 247.671875 1558728560.4056
MEM 247.671875 1558728560.5060
MEM 247.671875 1558728560.6064
MEM 247.671875 1558728560.7068
MEM 247.671875 1558728560.8072
MEM 247.671875 1558728560.9076
MEM 247.671875 1558728561.0080
MEM 247.671875 1558728561.1084
MEM 247.671875 1558728561.2088
MEM 247.917969 1558728561.3092
MEM 247.917969 1558728561.4095
MEM 247.917969 1558728561.5099
MEM 247.917969 1558728561.6103
MEM 247.917969 1558728561.7107
MEM 247.917969 1558728561.8111
MEM 247.917969 1558728561.9115
MEM 247.917969 1558728562.0118
MEM 247.917969 1558728562.1122
MEM 247.917969 1558728562.2125
MEM 247.917969 1558728562.3128
MEM 247.917969 1558728562.4132
MEM 247.917969 1558728562.5135
MEM 247.917969 1558728562.6138
MEM 247.917969 1558728562.7142
MEM 247.917969 1558728562.8145
MEM 247.917969 1558728562.9148
MEM 247.917969 1558728563.0152
MEM 247.917969 1558728563.1155
MEM 247.917969 1558728563.2159
MEM 247.917969 1558728563.3163
MEM 247.917969 1558728563.4167
MEM 247.917969 1558728563.5170
MEM 247.917969 1558728563.6174
MEM 247.917969 1558728563.7178
MEM 247.917969 1558728563.8181
MEM 247.917969 1558728563.9185
MEM 247.917969 1558728564.0189
MEM 247.917969 1558728564.1192
MEM 247.917969 1558728564.2196
MEM 247.917969 1558728564.3200
MEM 247.917969 1558728564.4204
MEM 247.917969 1558728564.5208
MEM 247.917969 1558728564.6211
MEM 247.917969 1558728564.7215
MEM 247.917969 1558728564.8219
MEM 247.917969 1558728564.9222
MEM 247.917969 1558728565.0226
MEM 247.917969 1558728565.1230
MEM 247.917969 1558728565.2234
MEM 247.917969 1558728565.3237
MEM 247.917969 1558728565.4241
MEM 247.917969 1558728565.5244
MEM 247.917969 1558728565.6248
MEM 247.917969 1558728565.7251
MEM 247.917969 1558728565.8255
MEM 247.917969 1558728565.9259
MEM 247.917969 1558728566.0263
MEM 247.917969 1558728566.1267
MEM 247.917969 1558728566.2271
MEM 247.917969 1558728566.3276
MEM 247.917969 1558728566.4280
MEM 247.917969 1558728566.5285
MEM 247.917969 1558728566.6289
MEM 247.917969 1558728566.7293
MEM 247.917969 1558728566.8298
MEM 247.917969 1558728566.9302
MEM 247.917969 1558728567.0307
MEM 247.917969 1558728567.1311
MEM 247.917969 1558728567.2315
MEM 247.917969 1558728567.3319
MEM 247.917969 1558728567.4323
MEM 247.917969 1558728567.5326
MEM 247.917969 1558728567.6331
MEM 247.917969 1558728567.7335
MEM 247.917969 1558728567.8340
MEM 247.917969 1558728567.9344
MEM 247.917969 1558728568.0348
MEM 248.171875 1558728568.1353
MEM 248.171875 1558728568.2357
MEM 248.171875 1558728568.3361
MEM 248.171875 1558728568.4365
MEM 248.171875 1558728568.5370
MEM 248.171875 1558728568.6409
MEM 248.171875 1558728568.7413
MEM 248.171875 1558728568.8417
MEM 248.171875 1558728568.9422
MEM 248.171875 1558728569.0426
MEM 248.171875 1558728569.1430
MEM 248.429688 1558728569.2434
MEM 248.945312 1558728569.3443
MEM 250.234375 1558728569.4448
MEM 250.746094 1558728569.5452
MEM 251.261719 1558728569.6456
MEM 252.035156 1558728569.7465
MEM 252.035156 1558728569.8470
MEM 252.035156 1558728569.9474
MEM 252.035156 1558728570.0478
MEM 252.289062 1558728570.1482
MEM 252.804688 1558728570.2487
MEM 252.804688 1558728570.3493
MEM 252.804688 1558728570.4497
MEM 252.804688 1558728570.5501
MEM 253.058594 1558728570.6508
MEM 253.058594 1558728570.7512
MEM 253.265625 1558728570.8516
MEM 253.519531 1558728570.9520
