# 1:star_age
# 2:star_mass
# 3:log_L
# 4:log_Lnuc
# 5:log_Teff
# 6:log_R
# 7:log_g
# 8:log_surf_z
# 9:log_center_T
# 10:F606W
# 11:F814W
# 12:F435W
# 13:F475W
# 14:F555W
# 15:F225W
# 16:F275W
# 17:F336W
# 18:F390W
#         1:star_age    |        2:star_mass     |            3:log_L     |         4:log_Lnuc     |         5:log_Teff     |            6:log_R     |            7:log_g     |        8:log_surf_z     |      9:log_center_T    |             10:F606W    |             11:F814W    |             12:F435W    |             13:F475W    |             14:F555W    |             15:F225W    |             16:F275W    |             17:F336W    |             18:F390W    |
1.000000000000000082e-05 7.499999999999995559e-01 1.895250432653364125e+00 0.000000000000000000e+00 3.697594161413590541e+00 1.075695729952127699e+00 2.161559156900569434e+00 -3.602059991328202759e+00 0.000000000000000000e+00 6.989691898214545063e-02 -6.404210386406603561e-01 1.053332949169501376e+00 7.449884925254224299e-01 3.312046138436812726e-01 3.883968298379272710e+00 2.566230404869457971e+00 1.176963460930082306e+00 1.199280589503871397e+00
2.595868211199999203e-04 7.499999999999874545e-01 1.888791856919302070e+00 0.000000000000000000e+00 3.696050388877740289e+00 1.075553987156797175e+00 2.161842642491223376e+00 -3.602059991328202759e+00 0.000000000000000000e+00 8.965906327414785437e-02 -6.254834378734770439e-01 1.083876402166531250e+00 7.710773794327749897e-01 3.531165805480256381e-01 3.958540460854017340e+00 2.624162486776562275e+00 1.218268367916621742e+00 1.235170840550701143e+00
1.866879996223735991e-03 7.499999999999105160e-01 1.869443235617422872e+00 0.000000000000000000e+00 3.691454495200010566e+00 1.075071463861317023e+00 2.162807689082138829e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.492960833428327305e-01 -5.802666714625388522e-01 1.176021033052947473e+00 8.497081290224102190e-01 4.192160980847887686e-01 4.185028757565113722e+00 2.800750260794430346e+00 1.344722591486409158e+00 1.344097391461509972e+00
1.181881568998847595e-02 7.499999999994566569e-01 1.851242021189325682e+00 0.000000000000000000e+00 3.687214736390822090e+00 1.074450374265645713e+00 2.164049868273218991e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.059010261717517665e-01 -5.370350753614445694e-01 1.263056590019573378e+00 9.239970380473252476e-01 4.818641476652771871e-01 4.399943481931956057e+00 2.969330313755357054e+00 1.466326458092972018e+00 1.447735827862345559e+00
7.343857839845420454e-02 7.499999999967090769e-01 1.846917342961762687e+00 0.000000000000000000e+00 3.686270210059092278e+00 1.074177087815322285e+00 2.164596441172274677e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.192845325729635420e-01 -5.266371358771024802e-01 1.283260067159424977e+00 9.413324182226432413e-01 4.966029404682004156e-01 4.448972383603646108e+00 3.008062600066303105e+00 1.494562636532251076e+00 1.471776593095597718e+00
4.549719075001067425e-01 7.499999999797531958e-01 1.846591591799220833e+00 0.000000000000000000e+00 3.686222130969630140e+00 1.074110370412975968e+00 2.164729875967148942e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.202312131691925856e-01 -5.258413733006932489e-01 1.284551961354537752e+00 9.424788327091562223e-01 4.976179806495366620e-01 4.451667168645286665e+00 3.010255925146466893e+00 1.496247239240020122e+00 1.473262649878833486e+00
2.817325717658333506e+00 7.499999998748225760e-01 1.846388719078141394e+00 0.000000000000000000e+00 3.686229278363076567e+00 1.073994639265543949e+00 2.164961338201251806e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.207197228906565556e-01 -5.253277207003677063e-01 1.284983627621315350e+00 9.429339637855917999e-01 4.980945877094242746e-01 4.451725532803301633e+00 3.010443313147192157e+00 1.496573212635439631e+00 1.473659334270976728e+00
1.744439784661043902e+01 7.499999992266090931e-01 1.845203846442101892e+00 0.000000000000000000e+00 3.686277746567991453e+00 1.073305266537693425e+00 2.166340083281598883e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.235546017599503443e-01 -5.223244447550428049e-01 1.287437389941899823e+00 9.455453803356732578e-01 5.008501063238526285e-01 4.451773729922805956e+00 3.011324974676867328e+00 1.498346495482834939e+00 1.475880631509255636e+00
1.080113731005150584e+02 7.499999952685655336e-01 1.838001543825867889e+00 0.000000000000000000e+00 3.686572132539616575e+00 1.069115343286326958e+00 2.174719927492390070e+00 -3.602059991328202759e+00 0.000000000000000000e+00 2.407900656250134830e-01 -5.040678302910635011e-01 1.302363732608526448e+00 9.614266920029450603e-01 5.176047344515950499e-01 4.452114640395585354e+00 3.016725482900199040e+00 1.509151083591000031e+00 1.489399193041961666e+00
5.568090571521714764e+02 7.499999769624824397e-01 1.804928426148368903e+00 0.000000000000000000e+00 3.687899929533221322e+00 1.049923190460367195e+00 2.213104222544001409e+00 -3.602059991328202759e+00 0.000000000000000000e+00 3.200622607997090086e-01 -4.202202787512376858e-01 1.371332671089000144e+00 1.034650988114798054e+00 5.947301678092955513e-01 4.455554177790403969e+00 3.043019647102141789e+00 1.559683592845189537e+00 1.552095843479364135e+00
1.233094246953841548e+03 7.499999529365450890e-01 1.761414601507008459e+00 0.000000000000000000e+00 3.689581644448886699e+00 1.024802848308357106e+00 2.263344892935578390e+00 -3.602059991328202759e+00 0.000000000000000000e+00 4.246758484940400535e-01 -3.098814418719939567e-01 1.463157460824405121e+00 1.131744086344937728e+00 6.966751014393253172e-01 4.464927944009666305e+00 3.081424042193852131e+00 1.628479762745605797e+00 1.636152744310471974e+00
2.022276436773011710e+03 7.499999289985092021e-01 1.717834658620058574e+00 0.000000000000000000e+00 3.691203585032774459e+00 9.997689956971059777e-01 2.313412584296536956e+00 -3.602059991328202759e+00 0.000000000000000000e+00 5.297565269552961809e-01 -1.993544019414486002e-01 1.556185675692660197e+00 1.229723208897695486e+00 7.992360204983413041e-01 4.479229525753872565e+00 3.123719858238935387e+00 1.699665319039468159e+00 1.721878758250973362e+00
2.942796449634402961e+03 7.499999051599988142e-01 1.674023818056277424e+00 0.000000000000000000e+00 3.692718132178980817e+00 9.748344811228033535e-01 2.363281599641229302e+00 -3.602059991328202759e+00 0.000000000000000000e+00 6.358103590672499195e-01 -8.827048385986557832e-02 1.651225038178466775e+00 1.329271434371037230e+00 9.029777412168584760e-01 4.500635189416065884e+00 3.171535819534298639e+00 1.774369187434125195e+00 1.810238793300307236e+00
4.017060212672923171e+03 7.499998814085405696e-01 1.630248148644831030e+00 0.000000000000000000e+00 3.694198104368748403e+00 9.499867020375454274e-01 2.412977144058240153e+00 -3.602059991328202759e+00 0.000000000000000000e+00 7.419734949322744910e-01 2.274043223587796092e-02 1.746874761278348842e+00 1.429213578615502911e+00 1.006928963768530139e+00 4.525514176987670112e+00 3.222012009467135840e+00 1.850544317080235146e+00 1.899531291135978961e+00
5.269627563173650742e+03 7.499998577669843014e-01 1.586234966356258491e+00 0.000000000000000000e+00 3.695563917700511958e+00 9.252484842297311607e-01 2.462453565984003223e+00 -3.602059991328202759e+00 0.000000000000000000e+00 8.490941566191168022e-01 1.342912566466267776e-01 1.844505653237213494e+00 1.530703397307071612e+00 1.112040498282148349e+00 4.557502000271163922e+00 3.277920429994125584e+00 1.930141766310242701e+00 1.991404007328398507e+00
6.730932608935310782e+03 7.499998342224887260e-01 1.542175983727446242e+00 0.000000000000000000e+00 3.696870626617305255e+00 9.006055750817378858e-01 2.511739370646327352e+00 -3.602059991328202759e+00 0.000000000000000000e+00 9.565450948682325816e-01 2.459311728424538046e-01 1.943086289053205462e+00 1.632878842220200966e+00 1.217604196365535074e+00 4.593874414884176360e+00 3.337127775268967866e+00 2.011650108254102065e+00 2.084601292769910685e+00
8.435270342665169665e+03 7.499998107814620507e-01 1.497982628985165654e+00 0.000000000000000000e+00 3.698092963554712842e+00 8.760642238357836398e-01 2.560822059564488384e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.064585847165190557e+00 3.578502967302199522e-01 2.043025257310354448e+00 1.736087181126286794e+00 1.323908425518453669e+00 4.635671838961748392e+00 3.400416275316032966e+00 2.095631398165245685e+00 2.179605690492174119e+00
1.042328480550478344e+04 7.499997874386428176e-01 1.453842323270075232e+00 0.000000000000000000e+00 3.699280831569841332e+00 8.516183349479807818e-01 2.609713823823213374e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.172626842057148622e+00 4.696140911540283014e-01 2.143380559905224914e+00 1.839533424651762061e+00 1.430293504512029301e+00 4.680456796583172263e+00 3.465875149659893850e+00 2.180732397979269876e+00 2.275282050357418484e+00
1.274280204210320153e+04 7.499997641802408355e-01 1.409655038666940197e+00 0.000000000000000000e+00 3.700416860777140382e+00 8.272526342318158310e-01 2.658445211787545226e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.280944139154286177e+00 5.814507835344002729e-01 2.244531061311320741e+00 1.943554077495051047e+00 1.537055462872245926e+00 4.728996012225969992e+00 3.534107447173852279e+00 2.267428679435617767e+00 2.372058227329816305e+00
1.544701261202154456e+04 7.499997410203306236e-01 1.365509849904784190e+00 0.000000000000000000e+00 3.701515292574837801e+00 8.029831762553434338e-01 2.706984114329523905e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.389276018759026954e+00 6.931445857910034647e-01 2.346108354409153662e+00 2.047825444672000117e+00 1.643911440155847004e+00 4.780469451421190286e+00 3.604441825306366809e+00 2.355226493531716869e+00 2.469505960149973589e+00
1.859865945317863225e+04 7.499997179609751985e-01 1.321359257127577402e+00 0.000000000000000000e+00 3.702564006177617717e+00 7.788104526611789868e-01 2.755329548165113884e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.497755475698781424e+00 8.047964089263075493e-01 2.448313112510611234e+00 2.152520646938519633e+00 1.751007808555151257e+00 4.835329542652303303e+00 3.677223376650417208e+00 2.444391562385014538e+00 2.567857856629238711e+00
2.227017745683098110e+04 7.499996950007330465e-01 1.277369905778394044e+00 0.000000000000000000e+00 3.703604507803054169e+00 7.547347737357147368e-01 2.803480892720695117e+00 -3.602059991328202759e+00 0.000000000000000000e+00 1.605880052659962587e+00 9.160283228350536433e-01 2.550364180161530214e+00 2.256974090860303761e+00 1.857787017297710008e+00 4.891630672843348293e+00 3.750921973020624023e+00 2.533827870905163593e+00 2.666185120366456829e+00
