#Teff log_g M_div_h F606W F814W 
4052.6316 2.3684211 -0.35714286 -0.497 0.563
4052.6316 2.3684211 0.071428571 -0.515 0.582
7736.8421 0 -1.2142857 0.35 0.49
4052.6316 2.3684211 0.5 -0.565 0.603
4315.7895 2.3684211 -2.5 -0.302 0.638
4315.7895 2.3684211 -2.0714286 -0.306 0.622
4315.7895 2.3684211 -1.6428571 -0.308 0.613
4315.7895 2.3684211 -1.2142857 -0.305 0.613
4315.7895 2.3684211 -0.78571429 -0.298 0.619
4315.7895 2.3684211 -0.35714286 -0.292 0.628
4315.7895 2.3684211 0.071428571 -0.282 0.646
4315.7895 2.3684211 0.5 -0.285 0.665
4578.9474 2.3684211 -2.5 -0.188 0.658
7736.8421 0 -0.78571429 0.317 0.483
4578.9474 2.3684211 -2.0714286 -0.186 0.652
4578.9474 2.3684211 -1.6428571 -0.182 0.648
4578.9474 2.3684211 -1.2142857 -0.174 0.651
4578.9474 2.3684211 -0.78571429 -0.162 0.659
4578.9474 2.3684211 -0.35714286 -0.149 0.668
4578.9474 2.3684211 0.071428571 -0.131 0.687
4578.9474 2.3684211 0.5 -0.119 0.706
4842.1053 2.3684211 -2.5 -0.114 0.649
4842.1053 2.3684211 -2.0714286 -0.106 0.653
4842.1053 2.3684211 -1.6428571 -0.097 0.657
7736.8421 0 -0.35714286 0.312 0.498
3263.1579 0 0.071428571 -3.721 -0.315
4842.1053 2.3684211 -1.2142857 -0.083 0.665
4842.1053 2.3684211 -0.78571429 -0.067 0.676
4842.1053 2.3684211 -0.35714286 -0.05 0.688
4842.1053 2.3684211 0.071428571 -0.026 0.71
4842.1053 2.3684211 0.5 -0.006 0.731
5105.2632 2.3684211 -2.5 -0.065 0.625
5105.2632 2.3684211 -2.0714286 -0.055 0.633
5105.2632 2.3684211 -1.6428571 -0.041 0.644
5105.2632 2.3684211 -1.2142857 -0.023 0.658
5105.2632 2.3684211 -0.78571429 -0.002 0.674
7736.8421 0 0.071428571 0.272 0.499
5105.2632 2.3684211 -0.35714286 0.018 0.689
5105.2632 2.3684211 0.071428571 0.046 0.715
5105.2632 2.3684211 0.5 0.072 0.741
5368.4211 2.3684211 -2.5 -0.027 0.596
5368.4211 2.3684211 -2.0714286 -0.017 0.605
5368.4211 2.3684211 -1.6428571 -0.003 0.618
5368.4211 2.3684211 -1.2142857 0.018 0.635
5368.4211 2.3684211 -0.78571429 0.042 0.655
5368.4211 2.3684211 -0.35714286 0.066 0.675
5368.4211 2.3684211 0.071428571 0.097 0.704
7736.8421 0 0.5 0.219 0.453
5368.4211 2.3684211 0.5 0.126 0.734
5631.5789 2.3684211 -2.5 0.003 0.566
5631.5789 2.3684211 -2.0714286 0.013 0.574
5631.5789 2.3684211 -1.6428571 0.026 0.586
5631.5789 2.3684211 -1.2142857 0.047 0.603
5631.5789 2.3684211 -0.78571429 0.073 0.625
5631.5789 2.3684211 -0.35714286 0.1 0.649
5631.5789 2.3684211 0.071428571 0.134 0.681
5631.5789 2.3684211 0.5 0.165 0.714
5894.7368 2.3684211 -2.5 0.028 0.533
5894.7368 2.3684211 -2.0714286 0.037 0.541
8000 0 -2.5 0.288 0.258
5894.7368 2.3684211 -1.6428571 0.05 0.552
5894.7368 2.3684211 -1.2142857 0.069 0.568
5894.7368 2.3684211 -0.78571429 0.095 0.59
5894.7368 2.3684211 -0.35714286 0.124 0.615
5894.7368 2.3684211 0.071428571 0.16 0.648
5894.7368 2.3684211 0.5 0.194 0.683
6157.8947 2.3684211 -2.5 0.049 0.498
6157.8947 2.3684211 -2.0714286 0.057 0.505
6157.8947 2.3684211 -1.6428571 0.07 0.515
8000 0 -2.0714286 0.313 0.26
6157.8947 2.3684211 -1.2142857 0.088 0.53
6157.8947 2.3684211 -0.78571429 0.112 0.551
6157.8947 2.3684211 -0.35714286 0.14 0.575
6157.8947 2.3684211 0.071428571 0.177 0.608
6157.8947 2.3684211 0.5 0.213 0.644
6421.0526 2.3684211 -2.5 0.067 0.46
6421.0526 2.3684211 -2.0714286 0.074 0.467
6421.0526 2.3684211 -1.6428571 0.085 0.476
6421.0526 2.3684211 -1.2142857 0.102 0.49
6421.0526 2.3684211 -0.78571429 0.125 0.509
8000 0 -1.6428571 0.324 0.287
6421.0526 2.3684211 -0.35714286 0.153 0.532
6421.0526 2.3684211 0.071428571 0.188 0.564
6421.0526 2.3684211 0.5 0.225 0.599
6684.2105 2.3684211 -2.5 0.08 0.418
6684.2105 2.3684211 -2.0714286 0.087 0.426
6684.2105 2.3684211 -1.6428571 0.099 0.435
6684.2105 2.3684211 -1.2142857 0.113 0.447
6684.2105 2.3684211 -0.78571429 0.134 0.464
6684.2105 2.3684211 -0.35714286 0.16 0.486
6684.2105 2.3684211 0.071428571 0.194 0.515
8000 0 -1.2142857 0.398 0.308
6684.2105 2.3684211 0.5 0.231 0.549
6947.3684 2.3684211 -2.5 0.087 0.372
6947.3684 2.3684211 -2.0714286 0.096 0.381
6947.3684 2.3684211 -1.6428571 0.107 0.39
6947.3684 2.3684211 -1.2142857 0.12 0.4
6947.3684 2.3684211 -0.78571429 0.138 0.415
6947.3684 2.3684211 -0.35714286 0.162 0.434
6947.3684 2.3684211 0.071428571 0.193 0.461
6947.3684 2.3684211 0.5 0.229 0.493
7210.5263 2.3684211 -2.5 0.089 0.324
8000 0 -0.78571429 0.426 0.308
7210.5263 2.3684211 -2.0714286 0.098 0.332
7210.5263 2.3684211 -1.6428571 0.107 0.339
7210.5263 2.3684211 -1.2142857 0.118 0.348
7210.5263 2.3684211 -0.78571429 0.134 0.36
7210.5263 2.3684211 -0.35714286 0.156 0.378
7210.5263 2.3684211 0.071428571 0.183 0.401
7210.5263 2.3684211 0.5 0.217 0.431
7473.6842 2.3684211 -2.5 0.084 0.273
7473.6842 2.3684211 -2.0714286 0.089 0.276
7473.6842 2.3684211 -1.6428571 0.096 0.282
8000 0 -0.35714286 0.414 0.328
7473.6842 2.3684211 -1.2142857 0.107 0.29
7473.6842 2.3684211 -0.78571429 0.122 0.302
7473.6842 2.3684211 -0.35714286 0.142 0.318
7473.6842 2.3684211 0.071428571 0.169 0.341
7473.6842 2.3684211 0.5 0.202 0.37
7736.8421 2.3684211 -2.5 0.071 0.218
7736.8421 2.3684211 -2.0714286 0.075 0.221
7736.8421 2.3684211 -1.6428571 0.083 0.227
7736.8421 2.3684211 -1.2142857 0.094 0.235
7736.8421 2.3684211 -0.78571429 0.108 0.247
8000 0 0.071428571 0.318 0.312
7736.8421 2.3684211 -0.35714286 0.127 0.262
7736.8421 2.3684211 0.071428571 0.151 0.282
7736.8421 2.3684211 0.5 0.18 0.308
8000 2.3684211 -2.5 0.052 0.158
8000 2.3684211 -2.0714286 0.058 0.162
8000 2.3684211 -1.6428571 0.066 0.169
8000 2.3684211 -1.2142857 0.079 0.178
8000 2.3684211 -0.78571429 0.095 0.19
8000 2.3684211 -0.35714286 0.114 0.206
8000 2.3684211 0.071428571 0.133 0.225
8000 0 0.5 0.17 0.209
8000 2.3684211 0.5 0.155 0.245
3263.1579 0 0.5 -3.956 -0.458
3000 2.6315789 -2.5 -1.25 0.496
3000 2.6315789 -2.0714286 -1.338 0.456
3000 2.6315789 -1.6428571 -1.467 0.437
3000 2.6315789 -1.2142857 -1.736 0.418
3000 2.6315789 -0.78571429 -2.258 0.348
3000 2.6315789 -0.35714286 -3.028 0.142
3000 2.6315789 0.071428571 -3.613 -0.16
3000 2.6315789 0.5 -3.893 -0.474
3263.1579 2.6315789 -2.5 -0.961 0.536
3263.1579 2.6315789 -2.0714286 -1.002 0.514
3000 0.26315789 -2.5 -1.536 0.22
3263.1579 2.6315789 -1.6428571 -1.057 0.507
3263.1579 2.6315789 -1.2142857 -1.228 0.491
3263.1579 2.6315789 -0.78571429 -1.657 0.416
3263.1579 2.6315789 -0.35714286 -2.307 0.259
3263.1579 2.6315789 0.071428571 -2.89 0.037
3263.1579 2.6315789 0.5 -3.316 -0.248
3526.3158 2.6315789 -2.5 -0.768 0.564
3526.3158 2.6315789 -2.0714286 -0.794 0.543
3526.3158 2.6315789 -1.6428571 -0.841 0.519
3526.3158 2.6315789 -1.2142857 -0.953 0.482
3000 0.26315789 -2.0714286 -1.825 0.261
3526.3158 2.6315789 -0.78571429 -1.165 0.438
3526.3158 2.6315789 -0.35714286 -1.491 0.382
3526.3158 2.6315789 0.071428571 -1.868 0.308
3526.3158 2.6315789 0.5 -2.265 0.197
3789.4737 2.6315789 -2.5 -0.61 0.581
3789.4737 2.6315789 -2.0714286 -0.641 0.545
3789.4737 2.6315789 -1.6428571 -0.673 0.512
3789.4737 2.6315789 -1.2142857 -0.71 0.492
3789.4737 2.6315789 -0.78571429 -0.765 0.485
3789.4737 2.6315789 -0.35714286 -0.858 0.483
3000 0.26315789 -1.6428571 -2.271 0.224
3789.4737 2.6315789 0.071428571 -0.988 0.49
3789.4737 2.6315789 0.5 -1.173 0.494
4052.6316 2.6315789 -2.5 -0.445 0.605
4052.6316 2.6315789 -2.0714286 -0.464 0.572
4052.6316 2.6315789 -1.6428571 -0.478 0.554
4052.6316 2.6315789 -1.2142857 -0.486 0.55
4052.6316 2.6315789 -0.78571429 -0.49 0.556
4052.6316 2.6315789 -0.35714286 -0.503 0.564
4052.6316 2.6315789 0.071428571 -0.526 0.583
4052.6316 2.6315789 0.5 -0.583 0.604
3000 0.26315789 -1.2142857 -2.935 0.083
4315.7895 2.6315789 -2.5 -0.295 0.64
4315.7895 2.6315789 -2.0714286 -0.301 0.621
4315.7895 2.6315789 -1.6428571 -0.306 0.612
4315.7895 2.6315789 -1.2142857 -0.305 0.612
4315.7895 2.6315789 -0.78571429 -0.3 0.618
4315.7895 2.6315789 -0.35714286 -0.295 0.627
4315.7895 2.6315789 0.071428571 -0.287 0.645
4315.7895 2.6315789 0.5 -0.293 0.664
4578.9474 2.6315789 -2.5 -0.184 0.658
3000 0.26315789 -0.78571429 -3.725 -0.172
4578.9474 2.6315789 -2.0714286 -0.183 0.651
4578.9474 2.6315789 -1.6428571 -0.181 0.646
4578.9474 2.6315789 -1.2142857 -0.174 0.648
4578.9474 2.6315789 -0.78571429 -0.163 0.657
4578.9474 2.6315789 -0.35714286 -0.152 0.666
4578.9474 2.6315789 0.071428571 -0.135 0.686
4578.9474 2.6315789 0.5 -0.124 0.705
4842.1053 2.6315789 -2.5 -0.113 0.648
4842.1053 2.6315789 -2.0714286 -0.105 0.651
4842.1053 2.6315789 -1.6428571 -0.097 0.655
3000 0.26315789 -0.35714286 -4.381 -0.554
4842.1053 2.6315789 -1.2142857 -0.084 0.662
4842.1053 2.6315789 -0.78571429 -0.069 0.673
4842.1053 2.6315789 -0.35714286 -0.052 0.685
4842.1053 2.6315789 0.071428571 -0.029 0.707
4842.1053 2.6315789 0.5 -0.009 0.729
5105.2632 2.6315789 -2.5 -0.067 0.622
5105.2632 2.6315789 -2.0714286 -0.056 0.63
5105.2632 2.6315789 -1.6428571 -0.043 0.641
5105.2632 2.6315789 -1.2142857 -0.025 0.655
5105.2632 2.6315789 -0.78571429 -0.004 0.67
3000 0.26315789 0.071428571 -4.778 -1.007
5105.2632 2.6315789 -0.35714286 0.016 0.686
5105.2632 2.6315789 0.071428571 0.044 0.712
5105.2632 2.6315789 0.5 0.069 0.738
5368.4211 2.6315789 -2.5 -0.033 0.591
5368.4211 2.6315789 -2.0714286 -0.022 0.601
5368.4211 2.6315789 -1.6428571 -0.007 0.614
5368.4211 2.6315789 -1.2142857 0.014 0.631
5368.4211 2.6315789 -0.78571429 0.039 0.652
5368.4211 2.6315789 -0.35714286 0.063 0.672
5368.4211 2.6315789 0.071428571 0.095 0.701
3000 0.26315789 0.5 -5.18 -1.392
5368.4211 2.6315789 0.5 0.124 0.732
5631.5789 2.6315789 -2.5 -0.005 0.56
5631.5789 2.6315789 -2.0714286 0.005 0.568
5631.5789 2.6315789 -1.6428571 0.019 0.581
5631.5789 2.6315789 -1.2142857 0.041 0.599
5631.5789 2.6315789 -0.78571429 0.068 0.622
5631.5789 2.6315789 -0.35714286 0.096 0.646
5631.5789 2.6315789 0.071428571 0.131 0.678
5631.5789 2.6315789 0.5 0.162 0.711
5894.7368 2.6315789 -2.5 0.018 0.526
5894.7368 2.6315789 -2.0714286 0.027 0.534
3263.1579 0.26315789 -2.5 -1.57 0.272
5894.7368 2.6315789 -1.6428571 0.041 0.546
5894.7368 2.6315789 -1.2142857 0.061 0.563
5894.7368 2.6315789 -0.78571429 0.088 0.586
5894.7368 2.6315789 -0.35714286 0.118 0.612
5894.7368 2.6315789 0.071428571 0.155 0.645
5894.7368 2.6315789 0.5 0.19 0.681
6157.8947 2.6315789 -2.5 0.037 0.491
6157.8947 2.6315789 -2.0714286 0.046 0.498
6157.8947 2.6315789 -1.6428571 0.059 0.509
6157.8947 2.6315789 -1.2142857 0.078 0.525
3263.1579 0.26315789 -2.0714286 -1.541 0.283
6157.8947 2.6315789 -0.78571429 0.103 0.547
6157.8947 2.6315789 -0.35714286 0.134 0.572
3526.3158 0 -2.5 -1.413 0.307
6157.8947 2.6315789 0.071428571 0.172 0.606
6157.8947 2.6315789 0.5 0.209 0.642
6421.0526 2.6315789 -2.5 0.054 0.453
6421.0526 2.6315789 -2.0714286 0.062 0.46
6421.0526 2.6315789 -1.6428571 0.074 0.47
6421.0526 2.6315789 -1.2142857 0.092 0.485
6421.0526 2.6315789 -0.78571429 0.116 0.505
6421.0526 2.6315789 -0.35714286 0.145 0.529
3263.1579 0.26315789 -1.6428571 -1.674 0.252
6421.0526 2.6315789 0.071428571 0.182 0.562
6421.0526 2.6315789 0.5 0.221 0.598
6684.2105 2.6315789 -2.5 0.069 0.414
6684.2105 2.6315789 -2.0714286 0.075 0.42
6684.2105 2.6315789 -1.6428571 0.086 0.429
6684.2105 2.6315789 -1.2142857 0.102 0.442
6684.2105 2.6315789 -0.78571429 0.124 0.46
6684.2105 2.6315789 -0.35714286 0.152 0.483
6684.2105 2.6315789 0.071428571 0.188 0.514
6684.2105 2.6315789 0.5 0.226 0.549
3263.1579 0.26315789 -1.2142857 -1.987 0.189
6947.3684 2.6315789 -2.5 0.079 0.372
6947.3684 2.6315789 -2.0714286 0.085 0.377
6947.3684 2.6315789 -1.6428571 0.095 0.385
6947.3684 2.6315789 -1.2142857 0.109 0.397
6947.3684 2.6315789 -0.78571429 0.129 0.412
6947.3684 2.6315789 -0.35714286 0.154 0.434
6947.3684 2.6315789 0.071428571 0.188 0.462
6947.3684 2.6315789 0.5 0.225 0.495
7210.5263 2.6315789 -2.5 0.083 0.325
3263.1579 0.26315789 -0.78571429 -2.488 0.082
7210.5263 2.6315789 -2.0714286 0.089 0.33
7210.5263 2.6315789 -1.6428571 0.098 0.337
7210.5263 2.6315789 -1.2142857 0.11 0.347
7210.5263 2.6315789 -0.78571429 0.127 0.361
7210.5263 2.6315789 -0.35714286 0.15 0.379
7210.5263 2.6315789 0.071428571 0.181 0.405
7210.5263 2.6315789 0.5 0.216 0.436
7473.6842 2.6315789 -2.5 0.078 0.273
7473.6842 2.6315789 -2.0714286 0.084 0.278
7473.6842 2.6315789 -1.6428571 0.092 0.284
3263.1579 0.26315789 -0.35714286 -3.108 -0.09
7473.6842 2.6315789 -1.2142857 0.103 0.292
7473.6842 2.6315789 -0.78571429 0.118 0.304
7473.6842 2.6315789 -0.35714286 0.139 0.321
7473.6842 2.6315789 0.071428571 0.166 0.343
7473.6842 2.6315789 0.5 0.199 0.372
7736.8421 2.6315789 -2.5 0.063 0.217
7736.8421 2.6315789 -2.0714286 0.069 0.22
7736.8421 2.6315789 -1.6428571 0.076 0.226
7736.8421 2.6315789 -1.2142857 0.087 0.234
7736.8421 2.6315789 -0.78571429 0.102 0.246
3263.1579 0.26315789 0.071428571 -3.617 -0.296
7736.8421 2.6315789 -0.35714286 0.122 0.262
7736.8421 2.6315789 0.071428571 0.147 0.282
7736.8421 2.6315789 0.5 0.178 0.309
8000 2.6315789 -2.5 0.044 0.158
8000 2.6315789 -2.0714286 0.049 0.162
8000 2.6315789 -1.6428571 0.057 0.168
8000 2.6315789 -1.2142857 0.069 0.177
8000 2.6315789 -0.78571429 0.084 0.189
8000 2.6315789 -0.35714286 0.104 0.205
8000 2.6315789 0.071428571 0.126 0.224
3263.1579 0.26315789 0.5 -3.923 -0.482
8000 2.6315789 0.5 0.153 0.248
3000 2.8947368 -2.5 -1.225 0.521
3000 2.8947368 -2.0714286 -1.33 0.469
3000 2.8947368 -1.6428571 -1.463 0.441
3000 2.8947368 -1.2142857 -1.705 0.419
3000 2.8947368 -0.78571429 -2.147 0.366
3000 2.8947368 -0.35714286 -2.808 0.212
3000 2.8947368 0.071428571 -3.454 -0.075
3000 2.8947368 0.5 -3.814 -0.392
3263.1579 2.8947368 -2.5 -0.941 0.554
3526.3158 0.26315789 -2.5 -1.304 0.331
3263.1579 2.8947368 -2.0714286 -0.992 0.526
3263.1579 2.8947368 -1.6428571 -1.047 0.515
3263.1579 2.8947368 -1.2142857 -1.185 0.505
3263.1579 2.8947368 -0.78571429 -1.529 0.459
3263.1579 2.8947368 -0.35714286 -2.161 0.319
3263.1579 2.8947368 0.071428571 -2.801 0.091
3263.1579 2.8947368 0.5 -3.216 -0.181
3526.3158 2.8947368 -2.5 -0.743 0.581
3526.3158 2.8947368 -2.0714286 -0.772 0.56
3526.3158 2.8947368 -1.6428571 -0.808 0.545
3526.3158 0.26315789 -2.0714286 -1.249 0.326
3526.3158 2.8947368 -1.2142857 -0.898 0.52
3526.3158 2.8947368 -0.78571429 -1.106 0.472
3526.3158 2.8947368 -0.35714286 -1.464 0.403
3526.3158 2.8947368 0.071428571 -1.867 0.32
3526.3158 2.8947368 0.5 -2.274 0.198
3789.4737 2.8947368 -2.5 -0.585 0.601
3789.4737 2.8947368 -2.0714286 -0.614 0.572
3789.4737 2.8947368 -1.6428571 -0.65 0.54
3789.4737 2.8947368 -1.2142857 -0.696 0.512
3789.4737 2.8947368 -0.78571429 -0.762 0.496
3526.3158 0.26315789 -1.6428571 -1.235 0.318
3789.4737 2.8947368 -0.35714286 -0.868 0.49
3789.4737 2.8947368 0.071428571 -1.011 0.493
3789.4737 2.8947368 0.5 -1.209 0.492
4052.6316 2.8947368 -2.5 -0.431 0.62
4052.6316 2.8947368 -2.0714286 -0.452 0.587
4052.6316 2.8947368 -1.6428571 -0.472 0.562
4052.6316 2.8947368 -1.2142857 -0.483 0.554
4052.6316 2.8947368 -0.78571429 -0.492 0.558
4052.6316 2.8947368 -0.35714286 -0.509 0.566
4052.6316 2.8947368 0.071428571 -0.539 0.584
3526.3158 0.26315789 -1.2142857 -1.267 0.309
4052.6316 2.8947368 0.5 -0.603 0.605
4315.7895 2.8947368 -2.5 -0.288 0.646
3526.3158 0 -2.0714286 -1.34 0.303
4315.7895 2.8947368 -2.0714286 -0.297 0.623
4315.7895 2.8947368 -1.6428571 -0.304 0.612
4315.7895 2.8947368 -1.2142857 -0.305 0.611
4315.7895 2.8947368 -0.78571429 -0.302 0.618
4315.7895 2.8947368 -0.35714286 -0.299 0.627
4315.7895 2.8947368 0.071428571 -0.293 0.646
4315.7895 2.8947368 0.5 -0.301 0.665
4578.9474 2.8947368 -2.5 -0.18 0.66
3526.3158 0.26315789 -0.78571429 -1.356 0.302
4578.9474 2.8947368 -2.0714286 -0.18 0.651
4578.9474 2.8947368 -1.6428571 -0.18 0.645
4578.9474 2.8947368 -1.2142857 -0.174 0.647
4578.9474 2.8947368 -0.78571429 -0.165 0.655
4578.9474 2.8947368 -0.35714286 -0.155 0.665
4578.9474 2.8947368 0.071428571 -0.139 0.685
4578.9474 2.8947368 0.5 -0.129 0.704
4842.1053 2.8947368 -2.5 -0.11 0.649
4842.1053 2.8947368 -2.0714286 -0.104 0.651
4842.1053 2.8947368 -1.6428571 -0.096 0.654
3526.3158 0.26315789 -0.35714286 -1.521 0.298
4842.1053 2.8947368 -1.2142857 -0.085 0.66
4842.1053 2.8947368 -0.78571429 -0.07 0.671
4842.1053 2.8947368 -0.35714286 -0.054 0.683
4842.1053 2.8947368 0.071428571 -0.031 0.706
4842.1053 2.8947368 0.5 -0.013 0.728
5105.2632 2.8947368 -2.5 -0.068 0.621
5105.2632 2.8947368 -2.0714286 -0.057 0.629
5105.2632 2.8947368 -1.6428571 -0.043 0.639
5105.2632 2.8947368 -1.2142857 -0.026 0.653
5105.2632 2.8947368 -0.78571429 -0.006 0.668
3526.3158 0.26315789 0.071428571 -1.746 0.299
5105.2632 2.8947368 -0.35714286 0.014 0.684
5105.2632 2.8947368 0.071428571 0.042 0.71
5105.2632 2.8947368 0.5 0.067 0.736
5368.4211 2.8947368 -2.5 -0.037 0.588
5368.4211 2.8947368 -2.0714286 -0.026 0.597
5368.4211 2.8947368 -1.6428571 -0.01 0.611
5368.4211 2.8947368 -1.2142857 0.011 0.629
5368.4211 2.8947368 -0.78571429 0.036 0.649
5368.4211 2.8947368 -0.35714286 0.061 0.669
5368.4211 2.8947368 0.071428571 0.092 0.699
3526.3158 0.26315789 0.5 -2.047 0.279
5368.4211 2.8947368 0.5 0.122 0.73
5631.5789 2.8947368 -2.5 -0.013 0.555
5631.5789 2.8947368 -2.0714286 -0.002 0.563
5631.5789 2.8947368 -1.6428571 0.013 0.577
5631.5789 2.8947368 -1.2142857 0.036 0.596
5631.5789 2.8947368 -0.78571429 0.064 0.619
5631.5789 2.8947368 -0.35714286 0.092 0.643
5631.5789 2.8947368 0.071428571 0.128 0.676
5631.5789 2.8947368 0.5 0.16 0.709
5894.7368 2.8947368 -2.5 0.008 0.52
3789.4737 0.26315789 -2.5 -0.994 0.464
5894.7368 2.8947368 -2.0714286 0.018 0.528
5894.7368 2.8947368 -1.6428571 0.032 0.541
5894.7368 2.8947368 -1.2142857 0.054 0.559
5894.7368 2.8947368 -0.78571429 0.082 0.582
5894.7368 2.8947368 -0.35714286 0.113 0.609
5894.7368 2.8947368 0.071428571 0.151 0.643
5894.7368 2.8947368 0.5 0.187 0.679
6157.8947 2.8947368 -2.5 0.025 0.484
6157.8947 2.8947368 -2.0714286 0.035 0.492
6157.8947 2.8947368 -1.6428571 0.049 0.503
3789.4737 0.26315789 -2.0714286 -0.931 0.455
6157.8947 2.8947368 -1.2142857 0.069 0.52
6157.8947 2.8947368 -0.78571429 0.096 0.543
6157.8947 2.8947368 -0.35714286 0.127 0.569
6157.8947 2.8947368 0.071428571 0.167 0.604
6157.8947 2.8947368 0.5 0.205 0.641
6421.0526 2.8947368 -2.5 0.041 0.447
6421.0526 2.8947368 -2.0714286 0.05 0.454
6421.0526 2.8947368 -1.6428571 0.062 0.464
6421.0526 2.8947368 -1.2142857 0.081 0.48
6421.0526 2.8947368 -0.78571429 0.106 0.501
3789.4737 0.26315789 -1.6428571 -0.881 0.449
6421.0526 2.8947368 -0.35714286 0.137 0.526
6421.0526 2.8947368 0.071428571 0.176 0.56
6421.0526 2.8947368 0.5 0.216 0.597
6684.2105 2.8947368 -2.5 0.055 0.409
6684.2105 2.8947368 -2.0714286 0.062 0.414
6684.2105 2.8947368 -1.6428571 0.074 0.424
6684.2105 2.8947368 -1.2142857 0.091 0.438
6684.2105 2.8947368 -0.78571429 0.114 0.457
6684.2105 2.8947368 -0.35714286 0.143 0.481
6684.2105 2.8947368 0.071428571 0.181 0.513
3789.4737 0.26315789 -1.2142857 -0.844 0.449
6684.2105 2.8947368 0.5 0.221 0.549
6947.3684 2.8947368 -2.5 0.067 0.368
6947.3684 2.8947368 -2.0714286 0.072 0.373
6947.3684 2.8947368 -1.6428571 0.082 0.381
6947.3684 2.8947368 -1.2142857 0.097 0.393
6947.3684 2.8947368 -0.78571429 0.118 0.41
6947.3684 2.8947368 -0.35714286 0.146 0.432
6947.3684 2.8947368 0.071428571 0.182 0.462
6947.3684 2.8947368 0.5 0.22 0.497
7210.5263 2.8947368 -2.5 0.073 0.324
3789.4737 0.26315789 -0.78571429 -0.823 0.454
7210.5263 2.8947368 -2.0714286 0.078 0.328
7210.5263 2.8947368 -1.6428571 0.086 0.335
7210.5263 2.8947368 -1.2142857 0.1 0.345
7210.5263 2.8947368 -0.78571429 0.118 0.36
7210.5263 2.8947368 -0.35714286 0.143 0.379
7210.5263 2.8947368 0.071428571 0.176 0.407
7210.5263 2.8947368 0.5 0.213 0.439
7473.6842 2.8947368 -2.5 0.07 0.273
7473.6842 2.8947368 -2.0714286 0.076 0.278
7473.6842 2.8947368 -1.6428571 0.084 0.284
3789.4737 0.26315789 -0.35714286 -0.829 0.462
7473.6842 2.8947368 -1.2142857 0.096 0.293
7473.6842 2.8947368 -0.78571429 0.112 0.305
3526.3158 0 -1.6428571 -1.314 0.3
7473.6842 2.8947368 -0.35714286 0.134 0.323
7473.6842 2.8947368 0.071428571 0.162 0.346
7473.6842 2.8947368 0.5 0.197 0.376
7736.8421 2.8947368 -2.5 0.057 0.217
7736.8421 2.8947368 -2.0714286 0.063 0.221
7736.8421 2.8947368 -1.6428571 0.07 0.227
7736.8421 2.8947368 -1.2142857 0.081 0.235
7736.8421 2.8947368 -0.78571429 0.096 0.247
3789.4737 0.26315789 0.071428571 -0.867 0.485
7736.8421 2.8947368 -0.35714286 0.117 0.263
7736.8421 2.8947368 0.071428571 0.143 0.284
7736.8421 2.8947368 0.5 0.176 0.312
8000 2.8947368 -2.5 0.037 0.159
8000 2.8947368 -2.0714286 0.042 0.162
8000 2.8947368 -1.6428571 0.05 0.168
8000 2.8947368 -1.2142857 0.061 0.177
8000 2.8947368 -0.78571429 0.076 0.188
8000 2.8947368 -0.35714286 0.097 0.204
8000 2.8947368 0.071428571 0.121 0.225
3789.4737 0.26315789 0.5 -0.96 0.508
8000 2.8947368 0.5 0.151 0.25
3000 3.1578947 -2.5 -1.196 0.551
3000 3.1578947 -2.0714286 -1.319 0.487
3000 3.1578947 -1.6428571 -1.462 0.447
3000 3.1578947 -1.2142857 -1.689 0.42
3000 3.1578947 -0.78571429 -2.072 0.375
3000 3.1578947 -0.35714286 -2.631 0.261
3000 3.1578947 0.071428571 -3.253 0.014
3000 3.1578947 0.5 -3.69 -0.301
3263.1579 3.1578947 -2.5 -0.923 0.573
4052.6316 0.26315789 -2.5 -0.674 0.602
3263.1579 3.1578947 -2.0714286 -0.985 0.538
3263.1579 3.1578947 -1.6428571 -1.044 0.522
3263.1579 3.1578947 -1.2142857 -1.161 0.514
3263.1579 3.1578947 -0.78571429 -1.437 0.487
3263.1579 3.1578947 -0.35714286 -2.001 0.376
3263.1579 3.1578947 0.071428571 -2.671 0.158
3263.1579 3.1578947 0.5 -3.124 -0.114
3526.3158 3.1578947 -2.5 -0.721 0.598
3526.3158 3.1578947 -2.0714286 -0.756 0.574
3526.3158 3.1578947 -1.6428571 -0.787 0.563
4052.6316 0.26315789 -2.0714286 -0.633 0.589
3526.3158 3.1578947 -1.2142857 -0.857 0.548
3526.3158 3.1578947 -0.78571429 -1.04 0.509
3526.3158 3.1578947 -0.35714286 -1.399 0.437
3526.3158 3.1578947 0.071428571 -1.849 0.338
3526.3158 3.1578947 0.5 -2.274 0.205
3789.4737 3.1578947 -2.5 -0.564 0.618
3789.4737 3.1578947 -2.0714286 -0.591 0.594
3789.4737 3.1578947 -1.6428571 -0.624 0.568
3789.4737 3.1578947 -1.2142857 -0.672 0.539
3789.4737 3.1578947 -0.78571429 -0.748 0.515
4052.6316 0.26315789 -1.6428571 -0.594 0.577
3789.4737 3.1578947 -0.35714286 -0.873 0.5
3789.4737 3.1578947 0.071428571 -1.035 0.497
3789.4737 3.1578947 0.5 -1.244 0.49
4052.6316 3.1578947 -2.5 -0.417 0.635
4052.6316 3.1578947 -2.0714286 -0.44 0.605
4052.6316 3.1578947 -1.6428571 -0.463 0.577
4052.6316 3.1578947 -1.2142857 -0.48 0.562
