# Isochrone by Pietrinferni - Cassisi - Salaris - Castelli 2006 ::: Standard Model 
#===========================================================================================================================
# Scaled solar model & transformations for ACS            (Castelli 2004)
#===========================================================================================================================
#  Np= 2000   [M/H]=-1.790   Z= 0.0003   Y=0.245   t(Gyr)= 13.3200    normalized:  3  2 2006 
#===========================================================================================================================
#     (M/Mo)in       (M/Mo)     log(L/Lo)  logTe     F435W   F475W   F555W   F606W   F625W   F775W   F814W
#===========================================================================================================================
   0.7903445712   0.7120248588   1.70879  3.84151    0.732   0.645   0.490   0.401   0.305   0.108   0.083
   0.7903480255   0.7120156188   1.70901  3.84133    0.733   0.645   0.490   0.401   0.304   0.107   0.082
   0.7903514797   0.7120062624   1.70923  3.84117    0.733   0.645   0.490   0.400   0.303   0.106   0.081
   0.7903549340   0.7119965778   1.70942  3.84105    0.733   0.645   0.489   0.400   0.303   0.105   0.080
   0.7903583883   0.7119868924   1.70960  3.84093    0.733   0.645   0.489   0.399   0.302   0.104   0.079
   0.7903618426   0.7119772088   1.70979  3.84081    0.732   0.644   0.489   0.399   0.302   0.104   0.078
   0.7903652968   0.7119677482   1.70997  3.84071    0.732   0.644   0.488   0.399   0.301   0.103   0.078
   0.7903687511   0.7119583567   1.71015  3.84061    0.732   0.644   0.488   0.398   0.301   0.102   0.077
   0.7903722054   0.7119489643   1.71032  3.84052    0.732   0.644   0.488   0.398   0.300   0.102   0.076
   0.7903756596   0.7119395579   1.71049  3.84043    0.732   0.644   0.487   0.397   0.300   0.101   0.075
   0.7903791139   0.7119301124   1.71065  3.84036    0.732   0.643   0.487   0.397   0.299   0.100   0.075
   0.7903825682   0.7119206740   1.71080  3.84030    0.732   0.643   0.487   0.397   0.299   0.100   0.074
   0.7903860225   0.7119112356   1.71096  3.84023    0.732   0.643   0.486   0.396   0.299   0.099   0.074
   0.7903894767   0.7119015562   1.71111  3.84018    0.731   0.643   0.486   0.396   0.298   0.099   0.073
   0.7903929310   0.7118917667   1.71126  3.84013    0.731   0.643   0.486   0.396   0.298   0.098   0.073
   0.7903963853   0.7118819772   1.71140  3.84009    0.731   0.642   0.486   0.395   0.297   0.098   0.072
   0.7903998396   0.7118722152   1.71155  3.84004    0.731   0.642   0.485   0.395   0.297   0.097   0.072
   0.7904032938   0.7118626209   1.71169  3.84001    0.731   0.642   0.485   0.394   0.297   0.097   0.071
   0.7904067481   0.7118530259   1.71183  3.83997    0.730   0.642   0.485   0.394   0.296   0.096   0.071
   0.7904102024   0.7118434322   1.71197  3.83994    0.730   0.641   0.484   0.394   0.296   0.096   0.070
   0.7904136567   0.7118339213   1.71210  3.83991    0.730   0.641   0.484   0.393   0.295   0.096   0.070
   0.7904171109   0.7118244710   1.71223  3.83990    0.730   0.641   0.484   0.393   0.295   0.095   0.070
   0.7904205652   0.7118150201   1.71236  3.83989    0.729   0.640   0.483   0.393   0.295   0.095   0.069
   0.7904240195   0.7118055619   1.71248  3.83987    0.729   0.640   0.483   0.392   0.294   0.095   0.069
   0.7904274737   0.7117958416   1.71260  3.83989    0.729   0.640   0.483   0.392   0.294   0.094   0.069
   0.7904309280   0.7117860956   1.71272  3.83991    0.728   0.639   0.482   0.392   0.294   0.094   0.069
   0.7904343823   0.7117763481   1.71283  3.83994    0.728   0.639   0.482   0.392   0.294   0.094   0.068
   0.7904378366   0.7117666471   1.71293  3.83997    0.728   0.639   0.482   0.391   0.293   0.094   0.068
   0.7904412908   0.7117570495   1.71303  3.84001    0.727   0.638   0.481   0.391   0.293   0.093   0.068
   0.7904447451   0.7117474507   1.71314  3.84005    0.727   0.638   0.481   0.391   0.293   0.093   0.068
   0.7904481994   0.7117378462   1.71325  3.84009    0.726   0.638   0.481   0.390   0.293   0.093   0.068
   0.7904516537   0.7117281713   1.71336  3.84010    0.726   0.637   0.480   0.390   0.292   0.093   0.067
   0.7904551079   0.7117184560   1.71348  3.84012    0.726   0.637   0.480   0.390   0.292   0.093   0.067
   0.7904585622   0.7117087405   1.71360  3.84013    0.725   0.636   0.480   0.390   0.292   0.092   0.067
   0.7904620165   0.7116990328   1.71372  3.84014    0.725   0.636   0.480   0.389   0.291   0.092   0.067
   0.7904654708   0.7116892246   1.71379  3.84022    0.724   0.636   0.479   0.389   0.291   0.092   0.067
   0.7904689250   0.7116794079   1.71386  3.84031    0.724   0.635   0.479   0.389   0.291   0.092   0.067
   0.7904723793   0.7116695925   1.71393  3.84039    0.723   0.635   0.479   0.389   0.291   0.092   0.067
   0.7904758336   0.7116598461   1.71401  3.84047    0.723   0.634   0.478   0.388   0.291   0.092   0.067
   0.7904792878   0.7116503043   1.71411  3.84054    0.722   0.634   0.478   0.388   0.291   0.092   0.067
   0.7904827421   0.7116407619   1.71421  3.84061    0.722   0.634   0.478   0.388   0.291   0.092   0.067
   0.7904861964   0.7116312128   1.71431  3.84069    0.721   0.633   0.477   0.388   0.290   0.092   0.067
   0.7904896507   0.7116214913   1.71437  3.84078    0.721   0.633   0.477   0.387   0.290   0.092   0.067
   0.7904931049   0.7116116493   1.71442  3.84089    0.720   0.632   0.477   0.387   0.290   0.092   0.067
   0.7904965592   0.7116018067   1.71447  3.84100    0.720   0.632   0.476   0.387   0.290   0.092   0.067
   0.7905000135   0.7115919692   1.71451  3.84112    0.719   0.631   0.476   0.387   0.290   0.093   0.067
   0.7905034678   0.7115822876   1.71458  3.84124    0.718   0.631   0.476   0.387   0.290   0.093   0.067
   0.7905069220   0.7115726501   1.71464  3.84137    0.718   0.630   0.476   0.386   0.290   0.093   0.068
   0.7905103763   0.7115630121   1.71471  3.84150    0.717   0.630   0.475   0.386   0.290   0.093   0.068
   0.7905138306   0.7115533770   1.71477  3.84164    0.716   0.629   0.475   0.386   0.290   0.093   0.068
   0.7905172849   0.7115438314   1.71482  3.84176    0.716   0.629   0.475   0.386   0.290   0.093   0.068
   0.7905207391   0.7115342872   1.71487  3.84189    0.715   0.628   0.474   0.386   0.290   0.094   0.068
   0.7905241934   0.7115247419   1.71491  3.84202    0.715   0.628   0.474   0.386   0.290   0.094   0.069
   0.7905276477   0.7115151839   1.71495  3.84216    0.714   0.627   0.474   0.385   0.290   0.094   0.069
   0.7905311019   0.7115055258   1.71495  3.84238    0.713   0.627   0.473   0.385   0.290   0.095   0.070
   0.7905345562   0.7114958681   1.71494  3.84260    0.712   0.626   0.473   0.385   0.290   0.095   0.070
   0.7905380105   0.7114862109   1.71494  3.84282    0.711   0.625   0.473   0.385   0.290   0.096   0.071
   0.7905414648   0.7114765848   1.71494  3.84303    0.711   0.625   0.473   0.385   0.290   0.096   0.071
   0.7905449190   0.7114670566   1.71497  3.84322    0.710   0.624   0.472   0.385   0.290   0.097   0.072
   0.7905483733   0.7114575257   1.71500  3.84340    0.709   0.624   0.472   0.385   0.290   0.097   0.072
   0.7905518276   0.7114479957   1.71503  3.84359    0.708   0.623   0.472   0.385   0.290   0.098   0.073
   0.7905552819   0.7114385069   1.71506  3.84378    0.707   0.622   0.471   0.385   0.290   0.098   0.073
   0.7905587361   0.7114290982   1.71509  3.84396    0.707   0.622   0.471   0.384   0.290   0.098   0.074
   0.7905621904   0.7114196874   1.71512  3.84415    0.706   0.621   0.471   0.384   0.290   0.099   0.074
   0.7905656447   0.7114102795   1.71514  3.84433    0.705   0.621   0.470   0.384   0.290   0.099   0.074
   0.7905690990   0.7114009572   1.71516  3.84453    0.704   0.620   0.470   0.384   0.290   0.100   0.075
   0.7905725532   0.7113917235   1.71515  3.84474    0.704   0.619   0.470   0.384   0.291   0.100   0.075
   0.7905760075   0.7113824963   1.71515  3.84496    0.703   0.619   0.469   0.384   0.291   0.101   0.076
   0.7905794618   0.7113732608   1.71515  3.84517    0.702   0.618   0.469   0.384   0.291   0.101   0.077
   0.7905829160   0.7113638469   1.71511  3.84545    0.701   0.617   0.469   0.384   0.291   0.102   0.078
   0.7905863703   0.7113543500   1.71506  3.84575    0.700   0.617   0.469   0.384   0.291   0.103   0.078
   0.7905898246   0.7113448491   1.71502  3.84605    0.699   0.616   0.468   0.384   0.292   0.104   0.079
   0.7905932789   0.7113353693   1.71497  3.84634    0.698   0.615   0.468   0.384   0.292   0.105   0.080
   0.7905967331   0.7113261433   1.71498  3.84658    0.697   0.615   0.468   0.384   0.292   0.105   0.081
   0.7906001874   0.7113169147   1.71498  3.84681    0.696   0.614   0.468   0.384   0.292   0.106   0.082
   0.7906036417   0.7113076855   1.71499  3.84705    0.695   0.613   0.467   0.384   0.293   0.106   0.082
   0.7906070960   0.7112984549   1.71498  3.84729    0.694   0.613   0.467   0.384   0.293   0.107   0.083
   0.7906105502   0.7112892318   1.71494  3.84757    0.694   0.612   0.467   0.384   0.293   0.108   0.084
   0.7906140045   0.7112800190   1.71489  3.84784    0.693   0.611   0.466   0.384   0.293   0.109   0.085
   0.7906174588   0.7112708071   1.71485  3.84812    0.692   0.611   0.466   0.384   0.294   0.110   0.086
   0.7906209131   0.7112616277   1.71487  3.84832    0.691   0.610   0.466   0.384   0.294   0.110   0.086
   0.7906243673   0.7112524319   1.71491  3.84850    0.690   0.609   0.466   0.384   0.294   0.110   0.087
   0.7906278216   0.7112432328   1.71495  3.84868    0.689   0.609   0.465   0.383   0.294   0.111   0.087
   0.7906312759   0.7112340803   1.71495  3.84891    0.689   0.608   0.465   0.383   0.294   0.111   0.088
   0.7906347301   0.7112250258   1.71488  3.84925    0.687   0.607   0.465   0.383   0.294   0.112   0.089
   0.7906381844   0.7112159859   1.71481  3.84960    0.686   0.606   0.464   0.384   0.295   0.113   0.090
   0.7906416387   0.7112069450   1.71474  3.84994    0.685   0.606   0.464   0.384   0.295   0.115   0.091
   0.7906450930   0.7111978958   1.71467  3.85024    0.684   0.605   0.464   0.384   0.295   0.115   0.092
   0.7906485472   0.7111888420   1.71461  3.85053    0.683   0.604   0.464   0.384   0.296   0.116   0.093
   0.7906520015   0.7111797924   1.71455  3.85082    0.682   0.604   0.464   0.384   0.296   0.117   0.094
   0.7906554558   0.7111708822   1.71449  3.85112    0.682   0.603   0.463   0.384   0.297   0.118   0.095
   0.7906589101   0.7111621311   1.71442  3.85143    0.681   0.602   0.463   0.384   0.297   0.119   0.096
   0.7906623643   0.7111533601   1.71436  3.85175    0.680   0.601   0.463   0.384   0.297   0.120   0.097
   0.7906658186   0.7111445679   1.71429  3.85206    0.679   0.601   0.463   0.384   0.298   0.121   0.098
   0.7906692729   0.7111356372   1.71426  3.85233    0.678   0.600   0.462   0.384   0.298   0.122   0.099
   0.7906727271   0.7111267270   1.71422  3.85260    0.677   0.599   0.462   0.384   0.298   0.123   0.100
   0.7906761814   0.7111178191   1.71418  3.85288    0.676   0.599   0.462   0.384   0.299   0.124   0.101
   0.7906796357   0.7111089512   1.71411  3.85319    0.675   0.598   0.462   0.384   0.299   0.125   0.102
   0.7906830900   0.7111000909   1.71403  3.85351    0.674   0.597   0.462   0.385   0.299   0.126   0.103
   0.7906865442   0.7110912359   1.71396  3.85382    0.673   0.597   0.461   0.385   0.300   0.127   0.104
   0.7906899985   0.7110825828   1.71390  3.85411    0.672   0.596   0.461   0.385   0.300   0.128   0.105
   0.7906934528   0.7110740807   1.71387  3.85436    0.671   0.595   0.461   0.385   0.300   0.128   0.106
   0.7906969071   0.7110655733   1.71384  3.85462    0.670   0.595   0.461   0.385   0.301   0.129   0.107
   0.7907003613   0.7110569930   1.71379  3.85491    0.670   0.594   0.461   0.385   0.301   0.130   0.108
   0.7907038156   0.7110483003   1.71372  3.85523    0.669   0.593   0.460   0.385   0.302   0.131   0.109
   0.7907072699   0.7110396054   1.71365  3.85555    0.668   0.593   0.460   0.385   0.302   0.132   0.110
   0.7907107242   0.7110309383   1.71358  3.85586    0.667   0.592   0.460   0.385   0.302   0.133   0.111
   0.7907141784   0.7110223500   1.71350  3.85616    0.666   0.591   0.460   0.385   0.303   0.134   0.112
   0.7907176327   0.7110137589   1.71342  3.85646    0.665   0.591   0.460   0.386   0.303   0.135   0.113
   0.7907210870   0.7110051836   1.71335  3.85676    0.664   0.590   0.460   0.386   0.304   0.136   0.114
   0.7907245412   0.7109966859   1.71328  3.85705    0.663   0.589   0.459   0.386   0.304   0.137   0.115
   0.7907279955   0.7109881858   1.71322  3.85734    0.662   0.589   0.459   0.386   0.304   0.138   0.116
   0.7907314498   0.7109797036   1.71316  3.85763    0.661   0.588   0.459   0.386   0.305   0.139   0.117
   0.7907349041   0.7109713383   1.71311  3.85790    0.661   0.588   0.459   0.386   0.305   0.140   0.118
   0.7907383583   0.7109629711   1.71306  3.85817    0.660   0.587   0.459   0.386   0.306   0.141   0.119
   0.7907418126   0.7109546170   1.71301  3.85844    0.659   0.586   0.459   0.386   0.306   0.142   0.120
   0.7907452669   0.7109463499   1.71295  3.85872    0.658   0.586   0.458   0.386   0.306   0.142   0.121
   0.7907487212   0.7109380941   1.71289  3.85899    0.657   0.585   0.458   0.386   0.307   0.143   0.122
   0.7907521754   0.7109298195   1.71283  3.85926    0.656   0.585   0.458   0.387   0.307   0.144   0.123
   0.7907556297   0.7109214182   1.71277  3.85954    0.656   0.584   0.458   0.387   0.307   0.145   0.124
   0.7907590840   0.7109130045   1.71271  3.85981    0.655   0.583   0.458   0.387   0.308   0.146   0.125
   0.7907625383   0.7109047000   1.71265  3.86009    0.654   0.583   0.458   0.387   0.308   0.147   0.126
   0.7907659925   0.7108967069   1.71258  3.86037    0.653   0.582   0.458   0.387   0.309   0.148   0.127
   0.7907694468   0.7108887104   1.71251  3.86065    0.652   0.582   0.458   0.387   0.309   0.149   0.128
   0.7907729011   0.7108806447   1.71246  3.86091    0.652   0.581   0.457   0.387   0.309   0.150   0.129
   0.7907763553   0.7108724886   1.71242  3.86114    0.651   0.581   0.457   0.387   0.310   0.151   0.130
   0.7907798096   0.7108643438   1.71239  3.86137    0.650   0.580   0.457   0.387   0.310   0.151   0.130
   0.7907832639   0.7108560991   1.71233  3.86163    0.649   0.580   0.457   0.388   0.310   0.152   0.131
   0.7907867182   0.7108477803   1.71224  3.86192    0.649   0.579   0.457   0.388   0.311   0.153   0.132
   0.7907901724   0.7108394472   1.71216  3.86220    0.648   0.579   0.457   0.388   0.311   0.154   0.134
   0.7907936267   0.7108315086   1.71213  3.86242    0.647   0.578   0.457   0.388   0.312   0.155   0.134
   0.7907970810   0.7108236549   1.71211  3.86263    0.647   0.578   0.457   0.388   0.312   0.156   0.135
   0.7908005353   0.7108158030   1.71209  3.86284    0.646   0.577   0.456   0.388   0.312   0.156   0.136
   0.7908039895   0.7108077996   1.71202  3.86309    0.645   0.577   0.456   0.388   0.312   0.157   0.137
   0.7908074438   0.7107997947   1.71194  3.86334    0.645   0.576   0.456   0.388   0.313   0.158   0.138
   0.7908108981   0.7107916958   1.71188  3.86358    0.644   0.576   0.456   0.388   0.313   0.159   0.138
   0.7908143524   0.7107835009   1.71185  3.86380    0.643   0.575   0.456   0.389   0.314   0.160   0.139
   0.7908178066   0.7107753129   1.71181  3.86401    0.643   0.575   0.456   0.389   0.314   0.160   0.140
   0.7908212609   0.7107675202   1.71179  3.86421    0.642   0.574   0.456   0.389   0.314   0.161   0.141
   0.7908247152   0.7107598571   1.71177  3.86439    0.641   0.574   0.456   0.389   0.314   0.162   0.141
   0.7908281694   0.7107521636   1.71174  3.86458    0.641   0.574   0.456   0.389   0.315   0.162   0.142
   0.7908316237   0.7107443393   1.71170  3.86479    0.640   0.573   0.456   0.389   0.315   0.163   0.143
   0.7908350780   0.7107365142   1.71167  3.86500    0.640   0.573   0.455   0.389   0.315   0.164   0.143
   0.7908385323   0.7107286011   1.71163  3.86520    0.639   0.572   0.455   0.389   0.315   0.164   0.144
   0.7908419865   0.7107206060   1.71160  3.86538    0.639   0.572   0.455   0.389   0.316   0.165   0.145
   0.7908454408   0.7107126105   1.71157  3.86556    0.638   0.572   0.455   0.389   0.316   0.166   0.145
   0.7908461822   0.7107109468   1.71157  3.86560    0.638   0.571   0.455   0.389   0.316   0.166   0.145
   0.7908469235   0.7107092830   1.71156  3.86563    0.638   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908476649   0.7107076193   1.71156  3.86567    0.638   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908484063   0.7107059555   1.71155  3.86570    0.638   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908491476   0.7107042917   1.71155  3.86574    0.638   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908498890   0.7107026280   1.71154  3.86577    0.637   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908506303   0.7107009641   1.71153  3.86581    0.637   0.571   0.455   0.389   0.316   0.166   0.146
   0.7908513717   0.7106993002   1.71153  3.86584    0.637   0.571   0.455   0.389   0.316   0.167   0.146
   0.7908521131   0.7106976363   1.71152  3.86588    0.637   0.571   0.455   0.389   0.316   0.167   0.146
   0.7908528544   0.7106959724   1.71152  3.86591    0.637   0.571   0.455   0.389   0.316   0.167   0.147
   0.7908535958   0.7106943086   1.71151  3.86595    0.637   0.571   0.455   0.389   0.317   0.167   0.147
   0.7908543371   0.7106926548   1.71151  3.86598    0.637   0.571   0.455   0.389   0.317   0.167   0.147
   0.7908550785   0.7106910310   1.71150  3.86602    0.637   0.571   0.455   0.389   0.317   0.167   0.147
   0.7908558199   0.7106894073   1.71150  3.86605    0.637   0.570   0.455   0.389   0.317   0.167   0.147
   0.7908565612   0.7106877835   1.71150  3.86609    0.636   0.570   0.455   0.389   0.317   0.167   0.147
   0.7908573026   0.7106861596   1.71149  3.86612    0.636   0.570   0.455   0.389   0.317   0.167   0.147
   0.7908580439   0.7106845358   1.71149  3.86616    0.636   0.570   0.455   0.389   0.317   0.168   0.147
   0.7908587853   0.7106829120   1.71149  3.86620    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908595267   0.7106812881   1.71148  3.86623    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908602680   0.7106796642   1.71148  3.86627    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908610094   0.7106780402   1.71148  3.86630    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908617507   0.7106764163   1.71147  3.86634    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908624921   0.7106747923   1.71147  3.86638    0.636   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908632335   0.7106731417   1.71147  3.86641    0.635   0.570   0.455   0.389   0.317   0.168   0.148
   0.7908639748   0.7106714799   1.71147  3.86644    0.635   0.570   0.455   0.389   0.317   0.169   0.148
   0.7908647162   0.7106698179   1.71147  3.86647    0.635   0.570   0.455   0.389   0.317   0.169   0.148
   0.7908654575   0.7106681561   1.71146  3.86651    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908661989   0.7106664942   1.71146  3.86654    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908669403   0.7106648323   1.71146  3.86657    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908676816   0.7106631703   1.71146  3.86660    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908684230   0.7106615083   1.71146  3.86664    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908691643   0.7106598463   1.71145  3.86667    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908699057   0.7106581843   1.71145  3.86670    0.635   0.569   0.455   0.389   0.317   0.169   0.149
   0.7908706471   0.7106565222   1.71145  3.86674    0.634   0.569   0.454   0.389   0.317   0.169   0.149
   0.7908713884   0.7106548521   1.71145  3.86677    0.634   0.569   0.454   0.389   0.317   0.170   0.149
   0.7908721298   0.7106531579   1.71145  3.86680    0.634   0.569   0.454   0.389   0.318   0.170   0.150
   0.7908728711   0.7106514636   1.71145  3.86683    0.634   0.569   0.454   0.389   0.318   0.170   0.150
   0.7908736125   0.7106497694   1.71145  3.86685    0.634   0.569   0.454   0.389   0.318   0.170   0.150
   0.7908743539   0.7106480751   1.71144  3.86688    0.634   0.569   0.454   0.389   0.318   0.170   0.150
   0.7908750952   0.7106463807   1.71144  3.86691    0.634   0.569   0.454   0.389   0.318   0.170   0.150
   0.7908758366   0.7106446864   1.71144  3.86694    0.634   0.568   0.454   0.389   0.318   0.170   0.150
   0.7908765779   0.7106429920   1.71144  3.86697    0.634   0.568   0.454   0.389   0.318   0.170   0.150
   0.7908773193   0.7106412977   1.71144  3.86700    0.634   0.568   0.454   0.389   0.318   0.170   0.150
   0.7908780607   0.7106396033   1.71144  3.86703    0.633   0.568   0.454   0.389   0.318   0.170   0.150
   0.7908788020   0.7106379088   1.71144  3.86706    0.633   0.568   0.454   0.389   0.318   0.170   0.150
