                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2 
                                 "12778"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.2"                                 "CRMATH"                               "20201219"                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42 
                                star_age                                star_mass                                   log_LH                                  log_LHe                             he_core_mass                              c_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                          log_surf_cell_z                        v_div_csound_surf            surf_avg_omega_div_omega_crit                  surf_r_equatorial_div_r                       surf_r_polar_div_r                             log_cntr_Rho                               log_cntr_T                             center_gamma                                center_h1                               center_he4                               center_c12                               surface_h1                              surface_he3                              surface_he4                              surface_c12                              surface_o16                 surf_num_c12_div_num_o16                                 bc_F606W                                 bc_F814W                                  bc_bb_U                                  bc_bb_B                                  bc_bb_V                                  bc_bb_R                                  bc_bb_I                            abs_mag_F606W                            abs_mag_F814W                             abs_mag_bb_U                             abs_mag_bb_B                             abs_mag_bb_V                             abs_mag_bb_R                             abs_mag_bb_I                                num_iters 
                 1.0000000000000001E-005                  7.9999999999999938E-001                 -1.6618387549206570E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7186465166284868E+000                  2.0356201523321418E+000                  1.1037758793617243E+000                  2.1334275816816195E+000                 -4.0000000000000471E+000                 -5.1074794341903811E-002                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802544068050837E+000                  5.6993481353804132E+000                  8.1268821420348303E-002                  7.5970000000000004E-001                  2.4017443788575951E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441055E-005                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  4.9023392258781323E-001                 -3.5873388871254214E-002                  6.2105237587997464E-001                 -9.1994255835297856E-001                 -9.5376108388104175E-001                 -1.8838235196977485E-001                  3.0461848287154158E-001                  7.6424407844698572E-001                 -3.1317699195909976E-001                 -9.7010275671032864E-001                  5.7089217752262456E-001                  6.0471070305068775E-001                 -1.6066802886057915E-001                 -6.5366886370189559E-001                 -1.1132944592773397E+000                                        5 
                 2.5958682111999992E-004                  7.9999999999998217E-001                 -1.6618387496858748E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7175694955256984E+000                  2.0310520975451087E+000                  1.1036458941737839E+000                  2.1336875520574914E+000                 -4.0000000000000471E+000                 -3.9233497357858887E-002                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802543407379373E+000                  5.6993481792547938E+000                  8.1268817331219295E-002                  7.5970000000000004E-001                  2.4017443788575948E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441065E-005                  2.4017443788575960E-001                  1.7208036628528036E-005                  4.6802246398865873E-005                  4.9023392258781340E-001                 -3.7859186254550183E-002                  6.2238652506169889E-001                 -9.2945808698540422E-001                 -9.5962404810764079E-001                 -1.9109959410946525E-001                  3.0392887512965205E-001                  7.6549885835901987E-001                 -2.9977105760822143E-001                 -9.6001676892447052E-001                  5.9182784312263259E-001                  6.2199380424486916E-001                 -1.4653064975330637E-001                 -6.4155911899242368E-001                 -1.1031291022217915E+000                                        5 
                 1.8668799962237360E-003                  7.9999999999987403E-001                 -1.6618386333382052E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7146682577579213E+000                  2.0186240442139876E+000                  1.1032343430437781E+000                  2.1345106543174439E+000                 -4.0000000000000471E+000                 -1.3763027551573060E-002                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802541321160740E+000                  5.6993483182949731E+000                  8.1268804325881808E-002                  7.5970000000000004E-001                  2.4017443788575951E-001                  1.7208036628528029E-005                  7.5970000000000015E-001                  2.5562114240441065E-005                  2.4017443788575957E-001                  1.7208036628528032E-005                  4.6802246398865866E-005                  4.9023392258781340E-001                 -4.3209034335043098E-002                  6.2597823961521859E-001                 -9.5556154029764295E-001                 -9.7579514450695770E-001                 -1.9872561017161003E-001                  3.0182260637988245E-001                  7.6867792787334144E-001                 -2.6335107619992582E-001                 -9.3253835015018749E-001                  6.4900142976267405E-001                  6.6923503397198880E-001                 -1.0783450036335887E-001                 -6.0838271691485135E-001                 -1.0752380384083104E+000                                        5 
                 1.1818815689988476E-002                  7.9999999999922566E-001                 -1.6618378093566388E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7125574390748013E+000                  2.0093026136177219E+000                  1.1027952651118844E+000                  2.1353888101808791E+000                 -4.0000000000000471E+000                 -1.2893850462124829E-003                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802533275735831E+000                  5.6993488567746811E+000                  8.1268753745317585E-002                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441058E-005                  2.4017443788575957E-001                  1.7208036628528032E-005                  4.6802246398865873E-005                  4.9023392258781329E-001                 -4.7104879940529108E-002                  6.2858653547307486E-001                 -9.7495714513792142E-001                 -9.8788408898456004E-001                 -2.0453606722910544E-001                  3.0007781085383844E-001                  7.7081955694513127E-001                 -2.3615165410377539E-001                 -9.1184306951737937E-001                  6.9170061109361691E-001                  7.0462755494025553E-001                 -7.8720466815199064E-002                 -5.8333434489814295E-001                 -1.0540760909894358E+000                                        5 
                 7.3438578398454205E-002                  7.9999999999524951E-001                 -1.6618315209977617E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7122405384365793E+000                  2.0077397069697689E+000                  1.1026476130643519E+000                  2.1356841142737859E+000                 -4.0000000000000471E+000                 -4.5003858857818519E-005                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802472720298460E+000                  5.6993529016675497E+000                  8.1268374553638070E-002                  7.5970000000000004E-001                  2.4017443788575951E-001                  1.7208036628528029E-005                  7.5969999999999993E-001                  2.5562114240441058E-005                  2.4017443788575957E-001                  1.7208036628528032E-005                  4.6802246398865866E-005                  4.9023392258781340E-001                 -4.7692408747052259E-002                  6.2897492711099701E-001                 -9.7786903834986383E-001                 -9.8969902157644163E-001                 -2.0540840045115930E-001                  2.9981586190765430E-001                  7.7114108314696905E-001                 -2.3165685867736974E-001                 -9.0832419453541902E-001                  6.9851977092544182E-001                  7.1034975415201962E-001                 -7.3940866973262714E-002                 -5.7916512933207631E-001                 -1.0504903505713910E+000                                        5 
                 4.5497190750010674E-001                  7.9999999997065818E-001                 -1.6617868109529276E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7122311024017725E+000                  2.0076157594938548E+000                  1.1026045113960079E+000                  2.1357703175971241E+000                 -4.0000000000000471E+000                 -5.8680023769384114E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3802003523703883E+000                  5.6993841834851660E+000                  8.1265447573262289E-002                  7.5970000000000004E-001                  2.4017443788575951E-001                  1.7208036628528029E-005                  7.5970000000000015E-001                  2.5562114240441055E-005                  2.4017443788575957E-001                  1.7208036628528029E-005                  4.6802246398865873E-005                  4.9023392258781318E-001                 -4.7711214620169452E-002                  6.2898494230578150E-001                 -9.7795574271730423E-001                 -9.8975306290655674E-001                 -2.0543437499579753E-001                  2.9980806213066130E-001                  7.7115065689295381E-001                 -2.3132818411446790E-001                 -9.0802434104041885E-001                  6.9891634398266689E-001                  7.1071366417191939E-001                 -7.3605023738839814E-002                 -5.7884746086529870E-001                 -1.0501900556275912E+000                                        5 
                 2.8173257176583335E+000                  7.9999999981848091E-001                 -1.6615158433655040E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7122404186639404E+000                  2.0073438912043895E+000                  1.1024499447269402E+000                  2.1360794508526473E+000                 -4.0000000000000471E+000                 -5.5195894054564805E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3798813189330144E+000                  5.6995967204231359E+000                  8.1245579204958937E-002                  7.5970000000000004E-001                  2.4017443788575951E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441058E-005                  2.4017443788575957E-001                  1.7208036628528032E-005                  4.6802246398865873E-005                  4.9023392258781329E-001                 -4.7699334993632839E-002                  6.2896715805840131E-001                 -9.7787013799346201E-001                 -9.8969970696524578E-001                 -2.0540872987795258E-001                  2.9981576298559198E-001                  7.7114120456770929E-001                 -2.3066039301734048E-001                 -9.0732688606937462E-001                  6.9951040998248870E-001                  7.1133997895427248E-001                 -7.2950998133020722E-002                 -5.7817549099656529E-001                 -1.0495009325786826E+000                                        5 
                 1.7444397846610439E+001                  7.9999999887920159E-001                 -1.6600232165001568E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7122985613001021E+000                  2.0057055100614263E+000                  1.1015144688831349E+000                  2.1379504020303535E+000                 -4.0000000000000471E+000                 -5.3823650426031607E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3777914300813707E+000                  5.7009878076566274E+000                  8.1115767459181823E-002                  7.5970000000000004E-001                  2.4017443788575948E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441055E-005                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  4.9023392258781323E-001                 -4.7624257684613994E-002                  6.2885730455410749E-001                 -9.7733588045937636E-001                 -9.8936671349999994E-001                 -2.0524867916104989E-001                  2.9986382388201183E-001                  7.7108221277672162E-001                 -2.2663951746895172E-001                 -9.0312107970767319E-001                  7.0307210530581066E-001                  7.1510293834643424E-001                 -6.9015095992515818E-002                 -5.7412759903557753E-001                 -1.0453459879302873E+000                                        5 
                 1.0801137310051506E+002                  7.9999999317338011E-001                 -1.6510308747344670E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7126488506930797E+000                  1.9957882070031143E+000                  1.0958552385680245E+000                  2.1492688595630653E+000                 -4.0000000000000471E+000                 -5.1231225677325246E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3623503445330378E+000                  5.7067535604854793E+000                  8.1000286913676015E-002                  7.5970000000000004E-001                  2.4017443788575957E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441055E-005                  2.4017443788575954E-001                  1.7208036628528029E-005                  4.6802246398865866E-005                  4.9023392258781323E-001                 -4.7174664110941379E-002                  6.2819341515128002E-001                 -9.7411716163341966E-001                 -9.8736054181850652E-001                 -2.0428442835926333E-001                  3.0015337433704375E-001                  7.7072680742234612E-001                 -2.0229585339684422E-001                 -8.7766393265906562E-001                  7.2464664412563407E-001                  7.3789002431072093E-001                 -4.5186089148522263E-002                 -5.4962389184482929E-001                 -1.0201973249301317E+000                                        5 
                 4.9193191161993713E+002                  7.9999997091488972E-001                 -1.6165457190618536E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7139736746783636E+000                  1.9573636275749817E+000                  1.0739933008833900E+000                  2.1929927228489099E+000                 -4.0000000000000471E+000                 -4.2338291244693573E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.3008527028420329E+000                  5.7273383842121097E+000                  8.0984321393444178E-002                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  7.5969999999999993E-001                  2.5562114240441055E-005                  2.4017443788575954E-001                  1.7208036628528026E-005                  4.6802246398865860E-005                  4.9023392258781323E-001                 -4.5520419669931374E-002                  6.2564631889534050E-001                 -9.6194368080744475E-001                 -9.7977302211926232E-001                 -2.0063754608041423E-001                  3.0124847990639592E-001                  7.6938263276749630E-001                 -1.0788864926752251E-001                 -7.7905538783279438E-001                  8.0853461186999087E-001                  8.2636395318180844E-001                  4.7228477142960357E-002                 -4.5465754884384979E-001                 -9.2279170170495017E-001                                        5 
                 1.0105733072881947E+003                  7.9999994502456118E-001                 -1.5769833502965730E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7154538158913821E+000                  1.9125070592858022E+000                  1.0486047343127631E+000                  2.2437698419351291E+000                 -4.0000000000000471E+000                 -3.3912030965417979E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.2292510963274790E+000                  5.7512921607100864E+000                  8.0968179202839510E-002                  7.5970000000000004E-001                  2.4017443788575957E-001                  1.7208036628528029E-005                  7.5970000000000015E-001                  2.5562114240441055E-005                  2.4017443788575957E-001                  1.7208036628528029E-005                  4.6802246398865860E-005                  4.9023392258781329E-001                 -4.3764738468939447E-002                  6.2272712410892672E-001                 -9.4834299416489609E-001                 -9.7129594976018874E-001                 -1.9656310724028753E-001                  3.0247197447645258E-001                  7.6788086851988202E-001                  2.4970902544338772E-003                 -6.6399477232343229E-001                  9.0707534595039052E-001                  9.3002830154568317E-001                  1.5529545902578196E-001                 -3.4373962269095815E-001                 -8.0914851673438759E-001                                        5 
                 1.6173675206467606E+003                  7.9999991925391711E-001                 -1.5381089317323552E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7168780263034442E+000                  1.8676518827149065E+000                  1.0233287252031908E+000                  2.2943218461642121E+000                 -4.0000000000000471E+000                 -2.7174319306545485E-006                  0.0000000000000000E+000                  1.0000000000000000E+000                  1.0000000000000000E+000                 -2.1577757637961361E+000                  5.7751935645916168E+000                  8.0953956673993521E-002                  7.5970000000000004E-001                  2.4017443788575954E-001                  1.7208036628528029E-005                  7.5970000000000004E-001                  2.5562114240441058E-005                  2.4017443788575960E-001                  1.7208036628528032E-005                  4.6802246398865873E-005                  4.9023392258781329E-001                 -4.2166668219197977E-002                  6.1984783603308913E-001                 -9.3556622576844839E-001                 -9.6338755937006870E-001                 -1.9284382637837011E-001                  3.0348620715438379E-001                  7.6630431753432637E-001                  1.1303696143193229E-001                 -5.4897754282035482E-001                  1.0064365189811828E+000                  1.0342578525828030E+000                  2.6371411959110441E-001                 -2.3261591394164949E-001                 -6.9543402432159207E-001                                        5 
