    0.723780796198235379E+02    0.656895797252655100E+01   -0.305388510227203369E+01    0.308747470378875732E+03    0.587705910205841064E+00   -0.217418314884929032E+03   -0.690775511231546968E+01    1
    0.481537808789091937E+01    0.513612424731254613E+01   -0.733999341726303101E+00    0.253630077838897705E+04    0.290773808956146240E+00   -0.188121273475360226E+03   -0.690875511231548245E+01    1
    0.249264826787203134E+03    0.632424340844154376E+01   -0.120630255341529846E+01    0.175009149312973022E+04    0.293065607547760010E+00   -0.181880734276519888E+03   -0.690975511231547301E+01    1
    0.350734700801761967E+01    0.519481269121170008E+01   -0.215045568346977234E+01    0.153883033990859985E+04    0.981346607208251953E+00   -0.171057007313036905E+03   -0.691075511231547601E+01    1
    0.255329707301031675E+03    0.633069228529930150E+01   -0.186375141143798828E+01    0.208051443099975586E+04    0.916426241397857666E+00   -0.170027000994732930E+03   -0.691175511231546658E+01    1
    0.129377744226297921E+03    0.640331212282180751E+01   -0.319069144129753113E+01    0.700147032737731934E+03    0.793968677520751953E+00   -0.165965534315692963E+03   -0.691275511231547579E+01    1
    0.195900895603457258E+03    0.630059921145439183E+01   -0.107379230856895447E+01    0.114952486753463745E+04    0.286015629768371582E+00   -0.158972614031169087E+03   -0.691375511231547435E+01    1
    0.284680347258639017E+03    0.625435772538185120E+01   -0.175933676958084106E+01    0.291034340858459473E+03    0.613471627235412598E+00   -0.157755044196785718E+03   -0.691475511231548357E+01    1
    0.136416815238121984E+03    0.637786537408828735E+01   -0.116254365444183350E+01    0.494780480861663818E+03    0.381731212139129639E+00   -0.146660022810199706E+03   -0.691575511231552209E+01    1
    0.293948818967906877E+01    0.521582413911819476E+01   -0.238258236646652222E+01    0.210423249006271362E+04    0.900468468666076660E+00   -0.146645801976996353E+03   -0.691675511231554463E+01    1
    0.274094887220024219E+01    0.503316872119903547E+01   -0.678080379962921143E+00    0.275097906589508057E+03    0.226312875747680664E-02   -0.146506460958201359E+03   -0.691775511231549967E+01    1
    0.312207090791727460E+01    0.508616393208503759E+01   -0.198167017102241516E+01    0.286496633291244507E+04    0.735290288925170898E+00   -0.146295810616018315E+03   -0.691875511231549378E+01    1
    0.173993304961800476E+03    0.633518539667129588E+01   -0.523890107870101929E+00    0.283244204521179199E+04    0.887849986553192139E+00   -0.141692269410493338E+03   -0.691975511231551454E+01    1
    0.142267502921473664E+03    0.642747598290443456E+01   -0.182592502236366272E+01    0.173470205068588257E+04    0.191958725452423096E+00   -0.140699469177100013E+03   -0.692075511231548113E+01    1
    0.268154396865862488E+01    0.502422261834144557E+01   -0.306026339530944824E+01    0.257156664133071899E+04    0.874152183532714844E-01   -0.139685220536040333E+03   -0.692175511231547080E+01    1
    0.142863892772610579E+01    0.520366749763488734E+01    0.416069924831390381E+00    0.266247099637985229E+04    0.188330471515655518E+00   -0.134929240143551709E+03   -0.692275511231549334E+01    1
    0.674300659056788732E+01    0.510327237844467163E+01   -0.413477510213851929E+00    0.369653463363647461E+03    0.497649312019348145E-01   -0.131167653329968431E+03   -0.692375511231548746E+01    1
    0.123394322597307806E+03    0.647613098025322032E+01   -0.257453948259353638E+01    0.146371364593505859E+04    0.643009901046752930E+00   -0.124316052152089725E+03   -0.692475511231548957E+01    1
    0.350850586718034618E+01    0.561452324986457807E+01   -0.712266474962234497E+00    0.295406895875930786E+04    0.169251978397369385E+00   -0.121038093589908570E+03   -0.692575511231552365E+01    1
    0.274365662766054356E+03    0.628029791712760943E+01   -0.181982353329658508E+01    0.241564393043518066E+03    0.742350995540618896E+00   -0.117132243534973213E+03   -0.692675511231553909E+01    1
    0.203898330583046539E+01    0.523259204030036962E+01   -0.347649663686752319E+01    0.977899432182312012E+03    0.850547432899475098E+00   -0.117004536293030299E+03   -0.692775511231552343E+01    1
    0.262333655965923867E+03    0.628837338685989344E+01   -0.183176419138908386E+01    0.578539431095123291E+03    0.559192717075347900E+00   -0.114472564204709670E+03   -0.692875511231550334E+01    1
    0.258769420508027137E+01    0.527987064123153704E+01   -0.170401862263679504E+01    0.113692581653594971E+04    0.467862904071807861E+00   -0.112941562068455880E+03   -0.692975511231548769E+01    1
    0.330860557176423598E+00    0.525952164530754107E+01   -0.345086330175399780E+01    0.259251540899276733E+04    0.937303304672241211E-01   -0.109040362571106954E+03   -0.693075511231546315E+01    1
    0.173176082749038462E+01    0.529703879356384277E+01   -0.500920206308364868E+00    0.142521071434020996E+04    0.322996973991394043E+00   -0.108168162152942273E+03   -0.693175511231550789E+01    1
    0.133213496740513051E+03    0.635374984741210902E+01   -0.171122840046882629E+01    0.142635226249694824E+03    0.447638869285583496E+00   -0.106857380900731727E+03   -0.693275511231550912E+01    1
    0.688703555630700635E+02    0.654165907502174448E+01   -0.237787160277366638E+01    0.128859919309616089E+04    0.410832166671752930E+00   -0.104907381447875267E+03   -0.693375511231550057E+01    1
    0.112449896207095009E+03    0.644233076572418284E+01   -0.335494643449783325E+01    0.208125561475753784E+04    0.549793899059295654E+00   -0.104168823405558001E+03   -0.693475511231554709E+01    1
    0.319271965549157322E+00    0.547433394193649292E+01   -0.605112224817276001E+00    0.191619586944580078E+04    0.738692224025726318E+00   -0.103075931589186666E+03   -0.693575511231551811E+01    1
    0.749326687581381066E+02    0.641760933399200439E+01   -0.264457464218139648E+00    0.221947270631790161E+04    0.314077496528625488E+00   -0.102317421297153629E+03   -0.693675511231548558E+01    1
    0.296202354324347583E+01    0.541623813509941066E+01   -0.608779340982437134E+00    0.993512570858001709E+03    0.112431049346923828E-01   -0.102248992268033888E+03   -0.693775511231549125E+01    1
    0.943573055863393080E+02    0.635581365227699280E+01   -0.459611505270004272E+00    0.130745458602905273E+04    0.625815212726593018E+00   -0.100621156130818918E+03   -0.693875511231549424E+01    1
    0.790026712806465383E+02    0.650358151197433543E+01   -0.224303373694419861E+01    0.667895078659057617E+03    0.633442997932434082E+00   -0.993222051952560321E+02   -0.693975511231547948E+01    1
    0.657205228729715714E+02    0.658616024255752563E+01   -0.180461433529853821E+01    0.106895881891250610E+04    0.438153028488159180E+00   -0.974604950877599663E+02   -0.694075511231545761E+01    1
    0.100890365201909418E+03    0.647386657595634496E+01   -0.341477712988853455E+01    0.216384547948837280E+04    0.515404343605041504E-01   -0.964627458037648182E+02   -0.694175511231546682E+01    1
    0.797421422225366339E+01    0.523571349382400530E+01    0.135615468025207520E+00    0.226279681921005249E+04    0.959667384624481201E+00   -0.964437132090759519E+02   -0.694275511231551334E+01    1
    0.870727525466447361E+02    0.649246135354042053E+01   -0.342608237266540527E+01    0.294762110710144043E+04    0.647091090679168701E+00   -0.961157953898996880E+02   -0.694375511231550835E+01    1
    0.938849189344069259E+02    0.645877486467361450E+01   -0.189839884638786316E+01    0.693706870079040527E+03    0.507036685943603516E+00   -0.954959589632934893E+02   -0.694475511231550335E+01    1
    0.245341553663298384E+03    0.620001834034919774E+01   -0.972542136907577515E+00    0.243966221809387207E+04    0.188910484313964844E+00   -0.954818755340770906E+02   -0.694575511231551523E+01    1
    0.202284842056480985E+01    0.552432268857955933E+01   -0.311516204476356506E+01    0.917379140853881836E+03    0.955173075199127197E+00   -0.949952535045451896E+02   -0.694675511231552090E+01    1
    0.203718261697761305E+01    0.582256286740303075E+01   -0.283523035049438477E+01    0.893044888973236084E+03    0.298147201538085938E-01   -0.946162669813245145E+02   -0.694775511231551945E+01    1
    0.112417751236781214E+03    0.641086445450782794E+01   -0.258881446719169617E+01    0.217019748687744141E+04    0.666257798671722412E+00   -0.941224048425086295E+02   -0.694875511231547005E+01    1
    0.138881530391216501E+03    0.639443267583847064E+01   -0.378066101670265198E+01    0.436537384986877441E+03    0.764359056949615479E+00   -0.930957161433802014E+02   -0.694975511231546506E+01    1
    0.436445589092718862E+02    0.666653301119804453E+01   -0.201433357596397400E+01    0.198981088399887085E+04    0.936806559562683105E+00   -0.906766887921201317E+02   -0.695075511231549914E+01    1
    0.911413340497456925E+00    0.542681335806846654E+01   -0.650676250457763672E+00    0.287338954210281372E+04    0.769254386425018311E+00   -0.905460881369038475E+02   -0.695175511231552257E+01    1
    0.992751116436960359E+02    0.637732328176498431E+01   -0.991619616746902466E+00    0.773191809654235840E+03    0.999294340610504150E+00   -0.892744349682650125E+02   -0.695275511231550336E+01    1
    0.127810603264214978E+00    0.530455353260040319E+01   -0.325913846492767334E+01    0.194120836257934570E+04    0.504751861095428467E+00   -0.888474343965777393E+02   -0.695375511231547883E+01    1
    0.756533365285340409E+02    0.653836071491241455E+01   -0.359459590911865234E+01    0.133491253852844238E+04    0.412916481494903564E+00   -0.880647445671130669E+02   -0.695475511231550136E+01    1
    0.156753010683723943E+03    0.633394641876220721E+01   -0.197085443139076233E+01    0.728326857089996338E+03    0.170006155967712402E+00   -0.869317655426977041E+02   -0.695575511231551680E+01    1
    0.270208674491931447E+03    0.623281303048133850E+01   -0.193803572654724121E+01    0.100856423377990723E+03    0.458338022232055664E+00   -0.852078686455089951E+02   -0.695675511231548427E+01    1
    0.251695542795323490E+03    0.623844624161720240E+01   -0.116127282381057739E+01    0.167830342054367065E+04    0.928415417671203613E+00   -0.847764809065468796E+02   -0.695775511231548727E+01    1
    0.739218939678054454E+02    0.650811347961425835E+01   -0.319072577357292175E+01    0.667392790317535400E+03    0.312039077281951904E+00   -0.843347666466889052E+02   -0.695875511231550270E+01    1
    0.744727086421506641E+02    0.654382302165031504E+01   -0.306459543108940125E+01    0.260798817873001099E+04    0.526832997798919678E+00   -0.827691367365509052E+02   -0.695975511231551458E+01    1
    0.105015618563576155E+03    0.640374017357826197E+01   -0.340912652015686035E+01    0.270622211694717407E+04    0.919908881187438965E+00   -0.826948758607437640E+02   -0.696075511231551580E+01    1
    0.165771823203342677E+03    0.628389607071876544E+01   -0.948977857828140259E+00    0.199309319257736206E+04    0.417984187602996826E+00   -0.819912842105573816E+02   -0.696175511231550104E+01    1
    0.485666312714197523E+00    0.556810738444328290E+01   -0.111021858453750610E+01    0.147437757253646851E+04    0.379340708255767822E+00   -0.808495930321402341E+02   -0.696275511231553423E+01    1
    0.101645780918584649E+03    0.643441861867904663E+01   -0.396465653181076050E+01    0.257263398170471191E+04    0.413362443447113037E+00   -0.806319781384017773E+02   -0.696375511231550171E+01    1
    0.723381970360232316E+02    0.652182563543319738E+01   -0.329620954394340515E+01    0.197280353307723999E+04    0.352509558200836182E+00   -0.765315359920489584E+02   -0.696475511231547362E+01    1
    0.581638280405167674E+01    0.561033751368522626E+01    0.165000140666961670E+00    0.275076109170913696E+04    0.328469991683959961E+00   -0.749492138551582059E+02   -0.696575511231551836E+01    1
    0.145628277632246377E+02    0.710401478409767151E+01   -0.290387424826622009E+01    0.200491154193878174E+04    0.304309010505676270E+00   -0.746992511842506701E+02   -0.696675511231553202E+01    1
    0.220702318031864934E+03    0.621655057668685984E+01   -0.133278802037239075E+01    0.527948319911956787E+03    0.462925612926483154E+00   -0.734951654419846818E+02   -0.696775511231552436E+01    1
    0.288358185836333760E+02    0.676201297044754046E+01   -0.214050844311714172E+01    0.132539999485015869E+04    0.970685899257659912E+00   -0.723112464846397245E+02   -0.696875511231550959E+01    1
    0.253433278852735810E+03    0.618573186993598956E+01   -0.750604897737503052E+00    0.176830637454986572E+04    0.194729089736938477E+00   -0.701035779181323733E+02   -0.696975511231549394E+01    1
