9,13,16,100,100,100
9,16,18,21,100,100
14,18,26,29,100,100
11,29,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
0,0,100,100,100,100
