# File generated by CMD 3.3 (http://stev.oapd.inaf.it/cmd) on Thu Mar 12 11:40:30 CET 2020
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: HST/ACS WFC
# Attention: photometry includes extinction of Av=0.31, with coefficients derived star-by-star, for Cardelli et al 89 + O'Donnell 94 Rv=3.1 extinction curve.
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  F435Wmag  F475Wmag  F502Nmag  F550Mmag  F555Wmag  F606Wmag  F625Wmag  F658Nmag  F660Nmag  F775Wmag  F814Wmag  F850LPmag
0.00027635 -1.75000 10.11400 0.7799838185 2.4115173817    0.778  0.902  3.7386  3.333    3  0.000  0.537     0.00     0.00 -1 -7.14e-15      0.00 7.671e-01 2.326e-01 5.102e-05 1.395e-05 1.268e-04 -1.000 2.891e-04 2.514 3.694 3.416 3.250 2.912 3.032 2.779 2.587 2.340 2.413 2.144 2.077 1.904
0.00027635 -1.75000 10.11400 0.7803929448 2.4116690159    0.779  0.947  3.7369  3.282    3  0.000  0.537     0.00     0.00 -1 -9.28e-15      0.00 7.653e-01 2.344e-01 5.125e-05 1.401e-05 1.273e-04 -1.000 2.871e-04 2.402 3.591 3.310 3.142 2.802 2.924 2.669 2.476 2.228 2.301 2.031 1.963 1.788
0.00027635 -1.75000 10.11400 0.7807840705 2.4118137360    0.779  0.993  3.7353  3.230    3  0.000  0.537     0.00     0.00 -1  -1.2e-14      0.00 7.636e-01 2.361e-01 5.144e-05 1.406e-05 1.278e-04 -1.000 3.033e-04 2.288 3.485 3.202 3.033 2.691 2.813 2.557 2.362 2.113 2.187 1.915 1.846 1.671
0.00027635 -1.75000 10.11400 0.7811815143 2.4119606018    0.779  1.043  3.7337  3.174    3  0.000  0.537     0.00     0.00 -1 -1.58e-14      0.00 7.619e-01 2.378e-01 5.161e-05 1.411e-05 1.282e-04 -1.000 3.031e-04 2.163 3.369 3.083 2.913 2.569 2.692 2.434 2.239 1.989 2.062 1.788 1.720 1.543
0.00027635 -1.75000 10.11400 0.7815468907 2.4120955467    0.779  1.092  3.7322  3.118    3  0.000  0.537     0.00     0.00 -1 -2.06e-14      0.00 7.605e-01 2.393e-01 5.173e-05 1.415e-05 1.285e-04 -1.000 2.951e-04 2.039 3.253 2.965 2.794 2.448 2.571 2.312 2.116 1.865 1.939 1.663 1.594 1.416
0.00027635 -1.75000 10.11400 0.7818749547 2.4122164249    0.780  1.141  3.7308  3.064    3  0.000  0.536     0.00     0.00 -1 -2.65e-14      0.00 7.591e-01 2.406e-01 5.181e-05 1.418e-05 1.288e-04 -1.000 2.862e-04 1.918 3.139 2.850 2.678 2.330 2.454 2.193 1.996 1.744 1.818 1.541 1.471 1.292
0.00027635 -1.75000 10.11400 0.7821618319 2.4123222828    0.780  1.187  3.7294  3.013    3  0.000  0.536     0.00     0.00 -1 -3.33e-14      0.00 7.580e-01 2.417e-01 5.185e-05 1.422e-05 1.290e-04 -1.000 2.865e-04 1.804 3.032 2.740 2.568 2.218 2.342 2.080 1.882 1.630 1.704 1.425 1.355 1.175
0.00027635 -1.75000 10.11400 0.7824414372 2.4124250412    0.780  1.235  3.7279  2.959    3  0.000  0.535     0.00     0.00 -1 -4.23e-14      0.00 7.568e-01 2.428e-01 5.184e-05 1.426e-05 1.292e-04 -1.000 3.052e-04 1.682 2.919 2.624 2.451 2.099 2.224 1.960 1.762 1.508 1.583 1.303 1.232 1.050
0.00027635 -1.75000 10.11400 0.7827097178 2.4125237465    0.780  1.286  3.7264  2.901    3  0.000  0.534     0.00     0.00 -1 -5.39e-14      0.00 7.559e-01 2.438e-01 5.180e-05 1.431e-05 1.293e-04 -1.000 2.959e-04 1.554 2.799 2.502 2.328 1.974 2.100 1.834 1.635 1.380 1.455 1.173 1.102 0.919
0.00027635 -1.75000 10.11400 0.7829346657 2.4126064777    0.780  1.333  3.7249  2.849    3  0.000  0.534     0.00     0.00 -1  -6.7e-14      0.00 7.551e-01 2.446e-01 5.174e-05 1.438e-05 1.294e-04 -1.000 2.712e-04 1.437 2.691 2.391 2.215 1.860 1.986 1.719 1.519 1.264 1.339 1.055 0.983 0.799
0.00027635 -1.75000 10.11400 0.7831398845 2.4126818180    0.780  1.380  3.7234  2.796    3  0.000  0.533     0.00     0.00 -1 -8.27e-14      0.00 7.545e-01 2.452e-01 5.167e-05 1.444e-05 1.295e-04 -1.000 2.913e-04 1.321 2.582 2.281 2.104 1.746 1.873 1.605 1.404 1.147 1.223 0.938 0.865 0.680
0.00027635 -1.75000 10.11400 0.7833329439 2.4127528667    0.780  1.428  3.7219  2.742    3  0.000  0.532     0.00     0.00 -1 -1.02e-13      0.00 7.540e-01 2.457e-01 5.159e-05 1.452e-05 1.296e-04 -1.000 3.059e-04 1.201 2.471 2.167 1.989 1.629 1.757 1.487 1.285 1.028 1.103 0.816 0.744 0.557
0.00027635 -1.75000 10.11400 0.7835036516 2.4128153324    0.780  1.474  3.7203  2.690    3  0.000  0.531     0.00     0.00 -1 -1.25e-13      0.00 7.536e-01 2.461e-01 5.152e-05 1.459e-05 1.296e-04 -1.000 3.058e-04 1.085 2.364 2.057 1.878 1.517 1.645 1.373 1.170 0.912 0.988 0.699 0.626 0.438
0.00027635 -1.75000 10.11400 0.7836659551 2.4128749371    0.780  1.522  3.7187  2.635    3  0.000  0.530     0.00     0.00 -1 -1.53e-13      0.00 7.533e-01 2.464e-01 5.147e-05 1.464e-05 1.297e-04 -1.000 3.059e-04 0.964 2.254 1.944 1.763 1.399 1.528 1.255 1.051 0.792 0.868 0.577 0.503 0.314
0.00027635 -1.75000 10.11400 0.7838090658 2.4129273891    0.780  1.569  3.7171  2.582    3  0.000  0.530     0.00     0.00 -1 -1.86e-13      0.00 7.531e-01 2.465e-01 5.144e-05 1.467e-05 1.297e-04 -1.000 3.054e-04 0.847 2.147 1.834 1.652 1.286 1.416 1.141 0.936 0.676 0.752 0.460 0.385 0.194
0.00027635 -1.75000 10.11400 0.7839365005 2.4129741192    0.780  1.614  3.7154  2.530    3  0.000  0.529     0.00     0.00 -1 -2.24e-13      0.00 7.530e-01 2.467e-01 5.142e-05 1.469e-05 1.297e-04 -1.000 3.013e-04 0.734 2.044 1.728 1.545 1.177 1.307 1.031 0.825 0.563 0.640 0.345 0.270 0.078
0.00027635 -1.75000 10.11400 0.7840579152 2.4130187035    0.780  1.661  3.7137  2.476    3  0.000  0.529     0.00     0.00 -1 -2.71e-13      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.949e-04 0.616 1.937 1.618 1.434 1.063 1.194 0.915 0.708 0.446 0.522 0.226 0.151 -0.043
0.00027635 -1.75000 10.11400 0.7841677666 2.4130587578    0.780  1.708  3.7120  2.422    3  0.000  0.529     0.00     0.00 -1 -3.27e-13      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.950e-04 0.500 1.832 1.509 1.323 0.949 1.082 0.801 0.593 0.329 0.406 0.108 0.031 -0.163
0.00027635 -1.75000 10.11400 0.7842645645 2.4130942822    0.780  1.753  3.7103  2.370    3  0.000  0.529     0.00     0.00 -1 -3.89e-13      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.950e-04 0.388 1.732 1.405 1.218 0.841 0.974 0.691 0.482 0.217 0.294 -0.006 -0.083 -0.279
0.00027635 -1.75000 10.11400 0.7843534350 2.4131269455    0.780  1.797  3.7085  2.319    3  0.000  0.529     0.00     0.00 -1 -9.13e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.951e-04 0.276 1.633 1.302 1.113 0.733 0.867 0.582 0.372 0.106 0.183 -0.119 -0.197 -0.395
0.00027635 -1.75000 10.11400 0.7844394445 2.4131584167    0.780  1.844  3.7067  2.264    3  0.000  0.529     0.00     0.00 -1 -6.76e-17      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.951e-04 0.159 1.529 1.194 1.004 0.620 0.756 0.468 0.256 -0.011 0.067 -0.238 -0.316 -0.515
0.00027635 -1.75000 10.11400 0.7845148444 2.4131858349    0.779  1.889  3.7049  2.212    3  0.000  0.529     0.00     0.00 -1  -8.1e-17      0.00 7.530e-01 2.467e-01 5.141e-05 1.470e-05 1.297e-04 -1.000 2.952e-04 0.048 1.431 1.092 0.900 0.513 0.649 0.360 0.146 -0.122 -0.044 -0.351 -0.430 -0.631
0.00027635 -1.75000 10.11400 0.7845840454 2.4132111073    0.779  1.933  3.7031  2.161    3  0.000  0.529     0.00     0.00 -1 -9.64e-17      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.952e-04 -0.063 1.334 0.991 0.797 0.407 0.544 0.252 0.037 -0.232 -0.154 -0.464 -0.543 -0.745
0.00027635 -1.75000 10.11400 0.7846496701 2.4132351875    0.779  1.979  3.7012  2.108    3  0.000  0.529     0.00     0.00 -1 -1.15e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.953e-04 -0.177 1.235 0.887 0.691 0.297 0.436 0.142 -0.075 -0.345 -0.267 -0.579 -0.659 -0.863
0.00027635 -1.75000 10.11400 0.7847074270 2.4132564068    0.779  2.021  3.6993  2.057    3  0.000  0.529     0.00     0.00 -1 -1.35e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.953e-04 -0.283 1.144 0.791 0.594 0.196 0.336 0.039 -0.179 -0.450 -0.372 -0.686 -0.767 -0.973
0.00027635 -1.75000 10.11400 0.7847630382 2.4132766724    0.779  2.064  3.6975  2.007    3  0.000  0.529     0.00     0.00 -1 -1.58e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.954e-04 -0.390 1.052 0.696 0.496 0.095 0.236 -0.064 -0.283 -0.556 -0.477 -0.794 -0.875 -1.082
0.00027635 -1.75000 10.11400 0.7848207951 2.4132976532    0.778  2.106  3.6958  1.958    3  0.000  0.529     0.00     0.00 -1 -1.85e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.954e-04 -0.494 0.964 0.602 0.401 -0.005 0.138 -0.165 -0.385 -0.659 -0.580 -0.899 -0.981 -1.190
0.00027635 -1.75000 10.11400 0.7848724127 2.4133167267    0.778  2.131  3.6947  1.929    3  0.000  0.529     0.00     0.00 -1 -2.07e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.954e-04 -0.557 0.911 0.546 0.344 -0.064 0.079 -0.225 -0.446 -0.720 -0.642 -0.962 -1.045 -1.255
0.00027635 -1.75000 10.11400 0.7849063277 2.4133291245    0.778  2.121  3.6954  1.941    3  0.000  0.529     0.00     0.00 -1 -2.08e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.954e-04 -0.533 0.928 0.566 0.364 -0.042 0.100 -0.202 -0.423 -0.697 -0.618 -0.938 -1.020 -1.229
0.00027635 -1.75000 10.11400 0.7849139571 2.4133317471    0.778  2.129  3.6951  1.932    3  0.000  0.529     0.00     0.00 -1 -2.14e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.954e-04 -0.552 0.913 0.549 0.347 -0.060 0.083 -0.221 -0.442 -0.716 -0.637 -0.957 -1.039 -1.249
0.00027635 -1.75000 10.11400 0.7849532962 2.4133460522    0.777  2.171  3.6931  1.882    3  0.000  0.529     0.00     0.00 -1 -2.46e-16      0.00 7.530e-01 2.467e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.955e-04 -0.658 0.824 0.455 0.251 -0.161 -0.017 -0.323 -0.545 -0.821 -0.742 -1.065 -1.148 -1.359
0.00027635 -1.75000 10.11400 0.7849895954 2.4133594036    0.777  2.213  3.6912  1.832    3  0.000  0.529     0.00     0.00 -1 -2.83e-16      0.00 7.530e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.955e-04 -0.762 0.738 0.363 0.157 -0.259 -0.113 -0.422 -0.647 -0.923 -0.844 -1.170 -1.254 -1.467
0.00027635 -1.75000 10.11400 0.7850245237 2.4133722782    0.776  2.256  3.6892  1.781    3  0.000  0.529     0.00     0.00 -1 -3.27e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.955e-04 -0.869 0.651 0.270 0.061 -0.359 -0.212 -0.524 -0.751 -1.028 -0.949 -1.278 -1.362 -1.577
0.00027635 -1.75000 10.11400 0.7850539684 2.4133830070    0.776  2.294  3.6873  1.735    3  0.000  0.529     0.00     0.00 -1 -3.72e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.955e-04 -0.966 0.573 0.186 -0.024 -0.449 -0.301 -0.616 -0.844 -1.123 -1.043 -1.375 -1.460 -1.677
0.00027635 -1.75000 10.11400 0.7850823402 2.4133932590    0.776  2.334  3.6853  1.687    3  0.000  0.529     0.00     0.00 -1 -4.24e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.956e-04 -1.066 0.499 0.101 -0.113 -0.545 -0.395 -0.713 -0.943 -1.224 -1.144 -1.477 -1.563 -1.782
0.00027635 -1.75000 10.11400 0.7851076126 2.4134025574    0.775  2.372  3.6834  1.641    3  0.000  0.529     0.00     0.00 -1  -4.8e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.956e-04 -1.161 0.435 0.023 -0.197 -0.637 -0.484 -0.807 -1.039 -1.322 -1.241 -1.577 -1.663 -1.883
0.00027635 -1.75000 10.11400 0.7851312757 2.4134111404    0.775  2.410  3.6815  1.595    3  0.000  0.529     0.00     0.00 -1 -5.42e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.956e-04 -1.256 0.370 -0.054 -0.279 -0.728 -0.572 -0.899 -1.134 -1.419 -1.337 -1.675 -1.762 -1.984
0.00027635 -1.75000 10.11400 0.7851533890 2.4134192467    0.774  2.448  3.6795  1.548    3  0.000  0.529     0.00     0.00 -1 -6.12e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.351 0.307 -0.130 -0.360 -0.818 -0.658 -0.991 -1.229 -1.515 -1.433 -1.774 -1.861 -2.084
0.00027635 -1.75000 10.11400 0.7851778269 2.4134280682    0.773  2.494  3.6771  1.493    3  0.000  0.529     0.00     0.00 -1 -7.05e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.956e-04 -1.465 0.212 -0.227 -0.456 -0.917 -0.757 -1.092 -1.332 -1.619 -1.537 -1.883 -1.972 -2.197
0.00027635 -1.75000 10.11400 0.7851963043 2.4134349823    0.773  2.531  3.6752  1.448    3  0.000  0.529     0.00     0.00 -1  -7.9e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.556 0.154 -0.297 -0.532 -1.001 -0.838 -1.178 -1.420 -1.709 -1.627 -1.976 -2.066 -2.294
0.00027635 -1.75000 10.11400 0.7852167487 2.4134423733    0.772  2.574  3.6728  1.395    3  0.000  0.529     0.00     0.00 -1 -9.03e-16      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.665 0.089 -0.379 -0.619 -1.099 -0.933 -1.280 -1.525 -1.817 -1.734 -2.087 -2.178 -2.408
0.00027635 -1.75000 10.11400 0.7852357030 2.4134492874    0.771  2.617  3.6704  1.342    3  0.000  0.529     0.00     0.00 -1 -1.03e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.773 0.028 -0.458 -0.704 -1.197 -1.026 -1.381 -1.630 -1.924 -1.841 -2.198 -2.290 -2.522
0.00027635 -1.75000 10.11400 0.7852537632 2.4134559631    0.770  2.662  3.6679  1.287    3  0.000  0.529     0.00     0.00 -1 -1.18e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.885 -0.031 -0.536 -0.789 -1.295 -1.120 -1.483 -1.736 -2.033 -1.950 -2.311 -2.404 -2.639
0.00027635 -1.75000 10.11400 0.7852687836 2.4134614468    0.769  2.702  3.6656  1.237    3  0.000  0.529     0.00     0.00 -1 -1.33e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -1.984 -0.078 -0.603 -0.862 -1.381 -1.202 -1.573 -1.830 -2.129 -2.046 -2.412 -2.506 -2.744
0.00027635 -1.75000 10.11400 0.7852837443 2.4134669304    0.768  2.744  3.6631  1.184    3  0.000  0.529     0.00     0.00 -1 -1.51e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.090 -0.127 -0.673 -0.939 -1.474 -1.289 -1.669 -1.931 -2.233 -2.149 -2.520 -2.615 -2.855
0.00027635 -1.75000 10.11400 0.7852969170 2.4134716988    0.767  2.784  3.6607  1.134    3  0.000  0.529     0.00     0.00 -1 -1.71e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.190 -0.166 -0.734 -1.008 -1.558 -1.369 -1.758 -2.025 -2.330 -2.246 -2.622 -2.718 -2.961
0.00027635 -1.75000 10.11400 0.7853091359 2.4134759903    0.766  2.824  3.6583  1.084    3  0.000  0.529     0.00     0.00 -1 -1.92e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.290 -0.200 -0.793 -1.073 -1.640 -1.446 -1.845 -2.117 -2.425 -2.340 -2.722 -2.819 -3.065
0.00027635 -1.75000 10.11400 0.7853205800 2.4134802818    0.765  2.864  3.6559  1.033    3  0.000  0.529     0.00     0.00 -1 -2.16e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.389 -0.245 -0.855 -1.140 -1.721 -1.523 -1.930 -2.206 -2.516 -2.432 -2.819 -2.917 -3.166
0.00027635 -1.75000 10.11400 0.7853306532 2.4134838581    0.763  2.901  3.6536  0.986    3  0.000  0.529     0.00     0.00 -1 -2.41e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.958e-04 -2.482 -0.288 -0.913 -1.202 -1.796 -1.594 -2.009 -2.289 -2.601 -2.517 -2.909 -3.009 -3.261
0.00027635 -1.75000 10.11400 0.7853404880 2.4134874344    0.762  2.940  3.6512  0.937    3  0.000  0.529     0.00     0.00 -1  -2.7e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.958e-04 -2.579 -0.326 -0.970 -1.263 -1.871 -1.665 -2.090 -2.374 -2.689 -2.605 -3.004 -3.105 -3.360
0.00027635 -1.75000 10.11400 0.7853491306 2.4134907722    0.760  2.976  3.6489  0.891    3  0.000  0.529     0.00     0.00 -1    -3e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.669 -0.359 -1.021 -1.317 -1.940 -1.730 -2.164 -2.452 -2.770 -2.686 -3.091 -3.194 -3.452
0.00027635 -1.75000 10.11400 0.7853571773 2.4134936333    0.759  3.011  3.6466  0.845    3  0.000  0.529     0.00     0.00 -1 -3.33e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.758 -0.391 -1.070 -1.370 -2.007 -1.793 -2.236 -2.528 -2.849 -2.765 -3.176 -3.280 -3.542
0.00027635 -1.75000 10.11400 0.7853651643 2.4134964943    0.757  3.049  3.6442  0.797    3  0.000  0.529     0.00     0.00 -1 -3.71e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.471e-05 1.297e-04 -1.000 2.957e-04 -2.851 -0.423 -1.121 -1.424 -2.077 -1.859 -2.311 -2.608 -2.932 -2.847 -3.265 -3.371 -3.636
0.00027635 -1.75000 10.11400 0.7853718996 2.4134991169    0.755  3.082  3.6419  0.754    3  0.000  0.529     0.00     0.00 -1 -4.09e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -2.934 -0.450 -1.165 -1.471 -2.138 -1.916 -2.378 -2.678 -3.005 -2.920 -3.344 -3.451 -3.720
0.00027635 -1.75000 10.11400 0.7853788137 2.4135015011    0.753  3.118  3.6396  0.707    3  0.000  0.529     0.00     0.00 -1 -4.53e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.024 -0.481 -1.213 -1.523 -2.205 -1.979 -2.450 -2.755 -3.084 -2.999 -3.430 -3.538 -3.810
0.00027635 -1.75000 10.11400 0.7853850126 2.4135038853    0.750  3.152  3.6373  0.663    3  0.000  0.529     0.00     0.00 -1 -5.01e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.109 -0.504 -1.254 -1.567 -2.265 -2.034 -2.516 -2.825 -3.157 -3.072 -3.510 -3.620 -3.895
0.00027635 -1.75000 10.11400 0.7853908539 2.4135060310    0.748  3.185  3.6351  0.619    3  0.000  0.529     0.00     0.00 -1 -5.52e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.193 -0.526 -1.295 -1.610 -2.323 -2.089 -2.581 -2.894 -3.228 -3.144 -3.588 -3.700 -3.978
0.00027635 -1.75000 10.11400 0.7853965163 2.4135079384    0.745  3.219  3.6328  0.575    3  0.000  0.529     0.00     0.00 -1 -6.09e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.278 -0.549 -1.335 -1.653 -2.383 -2.144 -2.646 -2.963 -3.301 -3.216 -3.667 -3.780 -4.063
0.00027635 -1.75000 10.11400 0.7854016423 2.4135098457    0.743  3.251  3.6307  0.533    3  0.000  0.529     0.00     0.00 -1 -6.68e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.357 -0.568 -1.372 -1.692 -2.437 -2.195 -2.706 -3.027 -3.368 -3.283 -3.741 -3.856 -4.141
0.00027635 -1.75000 10.11400 0.7854073644 2.4135119915    0.739  3.285  3.6285  0.488    3  0.000  0.529     0.00     0.00 -1 -7.41e-15      0.00 7.529e-01 2.468e-01 5.141e-05 1.472e-05 1.297e-04 -1.000 2.958e-04 -3.443 -0.586 -1.409 -1.731 -2.493 -2.247 -2.770 -3.095 -3.439 -3.354 -3.820 -3.936 -4.225
0.00027635 -1.75000 10.11400 0.7854073644 2.4135119915    0.720  1.678  3.8647  3.028    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.574 1.139 1.033 0.956 0.809 0.865 0.761 0.669 0.562 0.595 0.464 0.428 0.334
0.00027635 -1.75000 10.11400 0.7854106426 2.4135131836    0.721  1.693  3.8587  2.990    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.539 1.123 1.010 0.930 0.775 0.834 0.723 0.627 0.512 0.547 0.410 0.374 0.277
0.00027635 -1.75000 10.11400 0.7854651213 2.4135329723    0.721  1.699  3.8558  2.971    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.522 1.115 1.000 0.918 0.759 0.820 0.706 0.607 0.488 0.525 0.385 0.348 0.250
0.00027635 -1.75000 10.11400 0.7855201960 2.4135529995    0.721  1.700  3.8566  2.975    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.521 1.111 0.997 0.916 0.758 0.818 0.705 0.607 0.489 0.526 0.387 0.350 0.252
0.00027635 -1.75000 10.11400 0.7855764627 2.4135737419    0.721  1.700  3.8577  2.979    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.521 1.107 0.994 0.914 0.757 0.817 0.705 0.608 0.492 0.528 0.390 0.353 0.256
0.00027635 -1.75000 10.11400 0.7856322527 2.4135940075    0.721  1.699  3.8590  2.985    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.522 1.103 0.992 0.912 0.757 0.816 0.706 0.610 0.495 0.531 0.394 0.357 0.261
0.00027635 -1.75000 10.11400 0.7856847048 2.4136130810    0.721  1.699  3.8604  2.990    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.523 1.100 0.989 0.910 0.757 0.816 0.707 0.612 0.499 0.534 0.399 0.362 0.266
0.00027635 -1.75000 10.11400 0.7857362628 2.4136319160    0.721  1.699  3.8618  2.996    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.524 1.096 0.987 0.909 0.758 0.816 0.708 0.615 0.504 0.538 0.404 0.368 0.272
0.00027635 -1.75000 10.11400 0.7857884765 2.4136509895    0.721  1.698  3.8632  3.003    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.525 1.093 0.985 0.908 0.759 0.816 0.710 0.618 0.508 0.542 0.410 0.374 0.279
0.00027635 -1.75000 10.11400 0.7858430147 2.4136707783    0.721  1.698  3.8647  3.009    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.059e-04 0.526 1.089 0.983 0.907 0.760 0.816 0.712 0.620 0.513 0.547 0.416 0.380 0.285
0.00027635 -1.75000 10.11400 0.7858968377 2.4136903286    0.721  1.697  3.8658  3.014    4  0.000  0.529     0.00     0.00 -1    -1e-30      0.00 7.498e-01 2.499e-01 5.217e-05 1.507e-05 1.319e-04 -1.000 3.058e-04 0.526 1.086 0.981 0.905 0.760 0.815 0.712 0.622 0.516 0.549 0.419 0.384 0.290
