1,0.04,0.1,0.04,0.2,22,0,3,5,12,13,17,18,21,22,23,28,29,30,11,9,24,43,19,20,16,7,100,100,100,100,100,100
1,-0.02,0.1,0,0,19,18,18,27,28,0,5,8,12,39,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.02,0,0,0,19.25,0,0,17,23,24,2,7,26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.01,0.2,0.02,0.2,18.5,8,8,11,19,24,26,31,34,27,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,0.2,-0.01,-0.1,19.5,0,3,8,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.01,0,0.02,0,20,0,0,2,5,12,7,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0.3,0,0.3,23.25,7,10,0,2,4,5,13,16,26,27,30,22,21,17,18,14,12,100,100,100,100,100,100,100,100,100,100
1,0.06,0,0.05,0.1,22.25,0,17,19,20,21,22,25,27,37,41,42,43,36,26,29,31,32,100,100,100,100,100,100,100,100,100,100
1,-0.02,0,0,0,20.75,13,17,1,2,3,8,9,22,25,29,30,31,28,23,12,21,100,100,100,100,100,100,100,100,100,100,100
1,-0.03,0.1,-0.02,0,20.75,12,16,0,1,2,4,6,8,9,18,20,21,22,23,25,29,30,32,35,37,31,28,27,5,100,100,100
1,0.01,0.2,0,0.2,21.25,0,7,9,11,12,15,16,21,23,31,33,27,39,43,100,100,100,100,100,100,100,100,100,100,100,100,100
