1,-0.01,0,0,0,21.5,3,8,1,10,15,16,17,18,19,22,24,25,30,33,35,38,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,-0.1,-0.02,0,20.75,19,26,0,1,3,4,5,9,13,35,36,37,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.05,-0.1,0,0,20.5,10,27,0,2,3,4,6,7,33,42,44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.03,0,-0.02,0,17.5,14,17,0,11,25,26,27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.03,0.05,-0.02,0.2,18.75,4,6,9,11,12,13,14,33,35,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0,-0.02,0,18.5,16,18,0,3,13,22,25,29,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.02,0,0,0,19.75,25,27,6,7,16,17,22,31,33,44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.04,0.21,0,0.2,19.25,20,22,2,4,6,17,18,31,12,33,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.08,0,0.1,0,19.25,0,1,5,13,19,22,6,7,9,11,12,29,34,36,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0.05,-0.04,0,19.5,21,21,31,14,19,20,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.02,0,0.02,0,18,14,15,2,10,29,33,35,36,20,22,24,26,28,17,18,6,7,4,100,100,100,100,100,100,100,100,100
1,0,0,0.01,-0.2,20.25,3,3,10,11,13,14,20,26,27,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0,0.02,0.1,19,3,3,6,9,10,22,23,34,35,36,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0,0.02,0.1,18.75,19,24,16,6,9,12,26,39,44,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.01,0.02,0.02,0.1,20,4,4,7,26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.01,0,0.02,0.1,20,7,8,18,0,25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0.5,0,0.4,18,4,4,13,16,18,22,24,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0,0,0,18.75,0,1,23,31,11,16,20,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0,0,0,19.75,4,4,13,17,22,36,33,29,28,23,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.01,0,0.02,0.1,19.5,17,18,0,1,7,11,12,28,19,20,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,0,0,0,18.25,18,19,20,6,7,9,12,16,29,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.09,0,-0.06,0,19.75,21,26,0,1,2,9,13,14,15,11,7,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.02,0.05,0,0.2,19.75,4,5,7,9,10,11,14,17,36,40,41,42,34,24,25,20,21,22,16,100,100,100,100,100,100,100,100
1,0.03,0.2,0.04,0.2,19.5,0,0,7,10,13,15,19,23,29,54,50,35,21,12,18,100,100,100,100,100,100,100,100,100,100,100,100
1,0.07,0,0.07,0.1,19.75,10,12,5,6,8,20,40,41,42,22,23,18,10,2,9,100,100,100,100,100,100,100,100,100,100,100,100
1,0.05,0,0.07,0.1,16.5,8,11,1,6,13,14,18,19,23,28,0,2,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.07,0.1,0.08,0.1,19.5,5,10,0,1,2,13,19,20,21,24,39,35,33,32,23,100,100,100,100,100,100,100,100,100,100,100,100
1,0.06,0,0.08,0,19.25,3,8,12,13,14,18,23,24,31,32,33,28,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,0.1,0,0.2,18.25,2,2,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,0.2,0,0.2,18,0,1,9,12,16,36,38,30,26,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.05,0.3,-0.02,0.2,18.25,14,15,3,4,6,10,19,35,36,37,29,22,23,12,8,9,100,100,100,100,100,100,100,100,100,100,100
1,-0.11,0,-0.09,0,19.5,21,25,0,2,3,6,7,11,13,14,18,32,33,57,41,43,16,48,45,100,100,100,100,100,100,100,100
1,0.01,0.1,0.02,0.2,18.5,0,0,10,12,21,34,17,8,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0,0.02,0,18.5,5,11,1,3,38,33,31,27,28,24,20,21,22,13,14,0,100,100,100,100,100,100,100,100,100,100,100
1,-0.05,-0.1,-0.02,0,18.75,14,18,1,5,7,9,10,12,2,40,32,33,34,25,24,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.06,0,-0.04,0,18.75,0,4,6,14,15,16,28,29,31,23,24,25,17,11,10,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0.4,-0.05,0.4,20.5,28,32,0,1,2,3,4,5,6,19,17,18,20,21,22,10,12,100,100,100,100,100,100,100,100,100,100
1,0,0,0,0.3,16.25,13,16,10,3,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0.03,0.2,0.04,0.2,21.25,1,13,16,18,21,31,35,19,27,28,30,39,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0.2,-0.03,0.4,21.25,0,8,20,27,28,29,30,31,32,33,34,21,23,17,18,14,13,100,100,100,100,100,100,100,100,100,100
1,0.06,-0.1,0.08,0,19.75,6,12,0,2,4,18,20,38,39,32,34,35,25,22,16,13,14,24,21,100,100,100,100,100,100,100,100
1,0.06,0.1,0.08,0,19,0,0,1,9,11,16,20,21,8,2,15,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.03,0,-0.01,0,18.5,0,0,8,10,15,17,19,21,23,13,12,9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.02,0,0,0,19.75,9,12,15,19,21,25,26,27,29,32,34,36,38,45,46,6,100,100,100,100,100,100,100,100,100,100,100
1,-0.06,0,-0.06,-0.2,19.5,21,24,0,1,7,9,13,15,16,27,33,40,42,44,47,52,100,100,100,100,100,100,100,100,100,100,100
1,-0.05,-0.1,-0.02,0,19.25,25,27,0,1,9,11,12,16,17,19,23,52,21,22,6,30,45,18,8,100,100,100,100,100,100,100,100
1,0.02,-0.1,0.02,0,19.25,16,20,2,4,5,8,11,13,0,15,21,33,34,37,43,44,46,100,100,100,100,100,100,100,100,100,100
1,0.02,0.3,0,0.4,17.25,7,8,5,10,11,14,16,20,23,26,28,48,31,33,18,15,100,100,100,100,100,100,100,100,100,100,100
1,0.02,0.2,0.02,0.3,19,2,2,5,7,14,34,35,36,37,28,10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.01,0.2,-0.02,0.2,21.25,0,3,16,17,29,35,36,39,40,56,60,61,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0.2,0,0.2,19,0,3,5,6,12,13,15,16,19,22,24,31,11,36,32,28,27,23,100,100,100,100,100,100,100,100,100
1,0.02,0,0.02,0.2,18.75,13,14,22,23,24,4,8,19,20,25,30,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,0,0.2,0,0.4,17,0,1,3,7,10,11,8,4,20,30,17,19,26,28,30,32,38,39,100,100,100,100,100,100,100,100,100
1,-0.04,0.2,-0.02,0.2,19.5,2,7,18,13,14,30,9,10,19,21,23,28,38,41,46,35,15,100,100,100,100,100,100,100,100,100,100
1,0.03,0.1,0.04,0.3,17.75,8,11,1,5,16,37,34,31,26,14,25,17,43,100,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.04,0,-0.01,0,17.75,11,13,0,4,5,6,9,24,31,14,15,22,23,27,29,33,34,35,37,100,100,100,100,100,100,100,100
1,-0.01,0,0,0,20,23,25,5,8,12,13,15,2,30,35,39,40,41,42,100,100,100,100,100,100,100,100,100,100,100,100,100
1,-0.02,-0.1,0,0,20,19,22,8,9,11,17,12,5,1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
