1,-0.01,0,0,0,21.5,3,7,0,1,100,100,100,100,100,100,6,13,14,15,16,100,100,100,100,100,100,0
1,-0.01,-0.1,-0.02,0,20.75,3,6,1,100,100,100,100,100,100,100,13,21,16,30,27,100,100,100,100,100,100,0
1,-0.05,-0.1,0,0,20.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.03,0,-0.02,0,17.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.03,0.05,-0.02,0.2,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0,-0.02,0,18.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,0,0,0,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.04,0.21,0,0.2,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.08,0,0.1,0,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0.05,-0.04,0,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.02,0,0.02,0,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0.01,-0.2,20.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0.02,0.1,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0.02,0.1,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0.02,0.02,0.1,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0,0.02,0.1,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0.5,0,0.4,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0,0,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0,0,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0,0.02,0.1,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0,0,0,18.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.09,0,-0.06,0,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,0.05,0,0.2,19.75,16,24,0,2,3,4,5,7,8,9,10,11,14,100,100,100,100,100,100,100,100,0
1,0.03,0.2,0.04,0.2,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.07,0,0.07,0.1,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.05,0,0.07,0.1,16.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.07,0.1,0.08,0.1,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.06,0,0.08,0,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0.1,0,0.2,18.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0.2,0,0.2,18,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.05,0.3,-0.02,0.2,18.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.11,0,-0.09,0,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0.1,0.02,0.2,18.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0.02,0,18.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.05,-0.1,-0.02,0,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.06,0,-0.04,0,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0.4,-0.05,0.4,20.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0,0,0.3,16.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.03,0.2,0.04,0.2,21.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0.2,-0.03,0.4,21.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.06,-0.1,0.08,0,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.06,0.1,0.08,0,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.03,0,-0.01,0,18.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,0,0,0,19.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.06,0,-0.06,-0.2,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.05,-0.1,-0.02,0,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.02,-0.1,0.02,0,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.02,0.3,0,0.4,17.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.02,0.2,0.02,0.3,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0.2,-0.02,0.2,21.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0.2,0,0.2,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.02,0,0.02,0.2,18.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0,0.2,0,0.4,17,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0.2,-0.02,0.2,19.5,16,24,0,3,4,6,7,8,10,11,13,14,100,100,100,100,100,100,100,100,100,0
1,0.03,0.1,0.04,0.3,17.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.04,0,-0.01,0,17.75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0,0,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,-0.1,0,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.04,0.1,0.04,0.2,22,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,0.1,0,0,19,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.02,0,0,0,19.25,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0.2,0.02,0.2,18.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,-0.01,0.2,-0.01,-0.1,19.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
1,0.01,0,0.02,0,20,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0
