#Teff log_g M_div_h F606W F814W 
4052.6316 3.1578947 -0.35714286 -0.583 0.582
4052.6316 3.1578947 0.071428571 -0.678 0.599
4052.6316 0.26315789 -1.2142857 -0.555 0.566
4052.6316 3.1578947 0.5 -0.82 0.617
4315.7895 3.1578947 -2.5 -0.294 0.632
4315.7895 3.1578947 -2.0714286 -0.307 0.612
4315.7895 3.1578947 -1.6428571 -0.314 0.605
4315.7895 3.1578947 -1.2142857 -0.317 0.608
4315.7895 3.1578947 -0.78571429 -0.316 0.619
4315.7895 3.1578947 -0.35714286 -0.32 0.634
4315.7895 3.1578947 0.071428571 -0.338 0.655
4315.7895 3.1578947 0.5 -0.386 0.681
4578.9474 3.1578947 -2.5 -0.184 0.649
4052.6316 0.26315789 -0.78571429 -0.537 0.57
4578.9474 3.1578947 -2.0714286 -0.188 0.638
4578.9474 3.1578947 -1.6428571 -0.188 0.635
4578.9474 3.1578947 -1.2142857 -0.185 0.64
4578.9474 3.1578947 -0.78571429 -0.177 0.651
4578.9474 3.1578947 -0.35714286 -0.168 0.668
4578.9474 3.1578947 0.071428571 -0.16 0.69
4578.9474 3.1578947 0.5 -0.164 0.716
4842.1053 3.1578947 -2.5 -0.11 0.646
4842.1053 3.1578947 -2.0714286 -0.106 0.644
4842.1053 3.1578947 -1.6428571 -0.101 0.645
4052.6316 0.26315789 -0.35714286 -0.53 0.581
4842.1053 3.1578947 -1.2142857 -0.092 0.651
4842.1053 3.1578947 -0.78571429 -0.079 0.664
4842.1053 3.1578947 -0.35714286 -0.063 0.683
4842.1053 3.1578947 0.071428571 -0.047 0.708
4842.1053 3.1578947 0.5 -0.035 0.737
5105.2632 3.1578947 -2.5 -0.065 0.622
5105.2632 3.1578947 -2.0714286 -0.055 0.628
5105.2632 3.1578947 -1.6428571 -0.044 0.636
5105.2632 3.1578947 -1.2142857 -0.029 0.646
5105.2632 3.1578947 -0.78571429 -0.011 0.661
4052.6316 0.26315789 0.071428571 -0.545 0.6
5105.2632 3.1578947 -0.35714286 0.01 0.682
5105.2632 3.1578947 0.071428571 0.033 0.71
5105.2632 3.1578947 0.5 0.052 0.743
5368.4211 3.1578947 -2.5 -0.037 0.588
5368.4211 3.1578947 -2.0714286 -0.025 0.598
5368.4211 3.1578947 -1.6428571 -0.008 0.611
5368.4211 3.1578947 -1.2142857 0.012 0.626
5368.4211 3.1578947 -0.78571429 0.035 0.645
5368.4211 3.1578947 -0.35714286 0.06 0.668
5368.4211 3.1578947 0.071428571 0.088 0.698
4052.6316 0.26315789 0.5 -0.593 0.628
5368.4211 3.1578947 0.5 0.113 0.735
3526.3158 0 -1.2142857 -1.464 0.296
5631.5789 3.1578947 -2.5 -0.017 0.552
5631.5789 3.1578947 -2.0714286 -0.004 0.562
5631.5789 3.1578947 -1.6428571 0.014 0.577
5631.5789 3.1578947 -1.2142857 0.037 0.596
5631.5789 3.1578947 -0.78571429 0.065 0.618
5631.5789 3.1578947 -0.35714286 0.095 0.644
5631.5789 3.1578947 0.071428571 0.126 0.675
5631.5789 3.1578947 0.5 0.156 0.714
5894.7368 3.1578947 -2.5 0.001 0.516
4315.7895 0.26315789 -2.5 -0.41 0.676
5894.7368 3.1578947 -2.0714286 0.013 0.526
5894.7368 3.1578947 -1.6428571 0.03 0.54
5894.7368 3.1578947 -1.2142857 0.053 0.559
5894.7368 3.1578947 -0.78571429 0.084 0.584
5894.7368 3.1578947 -0.35714286 0.118 0.612
5894.7368 3.1578947 0.071428571 0.152 0.644
5894.7368 3.1578947 0.5 0.185 0.684
6157.8947 3.1578947 -2.5 0.016 0.479
6157.8947 3.1578947 -2.0714286 0.027 0.488
6157.8947 3.1578947 -1.6428571 0.043 0.501
4315.7895 0.26315789 -2.0714286 -0.389 0.667
6157.8947 3.1578947 -1.2142857 0.066 0.519
3000 0 -2.0714286 -2.374 0.251
6157.8947 3.1578947 -0.78571429 0.096 0.544
6157.8947 3.1578947 -0.35714286 0.132 0.574
6157.8947 3.1578947 0.071428571 0.169 0.608
6157.8947 3.1578947 0.5 0.205 0.646
6421.0526 3.1578947 -2.5 0.03 0.442
6421.0526 3.1578947 -2.0714286 0.04 0.45
6421.0526 3.1578947 -1.6428571 0.055 0.462
6421.0526 3.1578947 -1.2142857 0.076 0.478
6421.0526 3.1578947 -0.78571429 0.104 0.502
4315.7895 0.26315789 -1.6428571 -0.368 0.656
6421.0526 3.1578947 -0.35714286 0.14 0.531
6421.0526 3.1578947 0.071428571 0.179 0.566
6421.0526 3.1578947 0.5 0.218 0.604
6684.2105 3.1578947 -2.5 0.042 0.403
6684.2105 3.1578947 -2.0714286 0.051 0.41
6684.2105 3.1578947 -1.6428571 0.064 0.421
6684.2105 3.1578947 -1.2142857 0.084 0.436
6684.2105 3.1578947 -0.78571429 0.11 0.457
6684.2105 3.1578947 -0.35714286 0.144 0.485
6684.2105 3.1578947 0.071428571 0.184 0.519
4315.7895 0.26315789 -1.2142857 -0.348 0.65
6684.2105 3.1578947 0.5 0.224 0.558
6947.3684 3.1578947 -2.5 0.052 0.362
6947.3684 3.1578947 -2.0714286 0.06 0.368
6947.3684 3.1578947 -1.6428571 0.072 0.378
6947.3684 3.1578947 -1.2142857 0.089 0.391
6947.3684 3.1578947 -0.78571429 0.113 0.41
6947.3684 3.1578947 -0.35714286 0.145 0.436
6947.3684 3.1578947 0.071428571 0.184 0.469
6947.3684 3.1578947 0.5 0.225 0.506
7210.5263 3.1578947 -2.5 0.059 0.319
4315.7895 0.26315789 -0.78571429 -0.329 0.649
7210.5263 3.1578947 -2.0714286 0.066 0.325
7210.5263 3.1578947 -1.6428571 0.077 0.333
7210.5263 3.1578947 -1.2142857 0.092 0.344
7210.5263 3.1578947 -0.78571429 0.113 0.361
7210.5263 3.1578947 -0.35714286 0.142 0.384
7210.5263 3.1578947 0.071428571 0.178 0.414
7210.5263 3.1578947 0.5 0.218 0.45
7473.6842 3.1578947 -2.5 0.061 0.272
7473.6842 3.1578947 -2.0714286 0.067 0.277
7473.6842 3.1578947 -1.6428571 0.076 0.284
4315.7895 0.26315789 -0.35714286 -0.312 0.656
7473.6842 3.1578947 -1.2142857 0.089 0.294
7473.6842 3.1578947 -0.78571429 0.108 0.308
7473.6842 3.1578947 -0.35714286 0.133 0.328
7473.6842 3.1578947 0.071428571 0.165 0.354
7473.6842 3.1578947 0.5 0.203 0.387
7736.8421 3.1578947 -2.5 0.052 0.219
7736.8421 3.1578947 -2.0714286 0.057 0.223
7736.8421 3.1578947 -1.6428571 0.066 0.229
7736.8421 3.1578947 -1.2142857 0.078 0.238
7736.8421 3.1578947 -0.78571429 0.095 0.251
4315.7895 0.26315789 0.071428571 -0.302 0.672
7736.8421 3.1578947 -0.35714286 0.117 0.268
7736.8421 3.1578947 0.071428571 0.147 0.292
7736.8421 3.1578947 0.5 0.182 0.322
8000 3.1578947 -2.5 0.032 0.161
8000 3.1578947 -2.0714286 0.038 0.165
8000 3.1578947 -1.6428571 0.047 0.171
8000 3.1578947 -1.2142857 0.06 0.18
8000 3.1578947 -0.78571429 0.075 0.193
8000 3.1578947 -0.35714286 0.096 0.209
8000 3.1578947 0.071428571 0.123 0.23
4315.7895 0.26315789 0.5 -0.306 0.697
8000 3.1578947 0.5 0.157 0.259
3000 3.4210526 -2.5 -1.265 0.576
3000 3.4210526 -2.0714286 -1.445 0.528
3000 3.4210526 -1.6428571 -1.708 0.496
3000 3.4210526 -1.2142857 -2.085 0.451
3000 3.4210526 -0.78571429 -2.545 0.358
3000 3.4210526 -0.35714286 -3.023 0.183
3000 3.4210526 0.071428571 -3.429 -0.067
3000 3.4210526 0.5 -3.608 -0.285
3263.1579 3.4210526 -2.5 -0.934 0.599
4578.9474 0.26315789 -2.5 -0.233 0.712
3263.1579 3.4210526 -2.0714286 -1.005 0.582
3263.1579 3.4210526 -1.6428571 -1.134 0.578
3263.1579 3.4210526 -1.2142857 -1.422 0.558
3263.1579 3.4210526 -0.78571429 -1.925 0.475
3263.1579 3.4210526 -0.35714286 -2.542 0.288
3263.1579 3.4210526 0.071428571 -2.976 0.032
3263.1579 3.4210526 0.5 -3.224 -0.235
3526.3158 3.4210526 -2.5 -0.709 0.617
3526.3158 3.4210526 -2.0714286 -0.743 0.608
3526.3158 3.4210526 -1.6428571 -0.809 0.605
4578.9474 0.26315789 -2.0714286 -0.222 0.711
3526.3158 3.4210526 -1.2142857 -0.987 0.585
3526.3158 0 -0.78571429 -1.654 0.281
3526.3158 3.4210526 -0.78571429 -1.355 0.519
3526.3158 3.4210526 -0.35714286 -1.884 0.386
3526.3158 3.4210526 0.071428571 -2.351 0.21
3526.3158 3.4210526 0.5 -2.731 -0.003
3789.4737 3.4210526 -2.5 -0.554 0.628
3789.4737 3.4210526 -2.0714286 -0.578 0.615
3789.4737 3.4210526 -1.6428571 -0.62 0.598
3789.4737 3.4210526 -1.2142857 -0.711 0.572
3789.4737 3.4210526 -0.78571429 -0.882 0.541
4578.9474 0.26315789 -1.6428571 -0.209 0.706
3789.4737 3.4210526 -0.35714286 -1.12 0.512
3789.4737 3.4210526 0.071428571 -1.388 0.476
3789.4737 3.4210526 0.5 -1.678 0.421
4052.6316 3.4210526 -2.5 -0.42 0.631
4052.6316 3.4210526 -2.0714286 -0.443 0.607
4052.6316 3.4210526 -1.6428571 -0.466 0.585
4052.6316 3.4210526 -1.2142857 -0.493 0.575
4052.6316 3.4210526 -0.78571429 -0.533 0.577
4052.6316 3.4210526 -0.35714286 -0.599 0.587
4052.6316 3.4210526 0.071428571 -0.705 0.602
4578.9474 0.26315789 -1.2142857 -0.194 0.702
4052.6316 3.4210526 0.5 -0.856 0.616
4315.7895 3.4210526 -2.5 -0.288 0.643
4315.7895 3.4210526 -2.0714286 -0.302 0.62
4315.7895 3.4210526 -1.6428571 -0.313 0.608
4315.7895 3.4210526 -1.2142857 -0.317 0.61
4315.7895 3.4210526 -0.78571429 -0.319 0.62
4315.7895 3.4210526 -0.35714286 -0.325 0.636
4315.7895 3.4210526 0.071428571 -0.349 0.656
4315.7895 3.4210526 0.5 -0.404 0.682
4578.9474 3.4210526 -2.5 -0.181 0.654
4578.9474 0.26315789 -0.78571429 -0.177 0.701
4578.9474 3.4210526 -2.0714286 -0.185 0.641
4578.9474 3.4210526 -1.6428571 -0.188 0.636
4578.9474 3.4210526 -1.2142857 -0.185 0.64
4578.9474 3.4210526 -0.78571429 -0.179 0.651
4578.9474 3.4210526 -0.35714286 -0.171 0.668
4578.9474 3.4210526 0.071428571 -0.165 0.69
4578.9474 3.4210526 0.5 -0.172 0.716
4842.1053 3.4210526 -2.5 -0.107 0.649
4842.1053 3.4210526 -2.0714286 -0.104 0.646
4842.1053 3.4210526 -1.6428571 -0.1 0.645
4578.9474 0.26315789 -0.35714286 -0.16 0.707
4842.1053 3.4210526 -1.2142857 -0.092 0.651
4842.1053 3.4210526 -0.78571429 -0.08 0.663
4842.1053 3.4210526 -0.35714286 -0.065 0.682
4842.1053 3.4210526 0.071428571 -0.05 0.706
4842.1053 3.4210526 0.5 -0.039 0.735
5105.2632 3.4210526 -2.5 -0.063 0.625
5105.2632 3.4210526 -2.0714286 -0.054 0.63
5105.2632 3.4210526 -1.6428571 -0.043 0.635
5105.2632 3.4210526 -1.2142857 -0.03 0.645
5105.2632 3.4210526 -0.78571429 -0.012 0.66
4578.9474 0.26315789 0.071428571 -0.144 0.721
5105.2632 3.4210526 -0.35714286 0.008 0.681
5105.2632 3.4210526 0.071428571 0.031 0.708
5105.2632 3.4210526 0.5 0.05 0.741
5368.4211 3.4210526 -2.5 -0.038 0.588
5368.4211 3.4210526 -2.0714286 -0.026 0.598
5368.4211 3.4210526 -1.6428571 -0.008 0.611
5368.4211 3.4210526 -1.2142857 0.011 0.626
5368.4211 3.4210526 -0.78571429 0.033 0.643
5368.4211 3.4210526 -0.35714286 0.059 0.667
5368.4211 3.4210526 0.071428571 0.086 0.696
4578.9474 0.26315789 0.5 -0.134 0.745
5368.4211 3.4210526 0.5 0.111 0.733
5631.5789 3.4210526 -2.5 -0.02 0.55
5631.5789 3.4210526 -2.0714286 -0.008 0.56
5631.5789 3.4210526 -1.6428571 0.011 0.576
5631.5789 3.4210526 -1.2142857 0.035 0.594
5631.5789 3.4210526 -0.78571429 0.062 0.617
5631.5789 3.4210526 -0.35714286 0.092 0.643
5631.5789 3.4210526 0.071428571 0.123 0.674
5631.5789 3.4210526 0.5 0.153 0.712
5894.7368 3.4210526 -2.5 -0.006 0.512
4842.1053 0.26315789 -2.5 -0.105 0.716
5894.7368 3.4210526 -2.0714286 0.006 0.522
5894.7368 3.4210526 -1.6428571 0.024 0.536
5894.7368 3.4210526 -1.2142857 0.048 0.556
5894.7368 3.4210526 -0.78571429 0.079 0.582
5894.7368 3.4210526 -0.35714286 0.114 0.611
5894.7368 3.4210526 0.071428571 0.148 0.643
5894.7368 3.4210526 0.5 0.182 0.682
6157.8947 3.4210526 -2.5 0.007 0.474
6157.8947 3.4210526 -2.0714286 0.018 0.483
6157.8947 3.4210526 -1.6428571 0.034 0.497
4842.1053 0.26315789 -2.0714286 -0.1 0.719
6157.8947 3.4210526 -1.2142857 0.058 0.516
6157.8947 3.4210526 -0.78571429 0.089 0.541
6157.8947 3.4210526 -0.35714286 0.127 0.572
6157.8947 3.4210526 0.071428571 0.165 0.606
6157.8947 3.4210526 0.5 0.202 0.645
6421.0526 3.4210526 -2.5 0.018 0.435
6421.0526 3.4210526 -2.0714286 0.029 0.444
6421.0526 3.4210526 -1.6428571 0.044 0.456
6421.0526 3.4210526 -1.2142857 0.066 0.474
6421.0526 3.4210526 -0.78571429 0.096 0.498
4842.1053 0.26315789 -1.6428571 -0.091 0.722
6421.0526 3.4210526 -0.35714286 0.133 0.529
6421.0526 3.4210526 0.071428571 0.174 0.564
6421.0526 3.4210526 0.5 0.214 0.604
6684.2105 3.4210526 -2.5 0.029 0.396
6684.2105 3.4210526 -2.0714286 0.038 0.404
6684.2105 3.4210526 -1.6428571 0.052 0.415
6684.2105 3.4210526 -1.2142857 0.072 0.431
6684.2105 3.4210526 -0.78571429 0.1 0.454
6684.2105 3.4210526 -0.35714286 0.136 0.483
6684.2105 3.4210526 0.071428571 0.178 0.518
4842.1053 0.26315789 -1.2142857 -0.078 0.724
6684.2105 3.4210526 0.5 0.22 0.558
3526.3158 0 -0.35714286 -1.919 0.263
6947.3684 3.4210526 -2.5 0.038 0.356
6947.3684 3.4210526 -2.0714286 0.046 0.363
6947.3684 3.4210526 -1.6428571 0.059 0.373
6947.3684 3.4210526 -1.2142857 0.077 0.387
6947.3684 3.4210526 -0.78571429 0.102 0.407
6947.3684 3.4210526 -0.35714286 0.136 0.434
6947.3684 3.4210526 0.071428571 0.176 0.468
6947.3684 3.4210526 0.5 0.219 0.507
7210.5263 3.4210526 -2.5 0.045 0.314
4842.1053 0.26315789 -0.78571429 -0.064 0.728
7210.5263 3.4210526 -2.0714286 0.052 0.32
7210.5263 3.4210526 -1.6428571 0.064 0.329
7210.5263 3.4210526 -1.2142857 0.08 0.341
7210.5263 3.4210526 -0.78571429 0.102 0.359
7210.5263 3.4210526 -0.35714286 0.132 0.383
7210.5263 3.4210526 0.071428571 0.171 0.414
7210.5263 3.4210526 0.5 0.213 0.452
7473.6842 3.4210526 -2.5 0.048 0.269
7473.6842 3.4210526 -2.0714286 0.054 0.274
7473.6842 3.4210526 -1.6428571 0.065 0.282
4842.1053 0.26315789 -0.35714286 -0.047 0.735
7473.6842 3.4210526 -1.2142857 0.078 0.292
7473.6842 3.4210526 -0.78571429 0.098 0.307
7473.6842 3.4210526 -0.35714286 0.125 0.329
7473.6842 3.4210526 0.071428571 0.16 0.357
7473.6842 3.4210526 0.5 0.2 0.392
7736.8421 3.4210526 -2.5 0.043 0.219
7736.8421 3.4210526 -2.0714286 0.049 0.223
7736.8421 3.4210526 -1.6428571 0.058 0.23
7736.8421 3.4210526 -1.2142857 0.07 0.239
7736.8421 3.4210526 -0.78571429 0.087 0.252
4842.1053 0.26315789 0.071428571 -0.028 0.75
7736.8421 3.4210526 -0.35714286 0.111 0.27
7736.8421 3.4210526 0.071428571 0.142 0.295
7736.8421 3.4210526 0.5 0.18 0.327
8000 3.4210526 -2.5 0.026 0.162
8000 3.4210526 -2.0714286 0.032 0.166
8000 3.4210526 -1.6428571 0.04 0.172
8000 3.4210526 -1.2142857 0.053 0.181
8000 3.4210526 -0.78571429 0.069 0.194
8000 3.4210526 -0.35714286 0.09 0.21
8000 3.4210526 0.071428571 0.119 0.232
4842.1053 0.26315789 0.5 -0.013 0.773
8000 3.4210526 0.5 0.154 0.262
3000 3.6842105 -2.5 -1.247 0.603
3000 3.6842105 -2.0714286 -1.444 0.542
3000 3.6842105 -1.6428571 -1.711 0.499
3000 3.6842105 -1.2142857 -2.062 0.454
3000 3.6842105 -0.78571429 -2.461 0.375
3000 3.6842105 -0.35714286 -2.858 0.236
3000 3.6842105 0.071428571 -3.247 0.022
3000 3.6842105 0.5 -3.494 -0.193
3263.1579 3.6842105 -2.5 -0.93 0.615
5105.2632 0.26315789 -2.5 -0.012 0.705
3263.1579 3.6842105 -2.0714286 -1.01 0.59
3263.1579 3.6842105 -1.6428571 -1.131 0.582
3263.1579 3.6842105 -1.2142857 -1.379 0.566
3263.1579 3.6842105 -0.78571429 -1.81 0.506
3263.1579 3.6842105 -0.35714286 -2.383 0.353
3263.1579 3.6842105 0.071428571 -2.85 0.114
3263.1579 3.6842105 0.5 -3.119 -0.141
3526.3158 3.6842105 -2.5 -0.699 0.63
3526.3158 3.6842105 -2.0714286 -0.737 0.618
3526.3158 3.6842105 -1.6428571 -0.796 0.616
5105.2632 0.26315789 -2.0714286 -0.015 0.704
3526.3158 3.6842105 -1.2142857 -0.944 0.606
3526.3158 3.6842105 -0.78571429 -1.271 0.556
3526.3158 3.6842105 -0.35714286 -1.797 0.432
3526.3158 3.6842105 0.071428571 -2.302 0.248
3526.3158 3.6842105 0.5 -2.679 0.033
3789.4737 3.6842105 -2.5 -0.54 0.641
3789.4737 3.6842105 -2.0714286 -0.562 0.631
3789.4737 3.6842105 -1.6428571 -0.597 0.621
3789.4737 3.6842105 -1.2142857 -0.679 0.6
3789.4737 3.6842105 -0.78571429 -0.849 0.568
5105.2632 0.26315789 -1.6428571 -0.007 0.711
3789.4737 3.6842105 -0.35714286 -1.119 0.528
3789.4737 3.6842105 0.071428571 -1.416 0.479
3789.4737 3.6842105 0.5 -1.713 0.414
4052.6316 3.6842105 -2.5 -0.406 0.647
4052.6316 3.6842105 -2.0714286 -0.428 0.627
4052.6316 3.6842105 -1.6428571 -0.452 0.607
4052.6316 3.6842105 -1.2142857 -0.484 0.592
4052.6316 3.6842105 -0.78571429 -0.535 0.587
4052.6316 3.6842105 -0.35714286 -0.615 0.592
4052.6316 3.6842105 0.071428571 -0.73 0.605
5105.2632 0.26315789 -1.2142857 0.006 0.72
4052.6316 3.6842105 0.5 -0.892 0.615
4315.7895 3.6842105 -2.5 -0.28 0.655
4315.7895 3.6842105 -2.0714286 -0.295 0.632
4315.7895 3.6842105 -1.6428571 -0.308 0.617
4315.7895 3.6842105 -1.2142857 -0.317 0.614
4315.7895 3.6842105 -0.78571429 -0.321 0.623
4315.7895 3.6842105 -0.35714286 -0.331 0.638
4315.7895 3.6842105 0.071428571 -0.361 0.659
4315.7895 3.6842105 0.5 -0.423 0.684
4578.9474 3.6842105 -2.5 -0.177 0.661
5105.2632 0.26315789 -0.78571429 0.022 0.73
4578.9474 3.6842105 -2.0714286 -0.182 0.645
4578.9474 3.6842105 -1.6428571 -0.186 0.638
4578.9474 3.6842105 -1.2142857 -0.185 0.641
4578.9474 3.6842105 -0.78571429 -0.18 0.652
4578.9474 3.6842105 -0.35714286 -0.173 0.669
4578.9474 3.6842105 0.071428571 -0.169 0.69
4578.9474 3.6842105 0.5 -0.179 0.716
4842.1053 3.6842105 -2.5 -0.103 0.654
4842.1053 3.6842105 -2.0714286 -0.101 0.649
4842.1053 3.6842105 -1.6428571 -0.098 0.647
3526.3158 0 0.071428571 -2.24 0.228
5105.2632 0.26315789 -0.35714286 0.039 0.741
4842.1053 3.6842105 -1.2142857 -0.092 0.651
4842.1053 3.6842105 -0.78571429 -0.081 0.664
4842.1053 3.6842105 -0.35714286 -0.067 0.682
4842.1053 3.6842105 0.071428571 -0.052 0.706
4842.1053 3.6842105 0.5 -0.042 0.734
5105.2632 3.6842105 -2.5 -0.06 0.629
5105.2632 3.6842105 -2.0714286 -0.051 0.632
5105.2632 3.6842105 -1.6428571 -0.042 0.637
5105.2632 3.6842105 -1.2142857 -0.029 0.645
5105.2632 3.6842105 -0.78571429 -0.013 0.66
5105.2632 0.26315789 0.071428571 0.059 0.759
5105.2632 3.6842105 -0.35714286 0.007 0.68
5105.2632 3.6842105 0.071428571 0.029 0.707
5105.2632 3.6842105 0.5 0.047 0.739
5368.4211 3.6842105 -2.5 -0.036 0.591
5368.4211 3.6842105 -2.0714286 -0.024 0.6
5368.4211 3.6842105 -1.6428571 -0.008 0.612
5368.4211 3.6842105 -1.2142857 0.011 0.625
5368.4211 3.6842105 -0.78571429 0.032 0.643
5368.4211 3.6842105 -0.35714286 0.057 0.666
5368.4211 3.6842105 0.071428571 0.084 0.695
5105.2632 0.26315789 0.5 0.077 0.783
5368.4211 3.6842105 0.5 0.11 0.731
5631.5789 3.6842105 -2.5 -0.022 0.55
5631.5789 3.6842105 -2.0714286 -0.01 0.56
5631.5789 3.6842105 -1.6428571 0.01 0.575
5631.5789 3.6842105 -1.2142857 0.033 0.593
5631.5789 3.6842105 -0.78571429 0.06 0.615
5631.5789 3.6842105 -0.35714286 0.09 0.641
5631.5789 3.6842105 0.071428571 0.121 0.672
5631.5789 3.6842105 0.5 0.152 0.711
5894.7368 3.6842105 -2.5 -0.011 0.509
5368.4211 0.26315789 -2.5 0.035 0.669
5894.7368 3.6842105 -2.0714286 0.001 0.519
5894.7368 3.6842105 -1.6428571 0.019 0.534
5894.7368 3.6842105 -1.2142857 0.044 0.554
5894.7368 3.6842105 -0.78571429 0.076 0.58
5894.7368 3.6842105 -0.35714286 0.111 0.609
5894.7368 3.6842105 0.071428571 0.146 0.641
5894.7368 3.6842105 0.5 0.18 0.681
6157.8947 3.6842105 -2.5 -0.002 0.469
6157.8947 3.6842105 -2.0714286 0.01 0.479
6157.8947 3.6842105 -1.6428571 0.027 0.493
5368.4211 0.26315789 -2.0714286 0.043 0.676
6157.8947 3.6842105 -1.2142857 0.051 0.512
6157.8947 3.6842105 -0.78571429 0.084 0.539
6157.8947 3.6842105 -0.35714286 0.122 0.57
6157.8947 3.6842105 0.071428571 0.161 0.605
6157.8947 3.6842105 0.5 0.199 0.644
6421.0526 3.6842105 -2.5 0.007 0.43
6421.0526 3.6842105 -2.0714286 0.018 0.438
6421.0526 3.6842105 -1.6428571 0.034 0.451
6421.0526 3.6842105 -1.2142857 0.057 0.47
6421.0526 3.6842105 -0.78571429 0.088 0.495
5368.4211 0.26315789 -1.6428571 0.053 0.684
6421.0526 3.6842105 -0.35714286 0.127 0.527
6421.0526 3.6842105 0.071428571 0.169 0.563
6421.0526 3.6842105 0.5 0.21 0.603
6684.2105 3.6842105 -2.5 0.016 0.39
6684.2105 3.6842105 -2.0714286 0.026 0.398
6684.2105 3.6842105 -1.6428571 0.04 0.41
6684.2105 3.6842105 -1.2142857 0.061 0.426
6684.2105 3.6842105 -0.78571429 0.09 0.45
6684.2105 3.6842105 -0.35714286 0.128 0.48
6684.2105 3.6842105 0.071428571 0.172 0.517
5368.4211 0.26315789 -1.2142857 0.066 0.696
6684.2105 3.6842105 0.5 0.215 0.558
6947.3684 3.6842105 -2.5 0.023 0.35
6947.3684 3.6842105 -2.0714286 0.032 0.357
6947.3684 3.6842105 -1.6428571 0.046 0.367
6947.3684 3.6842105 -1.2142857 0.065 0.382
6947.3684 3.6842105 -0.78571429 0.091 0.403
6947.3684 3.6842105 -0.35714286 0.127 0.432
6947.3684 3.6842105 0.071428571 0.169 0.467
6947.3684 3.6842105 0.5 0.215 0.508
7210.5263 3.6842105 -2.5 0.03 0.308
5368.4211 0.26315789 -0.78571429 0.084 0.71
7210.5263 3.6842105 -2.0714286 0.038 0.314
7210.5263 3.6842105 -1.6428571 0.05 0.323
7210.5263 3.6842105 -1.2142857 0.067 0.336
7210.5263 3.6842105 -0.78571429 0.09 0.355
7210.5263 3.6842105 -0.35714286 0.123 0.381
7210.5263 3.6842105 0.071428571 0.163 0.414
7210.5263 3.6842105 0.5 0.208 0.454
7473.6842 3.6842105 -2.5 0.034 0.265
7473.6842 3.6842105 -2.0714286 0.04 0.27
7473.6842 3.6842105 -1.6428571 0.051 0.278
5368.4211 0.26315789 -0.35714286 0.103 0.728
7473.6842 3.6842105 -1.2142857 0.065 0.289
7473.6842 3.6842105 -0.78571429 0.087 0.305
7473.6842 3.6842105 -0.35714286 0.115 0.327
7473.6842 3.6842105 0.071428571 0.153 0.358
7473.6842 3.6842105 0.5 0.196 0.395
7736.8421 3.6842105 -2.5 0.032 0.217
7736.8421 3.6842105 -2.0714286 0.038 0.221
7736.8421 3.6842105 -1.6428571 0.047 0.228
7736.8421 3.6842105 -1.2142857 0.06 0.238
7736.8421 3.6842105 -0.78571429 0.078 0.252
5368.4211 0.26315789 0.071428571 0.126 0.749
7736.8421 3.6842105 -0.35714286 0.103 0.271
7736.8421 3.6842105 0.071428571 0.137 0.298
7736.8421 3.6842105 0.5 0.176 0.331
8000 3.6842105 -2.5 0.019 0.162
8000 3.6842105 -2.0714286 0.024 0.166
8000 3.6842105 -1.6428571 0.033 0.172
8000 3.6842105 -1.2142857 0.046 0.181
8000 3.6842105 -0.78571429 0.062 0.194
8000 3.6842105 -0.35714286 0.084 0.211
8000 3.6842105 0.071428571 0.114 0.235
5368.4211 0.26315789 0.5 0.145 0.775
8000 3.6842105 0.5 0.151 0.265
3526.3158 0 0.5 -2.552 0.172
3000 3.9473684 -2.5 -1.224 0.635
3000 3.9473684 -2.0714286 -1.439 0.561
3000 3.9473684 -1.6428571 -1.716 0.506
3000 3.9473684 -1.2142857 -2.057 0.455
3000 3.9473684 -0.78571429 -2.414 0.385
3000 3.9473684 -0.35714286 -2.735 0.272
3000 3.9473684 0.071428571 -3.051 0.107
3000 3.9473684 0.5 -3.343 -0.101
3263.1579 3.9473684 -2.5 -0.924 0.635
5631.5789 0.26315789 -2.5 0.075 0.63
3263.1579 3.9473684 -2.0714286 -1.015 0.601
3263.1579 3.9473684 -1.6428571 -1.134 0.586
3263.1579 3.9473684 -1.2142857 -1.354 0.572
3263.1579 3.9473684 -0.78571429 -1.724 0.526
3263.1579 3.9473684 -0.35714286 -2.22 0.408
3263.1579 3.9473684 0.071428571 -2.703 0.196
3263.1579 3.9473684 0.5 -3.014 -0.05
3526.3158 3.9473684 -2.5 -0.69 0.645
3526.3158 3.9473684 -2.0714286 -0.735 0.629
3526.3158 3.9473684 -1.6428571 -0.79 0.625
5631.5789 0.26315789 -2.0714286 0.079 0.637
3526.3158 3.9473684 -1.2142857 -0.919 0.619
3526.3158 3.9473684 -0.78571429 -1.198 0.586
3526.3158 3.9473684 -0.35714286 -1.685 0.483
3526.3158 3.9473684 0.071428571 -2.229 0.296
3526.3158 3.9473684 0.5 -2.609 0.082
3789.4737 3.9473684 -2.5 -0.527 0.654
3789.4737 3.9473684 -2.0714286 -0.551 0.644
3789.4737 3.9473684 -1.6428571 -0.58 0.638
3789.4737 3.9473684 -1.2142857 -0.647 0.627
3789.4737 3.9473684 -0.78571429 -0.803 0.599
5631.5789 0.26315789 -1.6428571 0.09 0.645
3789.4737 3.9473684 -0.35714286 -1.098 0.549
3789.4737 3.9473684 0.071428571 -1.431 0.486
3789.4737 3.9473684 0.5 -1.739 0.41
