#Teff log_g M_div_h F606W F814W 
7736.8421 0 -1.2142857 0.29 0.464
4052.6316 2.3684211 0.5 -0.719 0.619
4315.7895 2.3684211 -2.5 -0.311 0.621
4315.7895 2.3684211 -2.0714286 -0.316 0.608
4315.7895 2.3684211 -1.6428571 -0.317 0.604
4315.7895 2.3684211 -1.2142857 -0.315 0.608
4315.7895 2.3684211 -0.78571429 -0.31 0.619
4315.7895 2.3684211 -0.35714286 -0.306 0.634
4315.7895 2.3684211 0.071428571 -0.312 0.654
4315.7895 2.3684211 0.5 -0.341 0.681
4578.9474 2.3684211 -2.5 -0.193 0.648
7736.8421 0 -0.78571429 0.302 0.47
4578.9474 2.3684211 -2.0714286 -0.192 0.641
4578.9474 2.3684211 -1.6428571 -0.188 0.64
4578.9474 2.3684211 -1.2142857 -0.182 0.644
4578.9474 2.3684211 -0.78571429 -0.171 0.655
4578.9474 2.3684211 -0.35714286 -0.159 0.672
4578.9474 2.3684211 0.071428571 -0.148 0.694
4578.9474 2.3684211 0.5 -0.146 0.72
4842.1053 2.3684211 -2.5 -0.114 0.646
4842.1053 2.3684211 -2.0714286 -0.107 0.648
4842.1053 2.3684211 -1.6428571 -0.099 0.652
7736.8421 0 -0.35714286 0.336 0.522
3263.1579 0 0.071428571 -4.13 -0.577
4842.1053 2.3684211 -1.2142857 -0.088 0.659
4842.1053 2.3684211 -0.78571429 -0.073 0.671
4842.1053 2.3684211 -0.35714286 -0.056 0.689
4842.1053 2.3684211 0.071428571 -0.038 0.714
4842.1053 2.3684211 0.5 -0.024 0.744
5105.2632 2.3684211 -2.5 -0.063 0.625
5105.2632 2.3684211 -2.0714286 -0.052 0.634
5105.2632 2.3684211 -1.6428571 -0.038 0.643
5105.2632 2.3684211 -1.2142857 -0.023 0.655
5105.2632 2.3684211 -0.78571429 -0.004 0.669
7736.8421 0 0.071428571 0.254 0.488
5105.2632 2.3684211 -0.35714286 0.017 0.69
5105.2632 2.3684211 0.071428571 0.04 0.717
5105.2632 2.3684211 0.5 0.061 0.751
5368.4211 2.3684211 -2.5 -0.025 0.598
5368.4211 2.3684211 -2.0714286 -0.014 0.607
5368.4211 2.3684211 -1.6428571 0.002 0.62
5368.4211 2.3684211 -1.2142857 0.022 0.636
5368.4211 2.3684211 -0.78571429 0.044 0.654
5368.4211 2.3684211 -0.35714286 0.069 0.676
5368.4211 2.3684211 0.071428571 0.096 0.705
7736.8421 0 0.5 0.201 0.409
5368.4211 2.3684211 0.5 0.121 0.742
5631.5789 2.3684211 -2.5 0.005 0.567
5631.5789 2.3684211 -2.0714286 0.016 0.576
5631.5789 2.3684211 -1.6428571 0.031 0.589
5631.5789 2.3684211 -1.2142857 0.052 0.606
5631.5789 2.3684211 -0.78571429 0.078 0.628
5631.5789 2.3684211 -0.35714286 0.106 0.652
5631.5789 2.3684211 0.071428571 0.136 0.682
5631.5789 2.3684211 0.5 0.164 0.72
5894.7368 2.3684211 -2.5 0.03 0.534
5894.7368 2.3684211 -2.0714286 0.04 0.543
8000 0 -2.5 0.298 0.243
5894.7368 2.3684211 -1.6428571 0.054 0.555
5894.7368 2.3684211 -1.2142857 0.075 0.572
5894.7368 2.3684211 -0.78571429 0.101 0.594
5894.7368 2.3684211 -0.35714286 0.132 0.62
5894.7368 2.3684211 0.071428571 0.164 0.651
5894.7368 2.3684211 0.5 0.196 0.689
6157.8947 2.3684211 -2.5 0.05 0.499
6157.8947 2.3684211 -2.0714286 0.06 0.507
6157.8947 2.3684211 -1.6428571 0.073 0.518
8000 0 -2.0714286 0.294 0.247
6157.8947 2.3684211 -1.2142857 0.093 0.534
6157.8947 2.3684211 -0.78571429 0.118 0.555
6157.8947 2.3684211 -0.35714286 0.15 0.582
6157.8947 2.3684211 0.071428571 0.184 0.613
6157.8947 2.3684211 0.5 0.218 0.651
6421.0526 2.3684211 -2.5 0.067 0.461
6421.0526 2.3684211 -2.0714286 0.076 0.468
6421.0526 2.3684211 -1.6428571 0.089 0.478
6421.0526 2.3684211 -1.2142857 0.107 0.493
6421.0526 2.3684211 -0.78571429 0.131 0.513
8000 0 -1.6428571 0.298 0.254
6421.0526 2.3684211 -0.35714286 0.162 0.539
6421.0526 2.3684211 0.071428571 0.197 0.57
6421.0526 2.3684211 0.5 0.232 0.606
6684.2105 2.3684211 -2.5 0.081 0.421
6684.2105 2.3684211 -2.0714286 0.089 0.427
6684.2105 2.3684211 -1.6428571 0.101 0.436
6684.2105 2.3684211 -1.2142857 0.117 0.449
6684.2105 2.3684211 -0.78571429 0.139 0.467
6684.2105 2.3684211 -0.35714286 0.168 0.491
6684.2105 2.3684211 0.071428571 0.202 0.521
8000 0 -1.2142857 0.14 0.26
6684.2105 2.3684211 0.5 0.239 0.557
6947.3684 2.3684211 -2.5 0.092 0.378
6947.3684 2.3684211 -2.0714286 0.099 0.383
6947.3684 2.3684211 -1.6428571 0.109 0.391
6947.3684 2.3684211 -1.2142857 0.123 0.402
6947.3684 2.3684211 -0.78571429 0.142 0.418
6947.3684 2.3684211 -0.35714286 0.168 0.439
6947.3684 2.3684211 0.071428571 0.201 0.467
6947.3684 2.3684211 0.5 0.236 0.5
7210.5263 2.3684211 -2.5 0.093 0.329
8000 0 -0.78571429 0.351 0.266
7210.5263 2.3684211 -2.0714286 0.099 0.333
7210.5263 2.3684211 -1.6428571 0.109 0.34
7210.5263 2.3684211 -1.2142857 0.121 0.35
7210.5263 2.3684211 -0.78571429 0.138 0.363
7210.5263 2.3684211 -0.35714286 0.161 0.382
7210.5263 2.3684211 0.071428571 0.19 0.406
7210.5263 2.3684211 0.5 0.224 0.437
7473.6842 2.3684211 -2.5 0.084 0.273
7473.6842 2.3684211 -2.0714286 0.09 0.277
7473.6842 2.3684211 -1.6428571 0.099 0.284
8000 0 -0.35714286 0.365 0.315
7473.6842 2.3684211 -1.2142857 0.11 0.292
7473.6842 2.3684211 -0.78571429 0.126 0.305
7473.6842 2.3684211 -0.35714286 0.148 0.322
7473.6842 2.3684211 0.071428571 0.176 0.345
7473.6842 2.3684211 0.5 0.209 0.376
7736.8421 2.3684211 -2.5 0.071 0.218
7736.8421 2.3684211 -2.0714286 0.077 0.222
7736.8421 2.3684211 -1.6428571 0.086 0.229
7736.8421 2.3684211 -1.2142857 0.097 0.238
7736.8421 2.3684211 -0.78571429 0.112 0.25
8000 0 0.071428571 0.269 0.322
7736.8421 2.3684211 -0.35714286 0.132 0.266
7736.8421 2.3684211 0.071428571 0.157 0.287
7736.8421 2.3684211 0.5 0.187 0.313
8000 2.3684211 -2.5 0.054 0.159
8000 2.3684211 -2.0714286 0.059 0.163
8000 2.3684211 -1.6428571 0.068 0.17
8000 2.3684211 -1.2142857 0.074 0.18
8000 2.3684211 -0.78571429 0.098 0.194
8000 2.3684211 -0.35714286 0.117 0.21
8000 2.3684211 0.071428571 0.138 0.23
8000 0 0.5 0.133 0.163
8000 2.3684211 0.5 0.16 0.248
3263.1579 0 0.5 -3.952 -0.517
3000 2.6315789 -2.5 -1.288 0.525
3000 2.6315789 -2.0714286 -1.437 0.514
3000 2.6315789 -1.6428571 -1.756 0.498
3000 2.6315789 -1.2142857 -2.329 0.42
3000 2.6315789 -0.78571429 -3.029 0.228
3000 2.6315789 -0.35714286 -3.508 -0.038
3000 2.6315789 0.071428571 -3.734 -0.324
3000 2.6315789 0.5 -3.831 -0.587
3263.1579 2.6315789 -2.5 -0.948 0.565
3263.1579 2.6315789 -2.0714286 -1.009 0.565
3000 0.26315789 -2.5 -1.846 0.382
3263.1579 2.6315789 -1.6428571 -1.219 0.553
3263.1579 2.6315789 -1.2142857 -1.691 0.478
3263.1579 2.6315789 -0.78571429 -2.323 0.321
3263.1579 2.6315789 -0.35714286 -2.884 0.088
3263.1579 2.6315789 0.071428571 -3.298 -0.208
3263.1579 2.6315789 0.5 -3.612 -0.53
3526.3158 2.6315789 -2.5 -0.758 0.575
3526.3158 2.6315789 -2.0714286 -0.797 0.562
3526.3158 2.6315789 -1.6428571 -0.919 0.534
3526.3158 2.6315789 -1.2142857 -1.161 0.489
3000 0.26315789 -2.0714286 -2.186 0.314
3526.3158 2.6315789 -0.78571429 -1.524 0.419
3526.3158 2.6315789 -0.35714286 -1.96 0.311
3526.3158 2.6315789 0.071428571 -2.397 0.158
3526.3158 2.6315789 0.5 -2.766 -0.025
3789.4737 2.6315789 -2.5 -0.614 0.571
3789.4737 2.6315789 -2.0714286 -0.644 0.541
3789.4737 2.6315789 -1.6428571 -0.686 0.521
3789.4737 2.6315789 -1.2142857 -0.76 0.508
3789.4737 2.6315789 -0.78571429 -0.881 0.498
3789.4737 2.6315789 -0.35714286 -1.055 0.49
3000 0.26315789 -1.6428571 -2.841 0.168
3789.4737 2.6315789 0.071428571 -1.278 0.479
3789.4737 2.6315789 0.5 -1.536 0.453
4052.6316 2.6315789 -2.5 -0.46 0.581
4052.6316 2.6315789 -2.0714286 -0.477 0.557
4052.6316 2.6315789 -1.6428571 -0.488 0.55
4052.6316 2.6315789 -1.2142857 -0.498 0.552
4052.6316 2.6315789 -0.78571429 -0.516 0.562
4052.6316 2.6315789 -0.35714286 -0.555 0.576
4052.6316 2.6315789 0.071428571 -0.63 0.596
4052.6316 2.6315789 0.5 -0.75 0.619
3000 0.26315789 -1.2142857 -3.632 -0.089
4315.7895 2.6315789 -2.5 -0.306 0.621
4315.7895 2.6315789 -2.0714286 -0.313 0.607
4315.7895 2.6315789 -1.6428571 -0.316 0.603
4315.7895 2.6315789 -1.2142857 -0.315 0.607
4315.7895 2.6315789 -0.78571429 -0.312 0.618
4315.7895 2.6315789 -0.35714286 -0.31 0.634
4315.7895 2.6315789 0.071428571 -0.32 0.654
4315.7895 2.6315789 0.5 -0.354 0.68
4578.9474 2.6315789 -2.5 -0.19 0.646
3000 0.26315789 -0.78571429 -4.269 -0.466
4578.9474 2.6315789 -2.0714286 -0.191 0.639
4578.9474 2.6315789 -1.6428571 -0.189 0.637
4578.9474 2.6315789 -1.2142857 -0.183 0.642
4578.9474 2.6315789 -0.78571429 -0.174 0.653
4578.9474 2.6315789 -0.35714286 -0.162 0.67
4578.9474 2.6315789 0.071428571 -0.152 0.692
4578.9474 2.6315789 0.5 -0.152 0.719
4842.1053 2.6315789 -2.5 -0.114 0.644
4842.1053 2.6315789 -2.0714286 -0.108 0.645
4842.1053 2.6315789 -1.6428571 -0.1 0.648
3000 0.26315789 -0.35714286 -4.739 -0.943
4842.1053 2.6315789 -1.2142857 -0.089 0.655
4842.1053 2.6315789 -0.78571429 -0.075 0.668
4842.1053 2.6315789 -0.35714286 -0.058 0.687
4842.1053 2.6315789 0.071428571 -0.04 0.711
4842.1053 2.6315789 0.5 -0.028 0.741
5105.2632 2.6315789 -2.5 -0.065 0.622
5105.2632 2.6315789 -2.0714286 -0.054 0.63
5105.2632 2.6315789 -1.6428571 -0.041 0.64
5105.2632 2.6315789 -1.2142857 -0.025 0.651
5105.2632 2.6315789 -0.78571429 -0.007 0.666
3000 0.26315789 0.071428571 -5.101 -1.358
5105.2632 2.6315789 -0.35714286 0.015 0.687
5105.2632 2.6315789 0.071428571 0.038 0.714
5105.2632 2.6315789 0.5 0.058 0.748
5368.4211 2.6315789 -2.5 -0.031 0.593
5368.4211 2.6315789 -2.0714286 -0.019 0.603
5368.4211 2.6315789 -1.6428571 -0.003 0.616
5368.4211 2.6315789 -1.2142857 0.017 0.632
5368.4211 2.6315789 -0.78571429 0.04 0.65
5368.4211 2.6315789 -0.35714286 0.066 0.673
5368.4211 2.6315789 0.071428571 0.093 0.702
3000 0.26315789 0.5 -5.218 -1.543
5368.4211 2.6315789 0.5 0.118 0.739
5631.5789 2.6315789 -2.5 -0.003 0.561
5631.5789 2.6315789 -2.0714286 0.008 0.571
5631.5789 2.6315789 -1.6428571 0.024 0.584
5631.5789 2.6315789 -1.2142857 0.046 0.602
5631.5789 2.6315789 -0.78571429 0.073 0.624
5631.5789 2.6315789 -0.35714286 0.102 0.649
5631.5789 2.6315789 0.071428571 0.132 0.679
5631.5789 2.6315789 0.5 0.161 0.718
5894.7368 2.6315789 -2.5 0.019 0.527
5894.7368 2.6315789 -2.0714286 0.03 0.536
3263.1579 0.26315789 -2.5 -1.473 0.351
5894.7368 2.6315789 -1.6428571 0.045 0.549
5894.7368 2.6315789 -1.2142857 0.067 0.567
5894.7368 2.6315789 -0.78571429 0.095 0.59
5894.7368 2.6315789 -0.35714286 0.127 0.617
5894.7368 2.6315789 0.071428571 0.16 0.649
5894.7368 2.6315789 0.5 0.192 0.687
6157.8947 2.6315789 -2.5 0.038 0.492
6157.8947 2.6315789 -2.0714286 0.048 0.5
6157.8947 2.6315789 -1.6428571 0.063 0.512
6157.8947 2.6315789 -1.2142857 0.083 0.529
3263.1579 0.26315789 -2.0714286 -1.627 0.312
6157.8947 2.6315789 -0.78571429 0.11 0.551
6157.8947 2.6315789 -0.35714286 0.143 0.579
3526.3158 0 -2.5 -1.339 0.322
6157.8947 2.6315789 0.071428571 0.179 0.611
6157.8947 2.6315789 0.5 0.214 0.649
6421.0526 2.6315789 -2.5 0.055 0.454
6421.0526 2.6315789 -2.0714286 0.064 0.462
6421.0526 2.6315789 -1.6428571 0.077 0.473
6421.0526 2.6315789 -1.2142857 0.096 0.488
6421.0526 2.6315789 -0.78571429 0.122 0.509
6421.0526 2.6315789 -0.35714286 0.154 0.536
3263.1579 0.26315789 -1.6428571 -1.965 0.242
6421.0526 2.6315789 0.071428571 0.191 0.568
6421.0526 2.6315789 0.5 0.227 0.606
6684.2105 2.6315789 -2.5 0.069 0.415
6684.2105 2.6315789 -2.0714286 0.077 0.422
6684.2105 2.6315789 -1.6428571 0.089 0.431
6684.2105 2.6315789 -1.2142857 0.106 0.445
6684.2105 2.6315789 -0.78571429 0.13 0.464
6684.2105 2.6315789 -0.35714286 0.16 0.489
6684.2105 2.6315789 0.071428571 0.197 0.521
6684.2105 2.6315789 0.5 0.234 0.557
3263.1579 0.26315789 -1.2142857 -2.523 0.114
6947.3684 2.6315789 -2.5 0.079 0.373
6947.3684 2.6315789 -2.0714286 0.086 0.378
6947.3684 2.6315789 -1.6428571 0.097 0.387
6947.3684 2.6315789 -1.2142857 0.112 0.399
6947.3684 2.6315789 -0.78571429 0.133 0.416
6947.3684 2.6315789 -0.35714286 0.161 0.438
6947.3684 2.6315789 0.071428571 0.196 0.468
6947.3684 2.6315789 0.5 0.233 0.503
7210.5263 2.6315789 -2.5 0.084 0.327
3263.1579 0.26315789 -0.78571429 -3.181 -0.089
7210.5263 2.6315789 -2.0714286 0.091 0.332
7210.5263 2.6315789 -1.6428571 0.1 0.338
7210.5263 2.6315789 -1.2142857 0.113 0.349
7210.5263 2.6315789 -0.78571429 0.131 0.363
7210.5263 2.6315789 -0.35714286 0.156 0.383
7210.5263 2.6315789 0.071428571 0.188 0.41
7210.5263 2.6315789 0.5 0.224 0.442
7473.6842 2.6315789 -2.5 0.08 0.274
7473.6842 2.6315789 -2.0714286 0.085 0.279
7473.6842 2.6315789 -1.6428571 0.093 0.285
3263.1579 0.26315789 -0.35714286 -3.756 -0.361
7473.6842 2.6315789 -1.2142857 0.106 0.294
7473.6842 2.6315789 -0.78571429 0.122 0.307
7473.6842 2.6315789 -0.35714286 0.144 0.324
7473.6842 2.6315789 0.071428571 0.173 0.348
7473.6842 2.6315789 0.5 0.207 0.378
7736.8421 2.6315789 -2.5 0.065 0.218
7736.8421 2.6315789 -2.0714286 0.071 0.222
7736.8421 2.6315789 -1.6428571 0.079 0.228
7736.8421 2.6315789 -1.2142857 0.091 0.237
7736.8421 2.6315789 -0.78571429 0.106 0.249
3263.1579 0.26315789 0.071428571 -4.096 -0.601
7736.8421 2.6315789 -0.35714286 0.127 0.265
7736.8421 2.6315789 0.071428571 0.154 0.287
7736.8421 2.6315789 0.5 0.186 0.315
8000 2.6315789 -2.5 0.045 0.159
8000 2.6315789 -2.0714286 0.051 0.163
8000 2.6315789 -1.6428571 0.06 0.17
8000 2.6315789 -1.2142857 0.069 0.179
8000 2.6315789 -0.78571429 0.089 0.193
8000 2.6315789 -0.35714286 0.109 0.209
8000 2.6315789 0.071428571 0.132 0.229
3263.1579 0.26315789 0.5 -4.116 -0.669
8000 2.6315789 0.5 0.16 0.252
3000 2.8947368 -2.5 -1.284 0.537
3000 2.8947368 -2.0714286 -1.438 0.515
3000 2.8947368 -1.6428571 -1.725 0.497
3000 2.8947368 -1.2142857 -2.209 0.438
3000 2.8947368 -0.78571429 -2.837 0.289
3000 2.8947368 -0.35714286 -3.389 0.035
3000 2.8947368 0.071428571 -3.66 -0.235
3000 2.8947368 0.5 -3.747 -0.477
3263.1579 2.8947368 -2.5 -0.941 0.574
3526.3158 0.26315789 -2.5 -1.235 0.355
3263.1579 2.8947368 -2.0714286 -1.002 0.571
3263.1579 2.8947368 -1.6428571 -1.172 0.566
3263.1579 2.8947368 -1.2142857 -1.577 0.517
3263.1579 2.8947368 -0.78571429 -2.205 0.376
3263.1579 2.8947368 -0.35714286 -2.788 0.15
3263.1579 2.8947368 0.071428571 -3.182 -0.127
3263.1579 2.8947368 0.5 -3.477 -0.433
3526.3158 2.8947368 -2.5 -0.737 0.59
3526.3158 2.8947368 -2.0714286 -0.77 0.582
3526.3158 2.8947368 -1.6428571 -0.869 0.565
3526.3158 0.26315789 -2.0714286 -1.223 0.349
3526.3158 2.8947368 -1.2142857 -1.109 0.52
3526.3158 2.8947368 -0.78571429 -1.498 0.443
3526.3158 2.8947368 -0.35714286 -1.951 0.329
3526.3158 2.8947368 0.071428571 -2.395 0.167
3526.3158 2.8947368 0.5 -2.773 -0.03
3789.4737 2.8947368 -2.5 -0.59 0.594
3789.4737 2.8947368 -2.0714286 -0.621 0.569
3789.4737 2.8947368 -1.6428571 -0.67 0.543
3789.4737 2.8947368 -1.2142857 -0.754 0.523
3789.4737 2.8947368 -0.78571429 -0.889 0.51
3526.3158 0.26315789 -1.6428571 -1.274 0.332
3789.4737 2.8947368 -0.35714286 -1.079 0.496
3789.4737 2.8947368 0.071428571 -1.317 0.477
3789.4737 2.8947368 0.5 -1.586 0.442
4052.6316 2.8947368 -2.5 -0.447 0.596
4052.6316 2.8947368 -2.0714286 -0.468 0.568
4052.6316 2.8947368 -1.6428571 -0.483 0.556
4052.6316 2.8947368 -1.2142857 -0.497 0.557
4052.6316 2.8947368 -0.78571429 -0.521 0.565
4052.6316 2.8947368 -0.35714286 -0.568 0.579
4052.6316 2.8947368 0.071428571 -0.653 0.597
3526.3158 0.26315789 -1.2142857 -1.402 0.312
4052.6316 2.8947368 0.5 -0.784 0.618
4315.7895 2.8947368 -2.5 -0.3 0.625
3526.3158 0 -2.0714286 -1.313 0.325
4315.7895 2.8947368 -2.0714286 -0.31 0.608
4315.7895 2.8947368 -1.6428571 -0.316 0.603
4315.7895 2.8947368 -1.2142857 -0.316 0.607
4315.7895 2.8947368 -0.78571429 -0.314 0.618
4315.7895 2.8947368 -0.35714286 -0.314 0.634
4315.7895 2.8947368 0.071428571 -0.328 0.654
4315.7895 2.8947368 0.5 -0.369 0.68
4578.9474 2.8947368 -2.5 -0.187 0.647
3526.3158 0.26315789 -0.78571429 -1.609 0.292
4578.9474 2.8947368 -2.0714286 -0.189 0.638
4578.9474 2.8947368 -1.6428571 -0.189 0.635
4578.9474 2.8947368 -1.2142857 -0.184 0.64
4578.9474 2.8947368 -0.78571429 -0.175 0.652
4578.9474 2.8947368 -0.35714286 -0.165 0.669
4578.9474 2.8947368 0.071428571 -0.156 0.691
4578.9474 2.8947368 0.5 -0.158 0.717
4842.1053 2.8947368 -2.5 -0.112 0.644
4842.1053 2.8947368 -2.0714286 -0.107 0.644
4842.1053 2.8947368 -1.6428571 -0.101 0.646
3526.3158 0.26315789 -0.35714286 -1.887 0.268
4842.1053 2.8947368 -1.2142857 -0.091 0.653
4842.1053 2.8947368 -0.78571429 -0.077 0.666
4842.1053 2.8947368 -0.35714286 -0.061 0.685
4842.1053 2.8947368 0.071428571 -0.044 0.709
4842.1053 2.8947368 0.5 -0.031 0.739
5105.2632 2.8947368 -2.5 -0.066 0.621
5105.2632 2.8947368 -2.0714286 -0.055 0.628
5105.2632 2.8947368 -1.6428571 -0.043 0.637
5105.2632 2.8947368 -1.2142857 -0.028 0.648
5105.2632 2.8947368 -0.78571429 -0.009 0.663
3526.3158 0.26315789 0.071428571 -2.213 0.227
5105.2632 2.8947368 -0.35714286 0.012 0.684
5105.2632 2.8947368 0.071428571 0.035 0.712
5105.2632 2.8947368 0.5 0.055 0.745
5368.4211 2.8947368 -2.5 -0.035 0.589
5368.4211 2.8947368 -2.0714286 -0.023 0.6
5368.4211 2.8947368 -1.6428571 -0.006 0.613
5368.4211 2.8947368 -1.2142857 0.014 0.628
5368.4211 2.8947368 -0.78571429 0.037 0.647
5368.4211 2.8947368 -0.35714286 0.063 0.67
5368.4211 2.8947368 0.071428571 0.09 0.7
3526.3158 0.26315789 0.5 -2.528 0.163
5368.4211 2.8947368 0.5 0.116 0.737
5631.5789 2.8947368 -2.5 -0.011 0.556
5631.5789 2.8947368 -2.0714286 0.001 0.566
5631.5789 2.8947368 -1.6428571 0.018 0.58
5631.5789 2.8947368 -1.2142857 0.041 0.598
5631.5789 2.8947368 -0.78571429 0.068 0.621
5631.5789 2.8947368 -0.35714286 0.098 0.646
5631.5789 2.8947368 0.071428571 0.129 0.677
5631.5789 2.8947368 0.5 0.158 0.716
5894.7368 2.8947368 -2.5 0.01 0.521
3789.4737 0.26315789 -2.5 -0.939 0.463
5894.7368 2.8947368 -2.0714286 0.021 0.531
5894.7368 2.8947368 -1.6428571 0.037 0.544
5894.7368 2.8947368 -1.2142857 0.06 0.562
5894.7368 2.8947368 -0.78571429 0.089 0.586
5894.7368 2.8947368 -0.35714286 0.122 0.615
5894.7368 2.8947368 0.071428571 0.156 0.646
5894.7368 2.8947368 0.5 0.189 0.685
6157.8947 2.8947368 -2.5 0.027 0.485
6157.8947 2.8947368 -2.0714286 0.038 0.494
6157.8947 2.8947368 -1.6428571 0.053 0.506
3789.4737 0.26315789 -2.0714286 -0.897 0.453
6157.8947 2.8947368 -1.2142857 0.074 0.524
6157.8947 2.8947368 -0.78571429 0.103 0.547
6157.8947 2.8947368 -0.35714286 0.137 0.576
6157.8947 2.8947368 0.071428571 0.174 0.609
6157.8947 2.8947368 0.5 0.209 0.648
6421.0526 2.8947368 -2.5 0.042 0.448
6421.0526 2.8947368 -2.0714286 0.052 0.456
6421.0526 2.8947368 -1.6428571 0.066 0.467
6421.0526 2.8947368 -1.2142857 0.086 0.483
6421.0526 2.8947368 -0.78571429 0.113 0.505
3789.4737 0.26315789 -1.6428571 -0.866 0.449
6421.0526 2.8947368 -0.35714286 0.147 0.534
6421.0526 2.8947368 0.071428571 0.185 0.567
6421.0526 2.8947368 0.5 0.223 0.605
6684.2105 2.8947368 -2.5 0.055 0.409
6684.2105 2.8947368 -2.0714286 0.064 0.416
6684.2105 2.8947368 -1.6428571 0.077 0.426
6684.2105 2.8947368 -1.2142857 0.095 0.44
6684.2105 2.8947368 -0.78571429 0.12 0.461
6684.2105 2.8947368 -0.35714286 0.152 0.487
6684.2105 2.8947368 0.071428571 0.19 0.52
3789.4737 0.26315789 -1.2142857 -0.852 0.45
6684.2105 2.8947368 0.5 0.229 0.557
6947.3684 2.8947368 -2.5 0.066 0.368
6947.3684 2.8947368 -2.0714286 0.073 0.374
6947.3684 2.8947368 -1.6428571 0.085 0.383
6947.3684 2.8947368 -1.2142857 0.101 0.395
6947.3684 2.8947368 -0.78571429 0.123 0.413
6947.3684 2.8947368 -0.35714286 0.153 0.437
6947.3684 2.8947368 0.071428571 0.19 0.469
6947.3684 2.8947368 0.5 0.229 0.505
7210.5263 2.8947368 -2.5 0.073 0.324
3789.4737 0.26315789 -0.78571429 -0.866 0.458
7210.5263 2.8947368 -2.0714286 0.08 0.329
7210.5263 2.8947368 -1.6428571 0.089 0.336
7210.5263 2.8947368 -1.2142857 0.103 0.347
7210.5263 2.8947368 -0.78571429 0.123 0.363
7210.5263 2.8947368 -0.35714286 0.15 0.384
7210.5263 2.8947368 0.071428571 0.183 0.412
7210.5263 2.8947368 0.5 0.222 0.446
7473.6842 2.8947368 -2.5 0.072 0.274
7473.6842 2.8947368 -2.0714286 0.078 0.279
7473.6842 2.8947368 -1.6428571 0.086 0.285
3789.4737 0.26315789 -0.35714286 -0.923 0.473
7473.6842 2.8947368 -1.2142857 0.098 0.294
7473.6842 2.8947368 -0.78571429 0.116 0.308
3526.3158 0 -1.6428571 -1.353 0.312
7473.6842 2.8947368 -0.35714286 0.139 0.326
7473.6842 2.8947368 0.071428571 0.169 0.351
7473.6842 2.8947368 0.5 0.205 0.382
7736.8421 2.8947368 -2.5 0.059 0.218
7736.8421 2.8947368 -2.0714286 0.064 0.222
7736.8421 2.8947368 -1.6428571 0.073 0.229
7736.8421 2.8947368 -1.2142857 0.085 0.237
7736.8421 2.8947368 -0.78571429 0.101 0.25
3789.4737 0.26315789 0.071428571 -1.033 0.494
7736.8421 2.8947368 -0.35714286 0.122 0.266
7736.8421 2.8947368 0.071428571 0.15 0.289
7736.8421 2.8947368 0.5 0.184 0.319
8000 2.8947368 -2.5 0.039 0.159
8000 2.8947368 -2.0714286 0.044 0.164
8000 2.8947368 -1.6428571 0.053 0.17
8000 2.8947368 -1.2142857 0.065 0.18
8000 2.8947368 -0.78571429 0.082 0.193
8000 2.8947368 -0.35714286 0.102 0.208
8000 2.8947368 0.071428571 0.128 0.229
3789.4737 0.26315789 0.5 -1.198 0.513
8000 2.8947368 0.5 0.158 0.256
3000 3.1578947 -2.5 -1.276 0.554
3000 3.1578947 -2.0714286 -1.442 0.519
3000 3.1578947 -1.6428571 -1.711 0.496
3000 3.1578947 -1.2142857 -2.129 0.448
3000 3.1578947 -0.78571429 -2.671 0.332
3000 3.1578947 -0.35714286 -3.22 0.11
3000 3.1578947 0.071428571 -3.561 -0.15
3000 3.1578947 0.5 -3.679 -0.377
3263.1579 3.1578947 -2.5 -0.937 0.585
4052.6316 0.26315789 -2.5 -0.646 0.591
3263.1579 3.1578947 -2.0714286 -1.002 0.576
3263.1579 3.1578947 -1.6428571 -1.146 0.574
3263.1579 3.1578947 -1.2142857 -1.485 0.543
3263.1579 3.1578947 -0.78571429 -2.068 0.429
3263.1579 3.1578947 -0.35714286 -2.674 0.218
3263.1579 3.1578947 0.071428571 -3.078 -0.047
3263.1579 3.1578947 0.5 -3.347 -0.334
3526.3158 3.1578947 -2.5 -0.722 0.604
3526.3158 3.1578947 -2.0714286 -0.752 0.597
3526.3158 3.1578947 -1.6428571 -0.832 0.589
4052.6316 0.26315789 -2.0714286 -0.608 0.58
3526.3158 3.1578947 -1.2142857 -1.048 0.554
3526.3158 3.1578947 -0.78571429 -1.439 0.478
3526.3158 3.1578947 -0.35714286 -1.928 0.354
3526.3158 3.1578947 0.071428571 -2.381 0.184
3526.3158 3.1578947 0.5 -2.762 -0.023
3789.4737 3.1578947 -2.5 -0.57 0.612
3789.4737 3.1578947 -2.0714286 -0.598 0.594
3789.4737 3.1578947 -1.6428571 -0.647 0.569
3789.4737 3.1578947 -1.2142857 -0.737 0.545
3789.4737 3.1578947 -0.78571429 -0.891 0.523
4052.6316 0.26315789 -1.6428571 -0.579 0.57
3789.4737 3.1578947 -0.35714286 -1.102 0.503
3789.4737 3.1578947 0.071428571 -1.355 0.476
3789.4737 3.1578947 0.5 -1.634 0.431
4052.6316 3.1578947 -2.5 -0.433 0.614
4052.6316 3.1578947 -2.0714286 -0.456 0.585
4052.6316 3.1578947 -1.6428571 -0.476 0.568
4052.6316 3.1578947 -1.2142857 -0.496 0.564
4052.6316 3.1578947 -0.78571429 -0.527 0.57
